"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","ano_ocu","muni_ocu","grupo_edad_pil","mayor_men","marca_veh","grupo_mod_veh","grupo_hor_ocu","grupo_eda_pil"
3,"Mayo","Jueves",12,"Escuintla","Rural",22,"Hombre",22,"Normal","Cabezal","Rojo","22","Colisión",2012,"Palín","35-39","Mayor",NA,NA,NA,NA
3,"Mayo","Jueves",12,"Escuintla","Urbano",22,"Mujer",22,"Normal","Automovil","Gris","22","Colisión",2012,"Escuintla","25-29","Mayor",NA,NA,NA,NA
3,"Mayo","Jueves",12,"Escuintla","Urbano",22,"Hombre",22,"Normal","Motocicleta","Azúl","22","Colisión",2012,"Escuintla","25-29","Mayor",NA,NA,NA,NA
3,"Mayo","Jueves",19,"Santa Rosa","Urbano",15,"Hombre",15,"Ebrio","Camión","Blanco","15","Colisión",2012,"Cuilapa","50-54","Mayor",NA,NA,NA,NA
3,"Mayo","Jueves",19,"Santa Rosa","Urbano",15,"Ignorado",15,"Ignorado","Pick up","Negro","15","Colisión",2012,"Cuilapa","Ignorado","Ignorado",NA,NA,NA,NA
3,"Mayo","Jueves",16,"Quiché","Urbano",12,"Hombre",12,"Ignorado","Motocicleta","Negro","12","Colisión",2012,"Santa Cruz del Quiché","15-19","Mayor",NA,NA,NA,NA
3,"Mayo","Jueves",16,"Quiché","Urbano",12,"Ignorado",12,"Ignorado","Camión","Blanco","12","Colisión",2012,"Santa Cruz del Quiché","Ignorado","Ignorado",NA,NA,NA,NA
3,"Mayo","Jueves",21,"Chimaltenango","Rural",22,"Ignorado",22,"Ignorado","Bus extraurbano","Amarillo","22","Choque",2012,"Tecpán Guatemala","Ignorado","Ignorado",NA,NA,NA,NA
3,"Mayo","Jueves",22,"Sacatepéquez","Rural",22,"Hombre",22,"Ignorado","Automovil","Cafe","22","Colisión",2012,"Pastores","30-34","Mayor",NA,NA,NA,NA
3,"Mayo","Jueves",22,"Sacatepéquez","Rural",22,"Ignorado",22,"Ignorado","Automovil","Gris","22","Colisión",2012,"Pastores","Ignorado","Ignorado",NA,NA,NA,NA
4,"Mayo","Viernes",20,"Guatemala","Rural",22,"Hombre",22,"Ignorado","Pick up","Rojo","22","Colisión",2012,"Palencia","Ignorado","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",20,"Guatemala","Rural",22,"Hombre",22,"Ignorado","Cabezal","Azúl","22","Colisión",2012,"Palencia","30-34","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",7,"Guatemala","Urbano",10,"Hombre",10,"Ignorado","Cabezal","Blanco","10","Colisión",2012,"Guatemala","45-49","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",7,"Guatemala","Urbano",10,"Hombre",10,"Ignorado","Camión","Blanco","10","Colisión",2012,"Guatemala","50-54","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",7,"Guatemala","Urbano",10,"Hombre",10,"Ignorado","Camión","Blanco","10","Colisión",2012,"Guatemala","25-29","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",15,"Guatemala","Urbano",17,"Hombre",17,"Ignorado","Camioneta","Beige","17","Colisión",2012,"Guatemala","30-34","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",15,"Guatemala","Urbano",17,"Hombre",17,"Ignorado","Motocicleta","Negro","17","Colisión",2012,"Guatemala","25-29","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",23,"Guatemala","Urbano",4,"Hombre",4,"Ignorado","Automovil","Blanco","4","Colisión",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",23,"Guatemala","Urbano",4,"Hombre",4,"Ignorado","Camioneta","Gris","4","Colisión",2012,"Guatemala","40-44","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",13,"Guatemala","Rural",22,"Mujer",22,"Ignorado","Pick up","Ignorado","22","Vuelco",2012,"Amatitlán","25-29","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",20,"Retalhuleu","Rural",22,"Ignorado",22,"Ignorado","Pick up","Azúl","22","Choque",2012,"San Felipe","Ignorado","Ignorado",NA,NA,NA,NA
4,"Mayo","Viernes",20,"Retalhuleu","Rural",22,"Ignorado",22,"Ignorado","Pick up","Azúl","22","Choque",2012,"San Felipe","Ignorado","Ignorado",NA,NA,NA,NA
4,"Mayo","Viernes",20,"Retalhuleu","Rural",22,"Ignorado",22,"Ignorado","Pick up","Azúl","22","Choque",2012,"San Felipe","Ignorado","Ignorado",NA,NA,NA,NA
4,"Mayo","Viernes",20,"Retalhuleu","Rural",22,"Ignorado",22,"Ignorado","Pick up","Azúl","22","Choque",2012,"San Felipe","Ignorado","Ignorado",NA,NA,NA,NA
4,"Mayo","Viernes",15,"Quetzaltenango","Urbano",21,"Hombre",21,"Ignorado","Pick up","Gris","21","Colisión",2012,"Quetzaltenango","25-29","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",15,"Quetzaltenango","Urbano",21,"Hombre",21,"Ignorado","Motocicleta","Rojo","21","Colisión",2012,"Quetzaltenango","15-19","Menor",NA,NA,NA,NA
4,"Mayo","Viernes",8,"El Progreso","Rural",22,"Mujer",22,"Ignorado","Microbus","Gris","22","Colisión",2012,"San Antonio la Paz","Ignorado","Mayor",NA,NA,NA,NA
4,"Mayo","Viernes",8,"El Progreso","Rural",22,"Hombre",22,"Ignorado","Cabezal","Blanco","22","Colisión",2012,"San Antonio la Paz","Ignorado","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",15,"Guatemala","Rural",22,"Hombre",22,"Normal","Automovil","Gris","22","Colisión",2012,"Santa Catarina Pinula","55 y más","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",15,"Guatemala","Rural",22,"Hombre",22,"Normal","Bus extraurbano","Rojo","22","Colisión",2012,"Santa Catarina Pinula","35-39","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",15,"Jutiapa","Rural",22,"Hombre",22,"Normal","Camioneta","Corinto","22","Vuelco",2012,"Jutiapa","25-29","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",6,"Santa Rosa","Rural",22,"Hombre",22,"Normal","Cabezal","Blanco","22","Colisión",2012,"Barberena","55 y más","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",6,"Santa Rosa","Rural",22,"Hombre",22,"Normal","Bus extraurbano","Blanco","22","Colisión",2012,"Barberena","40-44","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",4,"Suchitepéquez","Rural",22,"Hombre",22,"Ignorado","Pick up","Blanco","22","Colisión",2012,"Mazatenango","20-24","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",4,"Suchitepéquez","Rural",22,"Ignorado",22,"Ignorado","Camión","Blanco","22","Colisión",2012,"Mazatenango","Ignorado","Ignorado",NA,NA,NA,NA
5,"Mayo","Sábado",15,"Suchitepéquez","Rural",22,"Mujer",22,"Ebrio","Microbus","Verde","22","Vuelco",2012,"San Antonio Suchitepéquez","40-44","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",18,"Alta Verapaz","Rural",22,"Ignorado",22,"Ignorado","Automovil","Amarillo","22","Colisión",2012,"Cobán","Ignorado","Ignorado",NA,NA,NA,NA
5,"Mayo","Sábado",18,"Alta Verapaz","Rural",22,"Ignorado",22,"Ignorado","Automovil","Anaranjado","22","Colisión",2012,"Cobán","Ignorado","Ignorado",NA,NA,NA,NA
5,"Mayo","Sábado",8,"Quiché","Rural",22,"Ignorado",22,"Ignorado","Microbus","Blanco","22","Choque",2012,"Santa Cruz del Quiché","Ignorado","Ignorado",NA,NA,NA,NA
5,"Mayo","Sábado",16,"Quiché","Urbano",1,"Hombre",1,"Ebrio","Motocicleta","Blanco","1","Colisión",2012,"Santa Cruz del Quiché","25-29","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",16,"Quiché","Urbano",1,"Hombre",1,"Ebrio","Pick up","Rojo","1","Colisión",2012,"Santa Cruz del Quiché","25-29","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",19,"Solola","Rural",22,"Hombre",22,"Ebrio","Motocicleta","Rojo","22","Colisión",2012,"San Andres Semetabaj","25-29","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",19,"Solola","Rural",22,"Hombre",22,"Ebrio","Microbus","Rojo","22","Colisión",2012,"San Andres Semetabaj","35-39","Mayor",NA,NA,NA,NA
5,"Mayo","Sábado",10,"Chimaltenango","Rural",22,"Hombre",22,"Normal","Motocicleta","Rojo","22","Choque",2012,"Chimaltenango","20-24","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",3,"Guatemala","Urbano",21,"Hombre",21,"Normal","Pick up","Negro","21","Colisión",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",3,"Guatemala","Urbano",21,"Hombre",21,"Normal","Automovil","Verde","21","Colisión",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",13,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Pick up","Verde","1","Colisión",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",13,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Automovil","Blanco","1","Colisión",2012,"Guatemala","25-29","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",12,"Guatemala","Urbano",21,"Hombre",21,"Ignorado","Cabezal","Rojo","21","Colisión",2012,"Guatemala","40-44","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",12,"Guatemala","Urbano",21,"Hombre",21,"Ignorado","Camioneta","Rojo","21","Colisión",2012,"Guatemala","25-29","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",2,"Guatemala","Urbano",7,"Hombre",7,"Ignorado","Automovil","Azúl","7","Choque",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",17,"Guatemala","Urbano",2,"Hombre",2,"Ignorado","Motocicleta","Negro","2","Colisión",2012,"Guatemala","25-29","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",17,"Guatemala","Urbano",2,"Hombre",2,"Ignorado","Automovil","Negro","2","Colisión",2012,"Guatemala","25-29","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",1,"Guatemala","Urbano",3,"Hombre",3,"Normal","Camioneta","Azúl","3","Colisión",2012,"Guatemala","15-19","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",1,"Guatemala","Urbano",3,"Ignorado",3,"Ignorado","Camioneta","Cafe","3","Colisión",2012,"Guatemala","Ignorado","Ignorado",NA,NA,NA,NA
6,"Mayo","Domingo",0,"Escuintla","Rural",22,"Hombre",22,"Normal","Motocicleta","Azúl","22","Colisión",2012,"Escuintla","25-29","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",0,"Escuintla","Rural",22,"Hombre",22,"Normal","Automovil","Corinto","22","Colisión",2012,"Escuintla","55 y más","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",22,"Escuintla","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Negro","22","Colisión",2012,"Escuintla","40-44","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",22,"Escuintla","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Negro","22","Colisión",2012,"Escuintla","20-24","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",20,"Santa Rosa","Rural",22,"Ignorado",22,"Ignorado","Camioneta","Blanco","22","Choque",2012,"Nueva Santa Rosa","Ignorado","Ignorado",NA,NA,NA,NA
6,"Mayo","Domingo",0,"Quetzaltenango","Rural",22,"Hombre",22,"Ignorado","Bus extraurbano","Rojo","22","Choque",2012,"Coatepeque","55 y más","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",13,"Huehuetenango","Rural",22,"Ignorado",22,"Ignorado","Pick up","Blanco","22","Vuelco",2012,"Huehuetenango","Ignorado","Ignorado",NA,NA,NA,NA
6,"Mayo","Domingo",19,"Petén","Rural",22,"Hombre",22,"Ignorado","Camión","Blanco","22","Colisión",2012,"Flores","50-54","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",19,"Petén","Rural",22,"Hombre",22,"Ignorado","Camión","Azúl","22","Colisión",2012,"Flores","35-39","Mayor",NA,NA,NA,NA
6,"Mayo","Domingo",12,"Chimaltenango","Rural",22,"Hombre",22,"Normal","Automovil","Blanco","22","Caida",2012,"Chimaltenango","25-29","Mayor",NA,NA,NA,NA
7,"Mayo","Lunes",4,"Guatemala","Rural",3,"Hombre",3,"Ignorado","Automovil","Cafe","3","Colisión",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
7,"Mayo","Lunes",4,"Guatemala","Rural",3,"Hombre",3,"Ignorado","Automovil","Azúl","3","Colisión",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
7,"Mayo","Lunes",19,"Jalapa","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Rojo","22","Choque",2012,"Jalapa","30-34","Mayor",NA,NA,NA,NA
7,"Mayo","Lunes",11,"Alta Verapaz","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Negro","22","Colisión",2012,"Chisec","50-54","Mayor",NA,NA,NA,NA
7,"Mayo","Lunes",11,"Alta Verapaz","Rural",22,"Ignorado",22,"Ignorado","Pick up","Azúl","22","Colisión",2012,"Chisec","Ignorado","Ignorado",NA,NA,NA,NA
7,"Mayo","Lunes",18,"El Progreso","Rural",22,"Hombre",22,"Ignorado","Camioneta","Negro","22","Colisión",2012,"Guastatoya","50-54","Mayor",NA,NA,NA,NA
7,"Mayo","Lunes",18,"El Progreso","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Negro","22","Colisión",2012,"Guastatoya","25-29","Mayor",NA,NA,NA,NA
7,"Mayo","Lunes",11,"Izabal","Rural",22,"Hombre",22,"Ignorado","Pick up","Gris","22","Colisión",2012,"Puerto Barrios","40-44","Mayor",NA,NA,NA,NA
7,"Mayo","Lunes",11,"Izabal","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Negro","22","Colisión",2012,"Puerto Barrios","15-19","Mayor",NA,NA,NA,NA
7,"Mayo","Lunes",20,"Petén","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Ignorado","22","Vuelco",2012,"Flores","20-24","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",17,"Guatemala","Urbano",1,"Mujer",1,"Ignorado","Camioneta","Gris","1","Colisión",2012,"Guatemala","35-39","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",17,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Motocicleta","Azúl","1","Colisión",2012,"Guatemala","45-49","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",4,"Guatemala","Rural",22,"Ignorado",22,"Ignorado","Bus extraurbano","Ignorado","22","Choque",2012,"Palencia","Ignorado","Ignorado",NA,NA,NA,NA
8,"Mayo","Martes",20,"Chiquimula","Rural",22,"Hombre",22,"Ebrio","Microbus","Verde","22","Choque",2012,"Chiquimula","25-29","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",13,"Escuintla","Rural",22,"Hombre",22,"Ignorado","Pick up","Blanco","22","Choque",2012,"La Democracia","55 y más","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",21,"Suchitepéquez","Rural",22,"Hombre",22,"Ignorado","Pick up","Negro","22","Colisión",2012,"Mazatenango","30-34","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",21,"Suchitepéquez","Rural",22,"Ignorado",22,"Ignorado","Camión","Rojo","22","Colisión",2012,"Mazatenango","Ignorado","Ignorado",NA,NA,NA,NA
8,"Mayo","Martes",7,"San Marcos","Rural",22,"Hombre",22,"Ignorado","Camión","Rojo","22","Colisión",2012,"San Marcos","30-34","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",7,"San Marcos","Rural",22,"Hombre",22,"Ignorado","Camioneta","Verde","22","Colisión",2012,"San Marcos","30-34","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",18,"Huehuetenango","Rural",22,"Hombre",22,"Ignorado","Pick up","Blanco","22","Colisión",2012,"Huehuetenango","30-34","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",18,"Huehuetenango","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Ignorado","22","Colisión",2012,"Huehuetenango","35-39","Mayor",NA,NA,NA,NA
8,"Mayo","Martes",11,"Izabal","Rural",22,"Hombre",22,"Ignorado","Camioneta","Azúl","22","Choque",2012,"Puerto Barrios","45-49","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",14,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Bus urbano","Verde","1","Colisión",2012,"Guatemala","25-29","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",14,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Automovil","Gris","1","Colisión",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",9,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Automovil","Rojo","1","Colisión",2012,"Guatemala","25-29","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",9,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Pick up","Negro","1","Colisión",2012,"Guatemala","35-39","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",21,"Guatemala","Urbano",7,"Hombre",7,"Ignorado","Motocicleta","Rojo","7","Colisión",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",21,"Guatemala","Urbano",7,"Ignorado",7,"Ignorado","Automovil","Ignorado","7","Colisión",2012,"Guatemala","Ignorado","Ignorado",NA,NA,NA,NA
9,"Mayo","Miercoles",18,"Guatemala","Rural",22,"Hombre",22,"Ignorado","Bus extraurbano","Verde","22","Colisión",2012,"San Juan Sacatepéquez","40-44","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",18,"Guatemala","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Azúl","22","Colisión",2012,"San Juan Sacatepéquez","40-44","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",19,"Escuintla","Rural",22,"Hombre",22,"Ebrio","Pick up","Gris","22","Vuelco",2012,"Escuintla","30-34","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",23,"San Marcos","Rural",22,"Ignorado",22,"Ignorado","Automovil","Rojo","22","Colisión",2012,"Comitancillo","Ignorado","Ignorado",NA,NA,NA,NA
9,"Mayo","Miercoles",23,"San Marcos","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Azúl","22","Colisión",2012,"Comitancillo","Ignorado","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",10,"San Marcos","Urbano",22,"Hombre",22,"Ignorado","Motocicleta","Ignorado","22","Vuelco",2012,"Tacaná","20-24","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",14,"Petén","Urbano",22,"Hombre",22,"Ignorado","Motocicleta","Ignorado","22","Colisión",2012,"San Benito","25-29","Mayor",NA,NA,NA,NA
9,"Mayo","Miercoles",14,"Petén","Urbano",22,"Mujer",22,"Ignorado","Motocicleta","Rojo","22","Colisión",2012,"San Benito","20-24","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",22,"Guatemala","Urbano",20,"Hombre",20,"Ignorado","Automovil","Azúl","20","Colisión",2012,"Guatemala","20-24","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",22,"Guatemala","Urbano",20,"Hombre",20,"Ignorado","Automovil","Gris","20","Colisión",2012,"Guatemala","30-34","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",22,"Guatemala","Urbano",10,"Hombre",10,"Normal","Taxi","Blanco","10","Colisión",2012,"Guatemala","30-34","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",22,"Guatemala","Urbano",10,"Hombre",10,"Normal","Automovil","Amarillo","10","Colisión",2012,"Guatemala","45-49","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",2,"Guatemala","Urbano",4,"Hombre",4,"Ignorado","Motocicleta","Blanco","4","Colisión",2012,"Guatemala","35-39","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",2,"Guatemala","Urbano",4,"Ignorado",4,"Ignorado","Automovil","Ignorado","4","Colisión",2012,"Guatemala","Ignorado","Ignorado",NA,NA,NA,NA
10,"Mayo","Jueves",7,"Zacapa","Rural",22,"Hombre",22,"Normal","Cabezal","Azúl","22","Colisión",2012,"Zacapa","40-44","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",7,"Zacapa","Rural",22,"Hombre",22,"Normal","Pick up","Blanco","22","Colisión",2012,"Zacapa","25-29","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",1,"Zacapa","Rural",22,"Hombre",22,"Normal","Camioneta","Blanco","22","Choque",2012,"Estanzuela","25-29","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",21,"Escuintla","Rural",22,"Hombre",22,"Normal","Pick up","Morado","22","Colisión",2012,"Santa Lucía Cotzumalguapa","35-39","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",21,"Escuintla","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Rojo","22","Colisión",2012,"Santa Lucía Cotzumalguapa","20-24","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",6,"Escuintla","Rural",22,"Hombre",22,"Normal","Pick up","Ignorado","22","Caida",2012,"San José","25-29","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",2,"Escuintla","Rural",22,"Hombre",22,"Normal","Camioneta","Negro","22","Choque",2012,"Escuintla","25-29","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",9,"Solola","Rural",22,"Mujer",22,"Normal","Automovil","Gris","22","Colisión",2012,"Sololá","30-34","Mayor",NA,NA,NA,NA
10,"Mayo","Jueves",9,"Solola","Rural",22,"Hombre",22,"Normal","Motocicleta","Rojo","22","Colisión",2012,"Sololá","45-49","Mayor",NA,NA,NA,NA
11,"Mayo","Viernes",22,"Jutiapa","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Negro","22","Colisión",2012,"Jutiapa","15-19","Mayor",NA,NA,NA,NA
11,"Mayo","Viernes",22,"Jutiapa","Rural",22,"Mujer",22,"Ignorado","Motocicleta","Negro","22","Colisión",2012,"Jutiapa","20-24","Mayor",NA,NA,NA,NA
11,"Mayo","Viernes",22,"Jutiapa","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Gris","22","Colisión",2012,"Jutiapa","20-24","Mayor",NA,NA,NA,NA
11,"Mayo","Viernes",22,"Jutiapa","Rural",22,"Hombre",22,"Ebrio","Automovil","Verde","22","Colisión",2012,"Jutiapa","15-19","Mayor",NA,NA,NA,NA
11,"Mayo","Viernes",22,"Suchitepéquez","Rural",22,"Hombre",22,"Ebrio","Camioneta","Negro","22","Colisión",2012,"Mazatenango","30-34","Mayor",NA,NA,NA,NA
11,"Mayo","Viernes",22,"Suchitepéquez","Rural",22,"Ignorado",22,"Ignorado","Camión","Rojo","22","Colisión",2012,"Mazatenango","Ignorado","Ignorado",NA,NA,NA,NA
11,"Mayo","Viernes",2,"Izabal","Rural",22,"Hombre",22,"Normal","Pick up","Negro","22","Choque",2012,"Puerto Barrios","20-24","Mayor",NA,NA,NA,NA
11,"Mayo","Viernes",17,"Quiché","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Ignorado","22","Choque",2012,"Chicamán","15-19","Mayor",NA,NA,NA,NA
11,"Mayo","Viernes",5,"Solola","Rural",22,"Hombre",22,"Normal","Camión","Blanco","22","Colisión",2012,"Sololá","20-24","Mayor",NA,NA,NA,NA
11,"Mayo","Viernes",5,"Solola","Rural",22,"Hombre",22,"Normal","Pick up","Negro","22","Colisión",2012,"Sololá","30-34","Mayor",NA,NA,NA,NA
12,"Mayo","Sábado",7,"Guatemala","Rural",22,"Hombre",22,"Ebrio","Automovil","Ignorado","22","Ignorado",2012,"Santa Catarina Pinula","20-24","Mayor",NA,NA,NA,NA
12,"Mayo","Sábado",7,"Guatemala","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Ignorado","22","Ignorado",2012,"Santa Catarina Pinula","35-39","Mayor",NA,NA,NA,NA
12,"Mayo","Sábado",20,"Chiquimula","Rural",22,"Ignorado",22,"Ignorado","Automovil","Ignorado","22","Colisión",2012,"Chiquimula","Ignorado","Ignorado",NA,NA,NA,NA
12,"Mayo","Sábado",20,"Chiquimula","Rural",22,"Hombre",22,"Ignorado","Motocicleta","Ignorado","22","Colisión",2012,"Chiquimula","30-34","Mayor",NA,NA,NA,NA
12,"Mayo","Sábado",14,"Escuintla","Urbano",22,"Hombre",22,"Ignorado","Motocicleta","Ignorado","22","Choque",2012,"Palín","25-29","Mayor",NA,NA,NA,NA
12,"Mayo","Sábado",17,"Retalhuleu","Rural",22,"Hombre",22,"Normal","Pick up","Blanco","22","Colisión",2012,"San Felipe","25-29","Mayor",NA,NA,NA,NA
12,"Mayo","Sábado",17,"Retalhuleu","Rural",22,"Hombre",22,"Normal","Motocicleta","Negro","22","Colisión",2012,"San Felipe","25-29","Mayor",NA,NA,NA,NA
12,"Mayo","Sábado",18,"Totonicapán","Rural",22,"Ignorado",22,"Ignorado","Pick up","Ignorado","22","Vuelco",2012,"San Bartolo","Ignorado","Ignorado",NA,NA,NA,NA
12,"Mayo","Sábado",18,"Petén","Urbano",22,"Ignorado",22,"Ignorado","Pick up","Negro","22","Colisión",2012,"Dolores","Ignorado","Ignorado",NA,NA,NA,NA
12,"Mayo","Sábado",18,"Petén","Urbano",22,"Hombre",22,"Normal","Motocicleta","Ignorado","22","Colisión",2012,"Dolores","15-19","Menor",NA,NA,NA,NA
13,"Mayo","Domingo",21,"Guatemala","Urbano",4,"Ignorado",4,"Ignorado","Automovil","Rojo","4","Colisión",2012,"Guatemala","Ignorado","Ignorado",NA,NA,NA,NA
13,"Mayo","Domingo",21,"Guatemala","Urbano",4,"Hombre",4,"Ignorado","Motocicleta","Rojo","4","Colisión",2012,"Guatemala","40-44","Mayor",NA,NA,NA,NA
13,"Mayo","Domingo",12,"Jalapa","Rural",22,"Hombre",22,"Ignorado","Pick up","Corinto","22","Caida",2012,"San Pedro Pinula","30-34","Mayor",NA,NA,NA,NA
13,"Mayo","Domingo",8,"El Progreso","Rural",22,"Hombre",22,"Ignorado","Cabezal","Blanco","22","Caida",2012,"Guastatoya","25-29","Mayor",NA,NA,NA,NA
14,"Mayo","Lunes",16,"Guatemala","Rural",22,"Hombre",22,"Ignorado","Automovil","Azúl","22","Choque",2012,"Fraijanes","30-34","Mayor",NA,NA,NA,NA
14,"Mayo","Lunes",20,"Guatemala","Rural",22,"Mujer",22,"Ignorado","Automovil","Verde","22","Colisión",2012,"Fraijanes","35-39","Mayor",NA,NA,NA,NA
14,"Mayo","Lunes",20,"Guatemala","Rural",22,"Hombre",22,"Ignorado","Pick up","Azúl","22","Colisión",2012,"Fraijanes","40-44","Mayor",NA,NA,NA,NA
14,"Mayo","Lunes",7,"Baja Verapaz","Rural",22,"Hombre",22,"Ignorado","Bus extraurbano","Anaranjado","22","Colisión",2012,"Salamá","35-39","Mayor",NA,NA,NA,NA
14,"Mayo","Lunes",7,"Baja Verapaz","Rural",22,"Mujer",22,"Ignorado","Automovil","Rojo","22","Colisión",2012,"Salamá","15-19","Mayor",NA,NA,NA,NA
14,"Mayo","Lunes",21,"Izabal","Rural",22,"Hombre",22,"Normal","Automovil","Rojo","22","Colisión",2012,"Puerto Barrios","25-29","Mayor",NA,NA,NA,NA
14,"Mayo","Lunes",21,"Izabal","Rural",22,"Hombre",22,"Normal","Pick up","Verde","22","Colisión",2012,"Puerto Barrios","50-54","Mayor",NA,NA,NA,NA
