"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","ano_ocu","muni_ocu","grupo_edad_pil","mayor_men","marca_veh","grupo_mod_veh","grupo_hor_ocu","grupo_eda_pil"
9,"Mayo","Viernes",1,"Huehuetenango","Rural",NA,"Hombre",NA,"Ebrio","Pick up","Negro",NA,"Vuelco",2014,"San Rafael Petzal",NA,"Mayor","Ignorado",NA,"00:00 a 05:59","45-49"
9,"Mayo","Viernes",1,"Izabal","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Rojo",NA,"Colisión",2014,"Morales",NA,"Mayor","Ignorado",NA,"00:00 a 05:59","20-24"
9,"Mayo","Viernes",1,"Izabal","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Azul",NA,"Colisión",2014,"Morales",NA,"Mayor","Tvs",NA,"00:00 a 05:59","20-24"
9,"Mayo","Viernes",1,"Izabal","Rural",NA,"Ignorado",NA,"Ignorado","Ignorado","Ignorado",NA,"Colisión",2014,"Puerto Barrios",NA,"Ignorado","Ignorado",NA,"00:00 a 05:59","Ignorado"
9,"Mayo","Viernes",1,"Chimaltenango","Rural",NA,"Ignorado",NA,"Ignorado","Camioneta","Verde",NA,"Vuelco",2014,"Tecpán Guatemala",NA,"Ignorado","Ford",NA,"00:00 a 05:59","Ignorado"
9,"Mayo","Viernes",1,"Chimaltenango","Rural",NA,"Hombre",NA,"Ignorado","Cabezal","Corinto",NA,"Colisión",2014,"El Tejar",NA,"Mayor","Freightliner",NA,"00:00 a 05:59","35-39"
9,"Mayo","Viernes",1,"Chimaltenango","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Rojo",NA,"Colisión",2014,"El Tejar",NA,"Mayor","Bajaj",NA,"00:00 a 05:59","30-34"
10,"Mayo","Sábado",1,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Pick up","Negro","1","Colisión",2014,"Guatemala",NA,"Mayor","Toyota",NA,"00:00 a 05:59","20-24"
10,"Mayo","Sábado",1,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Automóvil","Blanco","1","Colisión",2014,"Guatemala",NA,"Mayor","Hyundai",NA,"00:00 a 05:59","35-39"
10,"Mayo","Sábado",9,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Motocicleta","Azul","1","Colisión",2014,"Guatemala",NA,"Mayor","Hyundai",NA,"06:00 a 11:59","20-24"
10,"Mayo","Sábado",9,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Motocicleta","Gris","1","Colisión",2014,"Guatemala",NA,"Mayor","Hyundai",NA,"06:00 a 11:59","25-29"
10,"Mayo","Sábado",13,"Guatemala","Urbano",8,"Hombre",8,"Ignorado","Automóvil","Ignorado","8","Choque",2014,"Guatemala",NA,"Mayor","Ignorado",NA,"12:00 a 17:59","35-39"
10,"Mayo","Sábado",20,"Guatemala","Urbano",3,"Hombre",3,"Ignorado","Automóvil","Café","3","Colisión",2014,"Guatemala",NA,"Mayor","Geo",NA,"18:00 a 23:59","25-29"
10,"Mayo","Sábado",20,"Guatemala","Urbano",3,"Hombre",3,"Ignorado","Motocicleta","Rojo","3","Colisión",2014,"Guatemala",NA,"Mayor","Ignorado",NA,"18:00 a 23:59","40-44"
10,"Mayo","Sábado",17,"Guatemala","Urbano",9,"Hombre",9,"Ignorado","Automóvil","Blanco","9","Colisión",2014,"Guatemala",NA,"Mayor","Honda",NA,"12:00 a 17:59","Ignorado"
10,"Mayo","Sábado",17,"Guatemala","Urbano",9,"Hombre",9,"Ignorado","Motocicleta","Ignorado","9","Colisión",2014,"Guatemala",NA,"Mayor","Ignorado",NA,"12:00 a 17:59","35-39"
10,"Mayo","Sábado",2,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Automóvil","Amarillo","1","Colisión",2014,"Guatemala",NA,"Mayor","Mazda",NA,"00:00 a 05:59","25-29"
10,"Mayo","Sábado",2,"Guatemala","Urbano",1,"Ignorado",1,"Ignorado","Automóvil","Blanco","1","Colisión",2014,"Guatemala",NA,"Ignorado","Seat",NA,"00:00 a 05:59","Ignorado"
10,"Mayo","Sábado",20,"Guatemala","Urbano",6,"Hombre",6,"Ignorado","Cabezal","Blanco","6","Colisión",2014,"Guatemala",NA,"Mayor","Internacional",NA,"18:00 a 23:59","35-39"
10,"Mayo","Sábado",20,"Guatemala","Urbano",6,"Hombre",6,"Ignorado","Pick up","Gris","6","Colisión",2014,"Guatemala",NA,"Mayor","Mazda",NA,"18:00 a 23:59","Ignorado"
10,"Mayo","Sábado",20,"Guatemala","Urbano",6,"Hombre",6,"Ignorado","Camioneta","Blanco","6","Colisión",2014,"Guatemala",NA,"Mayor","Ford",NA,"18:00 a 23:59","Ignorado"
10,"Mayo","Sábado",23,"Guatemala","Urbano",6,"Hombre",6,"Ignorado","Bus urbano","Gris","6","Colisión",2014,"Guatemala",NA,"Mayor","Ignorado",NA,"18:00 a 23:59","60 y más"
10,"Mayo","Sábado",23,"Guatemala","Urbano",6,"Hombre",6,"Ignorado","Motocicleta","Negro","6","Colisión",2014,"Guatemala",NA,"Mayor","Bajaj",NA,"18:00 a 23:59","30-34"
10,"Mayo","Sábado",4,"Guatemala","Urbano",6,"Hombre",6,"Ignorado","Camión","Blanco","6","Colisión",2014,"Guatemala",NA,"Mayor","Mitsubishi",NA,"00:00 a 05:59","25-29"
10,"Mayo","Sábado",4,"Guatemala","Urbano",6,"Hombre",6,"Ignorado","Motocicleta","Rojo","6","Colisión",2014,"Guatemala",NA,"Mayor","Ignorado",NA,"00:00 a 05:59","Ignorado"
10,"Mayo","Sábado",12,"Guatemala","Urbano",6,"Hombre",6,"Ignorado","Pick up","Café","6","Colisión",2014,"Guatemala",NA,"Mayor","Toyota",NA,"12:00 a 17:59","30-34"
10,"Mayo","Sábado",12,"Guatemala","Urbano",6,"Hombre",6,"Ignorado","Motocicleta","Gris","6","Colisión",2014,"Guatemala",NA,"Mayor","Toyota",NA,"12:00 a 17:59","20-24"
10,"Mayo","Sábado",5,"Guatemala","Rural",NA,"Hombre",NA,"Ignorado","Camioneta","Celeste",NA,"Colisión",2014,"Villa Nueva",NA,"Mayor","Seat",NA,"00:00 a 05:59","20-24"
10,"Mayo","Sábado",5,"Guatemala","Rural",NA,"Hombre",NA,"Ignorado","Pick up","Ignorado",NA,"Colisión",2014,"Villa Nueva",NA,"Mayor","Ignorado",NA,"00:00 a 05:59","20-24"
10,"Mayo","Sábado",19,"Chiquimula","Rural",NA,"Ignorado",NA,"Ignorado","Automóvil","Negro",NA,"Choque",2014,"Esquipulas",NA,"Ignorado","Kia",NA,"18:00 a 23:59","Ignorado"
10,"Mayo","Sábado",16,"Suchitepéquez","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Rojo",NA,"Choque",2014,"Rio Bravo",NA,"Mayor","Bajaj",NA,"12:00 a 17:59","35-39"
10,"Mayo","Sábado",4,"Alta Verapaz","Rural",NA,"Mujer",NA,"Ignorado","Motocicleta","Ignorado",NA,"Choque",2014,"Fray Bartolomé de Las Casas",NA,"Mayor","Ignorado",NA,"00:00 a 05:59","15-19"
10,"Mayo","Sábado",15,"Peten","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Rojo",NA,"Colisión",2014,"San Benito",NA,"Mayor","Bajaj",NA,"12:00 a 17:59","30-34"
10,"Mayo","Sábado",15,"Peten","Rural",NA,"Hombre",NA,"Ignorado","Pick up","Negro",NA,"Colisión",2014,"San Benito",NA,"Mayor","Toyota",NA,"12:00 a 17:59","20-24"
10,"Mayo","Sábado",12,"Quiche","Rural",NA,"Hombre",NA,"Ignorado","Pick up","Ignorado",NA,"Colisión",2014,"Santa Cruz del Quiché",NA,"Mayor","Ignorado",NA,"12:00 a 17:59","Ignorado"
10,"Mayo","Sábado",12,"Quiche","Rural",NA,"Hombre",NA,"Ignorado","Camión","Ignorado",NA,"Colisión",2014,"Santa Cruz del Quiché",NA,"Mayor","Ignorado",NA,"12:00 a 17:59","Ignorado"
10,"Mayo","Sábado",14,"Sacatepéquez","Rural",NA,"Hombre",NA,"Ignorado","Pick up","Ignorado",NA,"Colisión",2014,"San Bartolomé Milpas Altas",NA,"Mayor","Toyota",NA,"12:00 a 17:59","60 y más"
10,"Mayo","Sábado",14,"Sacatepéquez","Rural",NA,"Hombre",NA,"Ignorado","Automóvil","Beige",NA,"Colisión",2014,"San Bartolomé Milpas Altas",NA,"Mayor","Mitsubishi",NA,"12:00 a 17:59","55-59"
11,"Mayo","Domingo",13,"Guatemala","Urbano",1,"Mujer",1,"Normal","Camioneta","Gris","1","Colisión",2014,"Guatemala",NA,"Mayor","Chevrolet",NA,"12:00 a 17:59","25-29"
11,"Mayo","Domingo",13,"Guatemala","Urbano",1,"Hombre",1,"Normal","Automóvil","Blanco","1","Colisión",2014,"Guatemala",NA,"Mayor","Toyota",NA,"12:00 a 17:59","45-49"
11,"Mayo","Domingo",21,"Guatemala","Urbano",9,"Hombre",9,"Ignorado","Motocicleta","Rojo","9","Colisión",2014,"Guatemala",NA,"Mayor","Ignorado",NA,"18:00 a 23:59","25-29"
11,"Mayo","Domingo",21,"Guatemala","Urbano",9,"Ignorado",9,"Ignorado","Ignorado","Ignorado","9","Colisión",2014,"Guatemala",NA,"Ignorado","Ignorado",NA,"18:00 a 23:59","Ignorado"
11,"Mayo","Domingo",3,"Guatemala","Urbano",11,"Hombre",11,"Ignorado","Automóvil","Ignorado","11","Vuelco",2014,"Guatemala",NA,"Mayor","Ignorado",NA,"00:00 a 05:59","40-44"
11,"Mayo","Domingo",3,"Guatemala","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Azul",NA,"Vuelco",2014,"Amatitlán",NA,"Mayor","Bajaj",NA,"00:00 a 05:59","20-24"
11,"Mayo","Domingo",16,"Guatemala","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Blanco",NA,"Vuelco",2014,"Amatitlán",NA,"Mayor","Ignorado",NA,"12:00 a 17:59","50-54"
11,"Mayo","Domingo",14,"Guatemala","Rural",NA,"Hombre",NA,"Ignorado","Automóvil","Rojo",NA,"Colisión",2014,"Villa Nueva",NA,"Mayor","Honda",NA,"12:00 a 17:59","20-24"
11,"Mayo","Domingo",14,"Guatemala","Rural",NA,"Mujer",NA,"Ignorado","Ignorado","Ignorado",NA,"Colisión",2014,"Villa Nueva",NA,"Mayor","Ignorado",NA,"12:00 a 17:59","60 y más"
11,"Mayo","Domingo",18,"Guatemala","Rural",NA,"Hombre",NA,"Ignorado","Ignorado","Ignorado",NA,"Choque",2014,"San Juan Sacatepéquez",NA,"Mayor","Ignorado",NA,"18:00 a 23:59","55-59"
11,"Mayo","Domingo",1,"Zacapa","Rural",NA,"Hombre",NA,"Ignorado","Automóvil","Verde",NA,"Vuelco",2014,"Estanzuela",NA,"Mayor","Honda",NA,"00:00 a 05:59","20-24"
11,"Mayo","Domingo",19,"Zacapa","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Ignorado",NA,"Vuelco",2014,"Río Hondo",NA,"Mayor","Ignorado",NA,"18:00 a 23:59","20-24"
11,"Mayo","Domingo",19,"Zacapa","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Ignorado",NA,"Colisión",2014,"Teculután",NA,"Mayor","Sniper",NA,"18:00 a 23:59","60 y más"
11,"Mayo","Domingo",19,"Zacapa","Rural",NA,"Ignorado",NA,"Ignorado","Pick up","Gris",NA,"Colisión",2014,"Teculután",NA,"Ignorado","Toyota",NA,"18:00 a 23:59","Ignorado"
11,"Mayo","Domingo",5,"Escuintla","Rural",NA,"Hombre",NA,"Normal","Pick up","Rojo",NA,"Colisión",2014,"Escuintla",NA,"Mayor","Toyota",NA,"00:00 a 05:59","20-24"
11,"Mayo","Domingo",5,"Escuintla","Rural",NA,"Hombre",NA,"Ignorado","Automóvil","Celeste",NA,"Colisión",2014,"Escuintla",NA,"Mayor","Mazda",NA,"00:00 a 05:59","25-29"
11,"Mayo","Domingo",3,"Santa rosa","Rural",NA,"Hombre",NA,"Ignorado","Automóvil","Negro",NA,"Colisión",2014,"Santa Rosa de Lima",NA,"Mayor","Chevrolet",NA,"00:00 a 05:59","30-34"
11,"Mayo","Domingo",3,"Santa rosa","Rural",NA,"Hombre",NA,"Ignorado","Pick up","Blanco",NA,"Colisión",2014,"Santa Rosa de Lima",NA,"Mayor","Toyota",NA,"00:00 a 05:59","30-34"
11,"Mayo","Domingo",23,"Suchitepéquez","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Ignorado",NA,"Choque",2014,"Santo Domingo Suchitepéquez",NA,"Mayor","Honda",NA,"18:00 a 23:59","15-19"
11,"Mayo","Domingo",0,"Suchitepéquez","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Negro",NA,"Vuelco",2014,"Samayac",NA,"Mayor","Honda",NA,"18:00 a 23:59","50-54"
11,"Mayo","Domingo",23,"Retalhuleu","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Negro",NA,"Choque",2014,"Champerico",NA,"Mayor","Hyundai",NA,"18:00 a 23:59","25-29"
11,"Mayo","Domingo",18,"Quetzaltenango","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Gris",NA,"Colisión",2014,"Coatepeque",NA,"Mayor","Italica",NA,"18:00 a 23:59","30-34"
11,"Mayo","Domingo",18,"Quetzaltenango","Rural",NA,"Ignorado",NA,"Ignorado","Microbus","Ignorado",NA,"Colisión",2014,"Coatepeque",NA,"Ignorado","Ignorado",NA,"18:00 a 23:59","Ignorado"
11,"Mayo","Domingo",12,"Huehuetenango","Rural",NA,"Hombre",NA,"Ignorado","Microbus","Celeste",NA,"Vuelco",2014,"San Sebastián Coatán",NA,"Mayor","Ignorado",NA,"12:00 a 17:59","20-24"
11,"Mayo","Domingo",9,"Alta Verapaz","Rural",NA,"Hombre",NA,"Ignorado","Pick up","Blanco",NA,"Caída",2014,"San Cristóbal Verapaz",NA,"Mayor","Toyota",NA,"06:00 a 11:59","20-24"
11,"Mayo","Domingo",23,"Chimaltenango","Rural",NA,"Hombre",NA,"Ebrio","Pick up","Celeste",NA,"Colisión",2014,"Patzún",NA,"Mayor","Toyota",NA,"18:00 a 23:59","20-24"
11,"Mayo","Domingo",23,"Chimaltenango","Rural",NA,"Hombre",NA,"Normal","Camioneta","Negro",NA,"Colisión",2014,"Patzún",NA,"Mayor","Mitsubishi",NA,"18:00 a 23:59","20-24"
11,"Mayo","Domingo",13,"Chimaltenango","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Ignorado",NA,"Vuelco",2014,"Tecpán Guatemala",NA,"Mayor","Sniper",NA,"12:00 a 17:59","Ignorado"
12,"Mayo","Lunes",21,"Guatemala","Urbano",4,"Hombre",4,"Ebrio","Pick up","Blanco","4","Colisión",2014,"Guatemala",NA,"Mayor","Isuzu",NA,"18:00 a 23:59","30-34"
12,"Mayo","Lunes",21,"Guatemala","Urbano",4,"Hombre",4,"Ignorado","Camión","Blanco","4","Colisión",2014,"Guatemala",NA,"Mayor","Isuzu",NA,"18:00 a 23:59","35-39"
12,"Mayo","Lunes",2,"Guatemala","Rural",NA,"Hombre",NA,"Ignorado","Automóvil","Blanco",NA,"Colisión",2014,"Villa Canales (BocaDelMonte)",NA,"Mayor","Ignorado",NA,"00:00 a 05:59","45-49"
12,"Mayo","Lunes",2,"Guatemala","Rural",NA,"Ignorado",NA,"Ignorado","Camión","Ignorado",NA,"Colisión",2014,"Villa Canales (BocaDelMonte)",NA,"Ignorado","Ignorado",NA,"00:00 a 05:59","Ignorado"
12,"Mayo","Lunes",20,"Guatemala","Urbano",8,"Mujer",8,"Ignorado","Automóvil","Negro","8","Colisión",2014,"Mixco",NA,"Mayor","Mazda",NA,"18:00 a 23:59","50-54"
12,"Mayo","Lunes",20,"Guatemala","Urbano",8,"Hombre",8,"Ignorado","Motocicleta","Ignorado","8","Colisión",2014,"Mixco",NA,"Mayor","Ignorado",NA,"18:00 a 23:59","20-24"
12,"Mayo","Lunes",19,"Baja Verapaz","Rural",NA,"Mujer",NA,"Ignorado","Motocicleta","Ignorado",NA,"Colisión",2014,"Salamá",NA,"Mayor","Sniper",NA,"18:00 a 23:59","20-24"
12,"Mayo","Lunes",19,"Baja Verapaz","Rural",NA,"Ignorado",NA,"Ignorado","Motocicleta","Azul",NA,"Colisión",2014,"Salamá",NA,"Ignorado","Ignorado",NA,"18:00 a 23:59","Ignorado"
12,"Mayo","Lunes",3,"Peten","Rural",NA,"Hombre",NA,"Ignorado","Pick up","Gris",NA,"Choque",2014,"San Benito",NA,"Mayor","Toyota",NA,"00:00 a 05:59","35-39"
12,"Mayo","Lunes",21,"Chimaltenango","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Rojo",NA,"Colisión",2014,"San Martín Jilotepeque",NA,"Mayor","Movesa",NA,"18:00 a 23:59","15-19"
12,"Mayo","Lunes",21,"Chimaltenango","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Azul",NA,"Colisión",2014,"San Martín Jilotepeque",NA,"Mayor","Kymco",NA,"18:00 a 23:59","15-19"
13,"Mayo","Martes",14,"Guatemala","Urbano",1,"Hombre",1,"Normal","Camión","Blanco","1","Colisión",2014,"Guatemala",NA,"Mayor","Gmc",NA,"12:00 a 17:59","45-49"
13,"Mayo","Martes",14,"Guatemala","Urbano",1,"Hombre",1,"Normal","Motocicleta","Rojo","1","Colisión",2014,"Guatemala",NA,"Menor","Italica",NA,"12:00 a 17:59","15-19"
13,"Mayo","Martes",22,"Guatemala","Urbano",1,"Hombre",1,"Normal","Motocicleta","Rojo","1","Colisión",2014,"Guatemala",NA,"Mayor","Italica",NA,"18:00 a 23:59","20-24"
13,"Mayo","Martes",22,"Guatemala","Urbano",1,"Hombre",1,"Normal","Automóvil","Blanco","1","Colisión",2014,"Guatemala",NA,"Mayor","Hyundai",NA,"18:00 a 23:59","40-44"
13,"Mayo","Martes",12,"Guatemala","Urbano",11,"Ignorado",11,"Ignorado","Automóvil","Ignorado","11","Colisión",2014,"Guatemala",NA,"Ignorado","Ignorado",NA,"12:00 a 17:59","Ignorado"
13,"Mayo","Martes",12,"Guatemala","Urbano",11,"Hombre",11,"Normal","Motocicleta","Negro","11","Colisión",2014,"Guatemala",NA,"Mayor","Suzuki",NA,"12:00 a 17:59","25-29"
13,"Mayo","Martes",17,"Jalapa","Rural",NA,"Hombre",NA,"Normal","Pick up","Rojo",NA,"Colisión",2014,"San Pedro Pinula",NA,"Mayor","Toyota",NA,"12:00 a 17:59","50-54"
13,"Mayo","Martes",17,"Jalapa","Rural",NA,"Hombre",NA,"Normal","Pick up","Rojo",NA,"Colisión",2014,"San Pedro Pinula",NA,"Mayor","Toyota",NA,"12:00 a 17:59","35-39"
13,"Mayo","Martes",11,"Santa rosa","Rural",NA,"Hombre",NA,"Normal","Bus urbano","Amarillo",NA,"Colisión",2014,"Guazacapán",NA,"Mayor","Chevrolet",NA,"06:00 a 11:59","30-34"
13,"Mayo","Martes",11,"Santa rosa","Rural",NA,"Hombre",NA,"Normal","Motocicleta","Azul",NA,"Colisión",2014,"Guazacapán",NA,"Mayor","Bajaj",NA,"06:00 a 11:59","30-34"
13,"Mayo","Martes",17,"Suchitepéquez","Rural",NA,"Hombre",NA,"Normal","Pick up","Blanco",NA,"Colisión",2014,"Cuyotenango",NA,"Mayor","Toyota",NA,"12:00 a 17:59","60 y más"
13,"Mayo","Martes",17,"Suchitepéquez","Rural",NA,"Hombre",NA,"Normal","Motocicleta","Rojo",NA,"Colisión",2014,"Cuyotenango",NA,"Mayor","Suzuki",NA,"12:00 a 17:59","20-24"
13,"Mayo","Martes",19,"Suchitepéquez","Rural",NA,"Hombre",NA,"Normal","Cabezal","Azul",NA,"Colisión",2014,"Rio Bravo",NA,"Mayor","Kenworth",NA,"18:00 a 23:59","45-49"
13,"Mayo","Martes",19,"Suchitepéquez","Rural",NA,"Hombre",NA,"Normal","Camioneta","Café",NA,"Colisión",2014,"Rio Bravo",NA,"Mayor","Toyota",NA,"18:00 a 23:59","40-44"
13,"Mayo","Martes",23,"Quetzaltenango","Urbano",3,"Hombre",3,"Ebrio","Automóvil","Verde","3","Colisión",2014,"Quetzaltenango",NA,"Mayor","Toyota",NA,"18:00 a 23:59","35-39"
13,"Mayo","Martes",23,"Quetzaltenango","Urbano",3,"Hombre",3,"Ebrio","Automóvil","Verde","3","Colisión",2014,"Quetzaltenango",NA,"Mayor","Chevrolet",NA,"18:00 a 23:59","25-29"
13,"Mayo","Martes",15,"Huehuetenango","Urbano",2,"Hombre",2,"Ebrio","Microbus","Café","2","Choque",2014,"Huehuetenango",NA,"Mayor","Toyota",NA,"12:00 a 17:59","30-34"
13,"Mayo","Martes",11,"Totonicapán","Urbano",4,"Ignorado",4,"Ignorado","Bus urbano","Blanco","4","Colisión",2014,"Totonicapán",NA,"Ignorado","Ford",NA,"06:00 a 11:59","Ignorado"
13,"Mayo","Martes",11,"Totonicapán","Urbano",4,"Hombre",4,"Ignorado","Automóvil","Azul","4","Colisión",2014,"Totonicapán",NA,"Mayor","Toyota",NA,"06:00 a 11:59","40-44"
13,"Mayo","Martes",14,"Guatemala","Urbano",18,"Hombre",18,"Ignorado","Ignorado","Gris","18","Colisión",2014,"Guatemala",NA,"Mayor","Ignorado",NA,"12:00 a 17:59","60 y más"
13,"Mayo","Martes",14,"Guatemala","Urbano",18,"Hombre",18,"Ignorado","Ignorado","Ignorado","18","Colisión",2014,"Guatemala",NA,"Mayor","Ignorado",NA,"12:00 a 17:59","35-39"
13,"Mayo","Martes",7,"Zacapa","Rural",NA,"Ignorado",NA,"Ignorado","Ignorado","Ignorado",NA,"Vuelco",2014,"Zacapa",NA,"Ignorado","Ignorado",NA,"06:00 a 11:59","Ignorado"
14,"Mayo","Miércoles",9,"Jutiapa","Rural",NA,"Hombre",NA,"Normal","Camioneta","Verde",NA,"Colisión",2014,"Jutiapa",NA,"Mayor","Ford",NA,"06:00 a 11:59","45-49"
14,"Mayo","Miércoles",9,"Jutiapa","Rural",NA,"Hombre",NA,"Normal","Camión","Blanco",NA,"Colisión",2014,"Jutiapa",NA,"Mayor","Kia",NA,"06:00 a 11:59","30-34"
14,"Mayo","Miércoles",10,"Quetzaltenango","Rural",NA,"Hombre",NA,"Normal","Bus extraurbano","Blanco",NA,"Colisión",2014,"Quetzaltenango",NA,"Mayor","Seat",NA,"06:00 a 11:59","30-34"
14,"Mayo","Miércoles",10,"Quetzaltenango","Rural",NA,"Mujer",NA,"Normal","Motocicleta","Rojo",NA,"Colisión",2014,"Quetzaltenango",NA,"Mayor","Honda",NA,"06:00 a 11:59","20-24"
14,"Mayo","Miércoles",21,"Huehuetenango","Rural",NA,"Mujer",NA,"Ignorado","Pick up","Rojo",NA,"Choque",2014,"Huehuetenango",NA,"Mayor","Ignorado",NA,"18:00 a 23:59","35-39"
14,"Mayo","Miércoles",9,"Alta Verapaz","Rural",NA,"Hombre",NA,"Normal","Pick up","Blanco",NA,"Colisión",2014,"Cobán",NA,"Mayor","Ignorado",NA,"06:00 a 11:59","30-34"
14,"Mayo","Miércoles",9,"Alta Verapaz","Rural",NA,"Hombre",NA,"Normal","Motocicleta","Anaranjado",NA,"Colisión",2014,"Cobán",NA,"Mayor","Sniper",NA,"06:00 a 11:59","30-34"
14,"Mayo","Miércoles",10,"Chimaltenango","Rural",NA,"Hombre",NA,"Normal","Automóvil","Gris",NA,"Vuelco",2014,"Chimaltenango",NA,"Mayor","Citroen",NA,"06:00 a 11:59","40-44"
15,"Mayo","Jueves",19,"Guatemala","Urbano",6,"Hombre",6,"Normal","Bus urbano","Rojo","6","Colisión",2014,"Guatemala",NA,"Mayor","Blue bird",NA,"18:00 a 23:59","20-24"
15,"Mayo","Jueves",19,"Guatemala","Urbano",6,"Hombre",6,"Normal","Motocicleta","Rojo","6","Colisión",2014,"Guatemala",NA,"Mayor","Seat",NA,"18:00 a 23:59","20-24"
15,"Mayo","Jueves",2,"Guatemala","Rural",NA,"Hombre",NA,"Normal","Motocicleta","Verde",NA,"Vuelco",2014,"Palencia",NA,"Mayor","Ignorado",NA,"00:00 a 05:59","30-34"
15,"Mayo","Jueves",0,"Guatemala","Urbano",11,"Hombre",11,"Normal","Automóvil","Blanco","11","Colisión",2014,"Guatemala",NA,"Mayor","Hyundai",NA,"18:00 a 23:59","45-49"
15,"Mayo","Jueves",0,"Guatemala","Urbano",11,"Hombre",11,"Normal","Motocicleta","Gris","11","Colisión",2014,"Guatemala",NA,"Mayor","Bajaj",NA,"18:00 a 23:59","35-39"
15,"Mayo","Jueves",16,"Jutiapa","Rural",NA,"Hombre",NA,"Normal","Pick up","Azul",NA,"Vuelco",2014,"Jutiapa",NA,"Mayor","Toyota",NA,"12:00 a 17:59","25-29"
15,"Mayo","Jueves",0,"Jutiapa","Rural",NA,"Hombre",NA,"Normal","Pick up","Azul",NA,"Colisión",2014,"Jutiapa",NA,"Mayor","Toyota",NA,"18:00 a 23:59","45-49"
15,"Mayo","Jueves",21,"Izabal","Rural",NA,"Hombre",NA,"Normal","Camioneta","Beige",NA,"Colisión",2014,"Puerto Barrios",NA,"Mayor","Hyundai",NA,"18:00 a 23:59","20-24"
15,"Mayo","Jueves",21,"Izabal","Rural",NA,"Hombre",NA,"Normal","Motocicleta","Rojo",NA,"Colisión",2014,"Puerto Barrios",NA,"Mayor","Ignorado",NA,"18:00 a 23:59","20-24"
16,"Mayo","Viernes",11,"Guatemala","Urbano",18,"Mujer",18,"Normal","Camioneta","Beige","18","Colisión",2014,"Guatemala",NA,"Mayor","Ford",NA,"06:00 a 11:59","20-24"
16,"Mayo","Viernes",11,"Guatemala","Urbano",18,"Ignorado",18,"Normal","Camioneta","Azul","18","Colisión",2014,"Guatemala",NA,"Ignorado","Ford",NA,"06:00 a 11:59","Ignorado"
16,"Mayo","Viernes",11,"Guatemala","Urbano",18,"Ignorado",18,"Normal","Pick up","Verde","18","Colisión",2014,"Guatemala",NA,"Ignorado","Datsun",NA,"06:00 a 11:59","Ignorado"
16,"Mayo","Viernes",21,"Guatemala","Rural",NA,"Hombre",NA,"Ignorado","Camioneta","Negro",NA,"Vuelco",2014,"Villa Canales (BocaDelMonte)",NA,"Mayor","Mitsubishi",NA,"18:00 a 23:59","50-54"
16,"Mayo","Viernes",20,"Escuintla","Rural",NA,"Hombre",NA,"Ebrio","Camioneta","Beige",NA,"Vuelco",2014,"Escuintla",NA,"Mayor","Mitsubishi",NA,"18:00 a 23:59","25-29"
16,"Mayo","Viernes",15,"Retalhuleu","Rural",NA,"Hombre",NA,"Normal","Microbus","Rojo",NA,"Colisión",2014,"Retalhuleu",NA,"Mayor","Toyota",NA,"12:00 a 17:59","30-34"
16,"Mayo","Viernes",15,"Retalhuleu","Rural",NA,"Ignorado",NA,"Ignorado","Automóvil","Blanco",NA,"Colisión",2014,"Retalhuleu",NA,"Ignorado","Ignorado",NA,"12:00 a 17:59","Ignorado"
16,"Mayo","Viernes",15,"Quetzaltenango","Rural",NA,"Hombre",NA,"Ignorado","Pick up","Gris",NA,"Colisión",2014,"Quetzaltenango",NA,"Mayor","Mitsubishi",NA,"12:00 a 17:59","20-24"
16,"Mayo","Viernes",15,"Quetzaltenango","Rural",NA,"Hombre",NA,"Ignorado","Motocicleta","Rojo",NA,"Colisión",2014,"Quetzaltenango",NA,"Mayor","Italica",NA,"12:00 a 17:59","20-24"
16,"Mayo","Viernes",21,"Chimaltenango","Rural",NA,"Hombre",NA,"Ignorado","Panel","Amarillo",NA,"Colisión",2014,"Chimaltenango",NA,"Mayor","Honda",NA,"18:00 a 23:59","30-34"
