"dia_ocu","mes_ocu","ano_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","grupo_eda_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","zona_ocu","muni_ocu","mayor_men","marca_veh"
11,2,2011,5,"12","Chimaltenango",2,2,71,"Ignorado",9,7,"Verde","Ignorado","Vuelco",23,9,1,"Mazda"
25,2,2011,5,"7","Guatemala",1,2,71,"Ignorado",9,7,"Rojo","Ignorado","Empotro",18,8,1,"Mazda"
12,3,2011,6,"22","Suchitepequez",2,2,71,"Ignorado",9,5,"Amarillo","Ignorado","Caída",23,1,1,"Mazda"
17,3,2011,4,"20","Suchitepequez",2,1,44,"55 y más",1,5,"Negro","Ignorado","Colisión",23,1,2,"Mazda"
19,3,2011,6,"18","Guatemala",1,1,37,"45-49",1,12,"Rojo","1988","Colisión",17,8,2,"Mazda"
30,3,2011,3,"6","Guatemala",2,2,71,"Ignorado",9,7,"Rojo","Ignorado","Vuelco",23,16,1,"Mazda"
7,4,2011,4,"18","Santa Rosa",2,2,71,"Ignorado",9,5,"Blanco","Ignorado","Colisión",23,9,1,"Mazda"
9,4,2011,6,"11","Quetzaltenango",2,2,71,"Ignorado",9,5,"Blanco","Ignorado","Caída",23,9,1,"Mazda"
28,4,2011,4,"8","Guatemala",1,1,44,"55 y más",1,12,"Rojo","Ignorado","Colisión",10,1,2,"Mazda"
14,5,2011,6,"11","Guatemala",1,1,22,"30-34",1,7,"Gris","2000","Colisión",1,1,2,"Mazda"
16,5,2011,1,"10","Guatemala",1,1,12,"20-24",1,12,"Azul","Ignorado","Colisión",1,1,2,"Mazda"
18,5,2011,3,"16","Escuintla",1,2,71,"Ignorado",9,5,"Blanco","Ignorado","Colisión",1,1,1,"Mazda"
27,5,2011,5,"11","Guatemala",1,1,17,"25-29",9,12,"Rojo","Ignorado","Colisión",22,1,2,"Mazda"
2,6,2011,4,"9","Quetzaltenango",2,2,71,"Ignorado",9,7,"Celeste","Ignorado","Caída",23,19,1,"Mazda"
9,6,2011,4,"20","Quiche",2,1,35,"45-49",1,5,"Blanco","1990","Colisión",23,1,2,"Mazda"
16,6,2011,4,"5","Guatemala",2,2,71,"Ignorado",9,7,"Celeste","Ignorado","Caída",23,5,1,"Mazda"
17,6,2011,5,"7","Chimaltenango",2,1,30,"40-44",9,5,"Blanco","Ignorado","Colisión",23,1,2,"Mazda"
3,7,2011,7,"7","San Marcos",2,2,71,"Ignorado",9,7,"Beige","Ignorado","Caída",23,10,1,"Mazda"
4,7,2011,1,"7","Guatemala",2,1,18,"25-29",9,5,"Rojo","Ignorado","Colisión",23,15,2,"Mazda"
9,7,2011,6,"14","Guatemala",1,1,57,"55 y más",1,1,"Gris","Ignorado","Colisión",2,1,2,"Mazda"
29,7,2011,5,"20","Guatemala",1,1,39,"50-54",1,1,"Gris","2006","Colisión",2,1,2,"Mazda"
30,7,2011,6,"17","Guatemala",1,1,41,"50-54",1,5,"Blanco","Ignorado","Colisión",1,1,2,"Mazda"
6,8,2011,6,"15","San Marcos",2,1,11,"20-24",1,5,"Anaranjado","Ignorado","Colisión",23,10,2,"Mazda"
14,8,2011,7,"3","Guatemala",1,1,36,"45-49",1,5,"Ignorado","Ignorado","Colisión",19,8,2,"Mazda"
1,9,2011,4,"23","Solola",2,1,17,"25-29",1,5,"Blanco","Ignorado","Empotro",23,6,2,"Mazda"
2,9,2011,5,"6","Quetzaltenango",2,1,36,"45-49",9,5,"Azul","Ignorado","Caída",23,19,2,"Mazda"
6,9,2011,2,"23","Guatemala",2,1,48,"55 y más",2,12,"Rojo","Ignorado","Colisión",23,7,2,"Mazda"
19,9,2011,1,"19","Guatemala",2,2,71,"Ignorado",9,5,"Verde","Ignorado","Colisión",1,1,1,"Mazda"
10,10,2011,1,"20","Suchitepequez",2,1,47,"55 y más",9,6,"Blanco","Ignorado","Colisión",23,1,2,"Mazda"
11,10,2011,2,"11","Guatemala",1,1,29,"40-44",1,11,"Blanco","2001","Colisión",1,1,2,"Mazda"
11,10,2011,2,"12","Guatemala",1,1,20,"30-34",1,5,"Rojo","Ignorado","Empotro",3,1,2,"Mazda"
15,10,2011,6,"11","Guatemala",1,2,71,"Ignorado",9,12,"Rojo","Ignorado","Colisión",19,8,1,"Mazda"
15,10,2011,6,"17","Retalhuleu",1,1,17,"25-29",1,5,"Blanco","Ignorado","Colisión",12,1,2,"Mazda"
23,10,2011,7,"14","Guatemala",1,2,71,"Ignorado",9,12,"Blanco","Ignorado","Empotro",3,1,1,"Mazda"
27,10,2011,4,"15","Huehuetenango",2,2,71,"Ignorado",9,5,"Blanco","Ignorado","Colisión",23,1,1,"Mazda"
20,11,2011,7,"5","Guatemala",1,1,34,"45-49",9,1,"Negro","Ignorado","Empotro",21,15,2,"Mazda"
3,12,2011,6,"16","Guatemala",2,1,12,"20-24",1,1,"Gris","Ignorado","Colisión",21,8,2,"Mazda"
28,12,2011,3,"5","Guatemala",1,1,26,"35-39",9,1,"Blanco","2003","Vuelco",23,2,2,"Mazda"
1,1,2011,6,"17","Retalhuleu",2,1,19,"30-34",1,3,"Rojo","2003","Vuelco",23,6,2,"Mercedes benz"
13,1,2011,4,"22","Guatemala",1,1,25,"35-39",9,1,"Gris","2008","Vuelco",5,1,2,"Mercedes benz"
14,1,2011,5,"23","Escuintla",2,1,22,"30-34",2,3,"Gris","2007","Empotro",23,8,2,"Mercedes benz"
15,1,2011,6,"19","Sacatepequez",2,1,24,"35-39",1,9,"Blanco","Ignorado","Colisión",23,2,2,"Mercedes benz"
19,1,2011,3,"18","Guatemala",1,1,39,"50-54",1,1,"Celeste","1991","Colisión",4,1,2,"Mercedes benz"
24,1,2011,1,"22","Jutiapa",2,1,24,"35-39",2,1,"Blanco","2000","Empotro",23,1,2,"Mercedes benz"
31,1,2011,1,"1","Santa Rosa",2,1,41,"50-54",2,3,"Corinto","2008","Vuelco",23,1,2,"Mercedes benz"
3,2,2011,4,"15","Guatemala",1,1,20,"30-34",9,2,"Blanco","1995","Colisión",1,1,2,"Mercedes benz"
3,2,2011,4,"23","San Marcos",2,2,71,"Ignorado",9,2,"Negro","2000","Empotro",23,1,1,"Mercedes benz"
15,2,2011,2,"19","Escuintla",2,1,26,"35-39",1,1,"Verde","1997","Colisión",23,1,2,"Mercedes benz"
15,2,2011,2,"12","Escuintla",1,1,36,"45-49",9,1,"Gris","Ignorado","Colisión",1,1,2,"Mercedes benz"
17,2,2011,4,"18","Baja Verapaz",2,3,7,"15-19",1,1,"Corinto","1997","Empotro",23,1,2,"Mercedes benz"
18,2,2011,5,"8","Escuintla",2,1,71,"Ignorado",9,2,"Verde","1994","Colisión",23,11,2,"Mercedes benz"
24,2,2011,4,"0","Retalhuleu",2,1,13,"20-24",1,11,"Blanco","2007","Colisión",23,2,2,"Mercedes benz"
24,2,2011,4,"6","Quiche",2,1,16,"25-29",9,11,"Blanco","Ignorado","Colisión",23,6,2,"Mercedes benz"
5,3,2011,6,"17","Guatemala",1,1,33,"40-44",9,1,"Azul","Ignorado","Colisión",15,1,2,"Mercedes benz"
6,3,2011,7,"23","El Progreso",2,1,27,"35-39",2,3,"Blanco","Ignorado","Colisión",23,3,2,"Mercedes benz"
8,3,2011,2,"2","Retalhuleu",2,1,14,"25-29",1,3,"Azul","Ignorado","Colisión",23,1,2,"Mercedes benz"
11,3,2011,5,"7","Solola",2,1,19,"30-34",1,3,"Verde","2007","Vuelco",23,1,2,"Mercedes benz"
15,3,2011,2,"22","Zacapa",2,1,33,"40-44",1,2,"Beige","2007","Colisión",23,3,2,"Mercedes benz"
26,3,2011,6,"13","Chiquimula",2,1,26,"35-39",1,5,"Blanco","1980","Empotro",23,1,2,"Mercedes benz"
1,4,2011,5,"11","Guatemala",1,1,11,"20-24",9,3,"Ignorado","Ignorado","Colisión",18,15,2,"Mercedes benz"
6,4,2011,3,"21","Peten",2,1,21,"30-34",9,9,"Azul","Ignorado","Empotro",23,3,2,"Mercedes benz"
8,4,2011,5,"3","Escuintla",2,1,24,"35-39",2,1,"Blanco","1978","Empotro",23,11,2,"Mercedes benz"
18,4,2011,1,"21","Guatemala",1,1,23,"30-34",2,1,"Gris","2002","Empotro",1,1,2,"Mercedes benz"
18,4,2011,1,"18","Alta Verpaz",2,2,71,"Ignorado",9,3,"Blanco","Ignorado","Vuelco",23,1,1,"Mercedes benz"
19,4,2011,2,"14","Santa Rosa",2,1,11,"20-24",1,3,"Verde","1997","Colisión",23,1,2,"Mercedes benz"
20,4,2011,3,"6","Chimaltenango",2,3,31,"40-44",9,1,"Verde","Ignorado","Colisión",23,1,2,"Mercedes benz"
21,4,2011,4,"12","Suchitepequez",2,1,20,"30-34",9,9,"Blanco","2010","Colisión",23,14,2,"Mercedes benz"
30,4,2011,6,"12","San Marcos",2,1,7,"15-19",1,1,"Azul","Ignorado","Colisión",23,1,2,"Mercedes benz"
1,5,2011,7,"21","Peten",2,2,71,"Ignorado",9,3,"Blanco","2004","Colisión",23,12,1,"Mercedes benz"
11,5,2011,3,"22","Alta Verpaz",2,3,32,"40-44",9,2,"Gris","Ignorado","Colisión",23,1,2,"Mercedes benz"
15,5,2011,7,"1","Guatemala",1,1,22,"30-34",1,4,"Azul","Ignorado","Colisión",3,8,2,"Mercedes benz"
15,5,2011,7,"19","Santa Rosa",1,1,38,"45-49",1,3,"Beige","Ignorado","Colisión",23,2,2,"Mercedes benz"
16,5,2011,1,"23","Guatemala",1,1,17,"25-29",1,1,"Blanco","Ignorado","Empotro",19,8,2,"Mercedes benz"
16,5,2011,1,"18","Quiche",2,1,14,"25-29",1,1,"Rojo","1987","Colisión",23,1,2,"Mercedes benz"
19,5,2011,4,"20","San Marcos",2,3,9,"20-24",9,3,"Amarillo","Ignorado","Colisión",23,12,2,"Mercedes benz"
22,5,2011,7,"19","Jutiapa",2,1,11,"20-24",1,1,"Gris","2000","Empotro",23,12,2,"Mercedes benz"
22,5,2011,7,"14","Peten",2,3,28,"35-39",1,2,"Blanco","2003","Colisión",23,3,2,"Mercedes benz"
23,5,2011,1,"21","Zacapa",2,1,43,"50-54",1,1,"Blanco","Ignorado","Colisión",23,3,2,"Mercedes benz"
27,5,2011,5,"2","Guatemala",1,3,11,"20-24",9,1,"Negro","1990","Empotro",20,1,2,"Mercedes benz"
30,5,2011,1,"13","Guatemala",1,1,20,"30-34",1,1,"Ignorado","Ignorado","Colisión",16,1,2,"Mercedes benz"
1,6,2011,3,"15","Escuintla",2,3,11,"20-24",1,2,"Verde","1997","Colisión",23,1,2,"Mercedes benz"
3,6,2011,5,"22","Totonicapan",2,1,12,"20-24",2,9,"Blanco","2010","Colisión",23,1,2,"Mercedes benz"
8,6,2011,3,"9","Chimaltenango",2,1,16,"25-29",1,5,"Blanco","2007","Colisión",23,6,2,"Mercedes benz"
11,6,2011,6,"6","El Progreso",2,1,19,"30-34",9,1,"Amarillo","Ignorado","Colisión",23,1,2,"Mercedes benz"
12,6,2011,7,"2","Guatemala",1,1,24,"35-39",2,1,"Ignorado","Ignorado","Empotro",16,8,2,"Mercedes benz"
12,6,2011,7,"21","Santa Rosa",2,1,19,"30-34",9,1,"Azul","Ignorado","Colisión",23,6,2,"Mercedes benz"
15,6,2011,3,"22","Guatemala",2,1,18,"25-29",1,3,"Blanco","2008","Colisión",23,2,2,"Mercedes benz"
19,6,2011,7,"6","Guatemala",1,1,8,"15-19",2,1,"Verde","Ignorado","Colisión",22,1,2,"Mercedes benz"
23,6,2011,4,"18","Peten",2,1,24,"35-39",2,5,"Negro","Ignorado","Colisión",23,9,2,"Mercedes benz"
24,6,2011,5,"5","Guatemala",1,1,9,"20-24",2,9,"Azul","Ignorado","Empotro",3,1,2,"Mercedes benz"
24,6,2011,5,"23","Guatemala",2,1,11,"20-24",1,1,"Azul","Ignorado","Colisión",23,15,2,"Mercedes benz"
24,6,2011,5,"23","Guatemala",1,1,11,"20-24",2,1,"Gris","Ignorado","Colisión",20,8,2,"Mercedes benz"
26,6,2011,7,"17","Escuintla",2,1,20,"30-34",1,1,"Blanco","2000","Colisión",23,1,2,"Mercedes benz"
26,6,2011,7,"21","Alta Verpaz",2,1,34,"45-49",9,1,"Gris","2004","Colisión",23,1,2,"Mercedes benz"
2,7,2011,6,"8","Quetzaltenango",2,1,12,"20-24",9,3,"Blanco","1999","Colisión",23,1,2,"Mercedes benz"
7,7,2011,4,"16","Suchitepequez",2,2,71,"Ignorado",9,9,"Beige","2009","Colisión",23,8,1,"Mercedes benz"
12,7,2011,2,"22","Suchitepequez",2,1,21,"30-34",1,1,"Azul","1999","Colisión",23,1,2,"Mercedes benz"
15,7,2011,5,"9","Guatemala",1,1,26,"35-39",1,11,"Ignorado","2007","Colisión",18,1,2,"Mercedes benz"
16,7,2011,6,"20","Suchitepequez",2,1,28,"35-39",1,1,"Gris","2007","Colisión",23,1,2,"Mercedes benz"
18,7,2011,1,"18","Guatemala",1,1,18,"25-29",9,2,"Beige","1999","Colisión",19,1,2,"Mercedes benz"
20,7,2011,3,"11","Chiquimula",2,1,14,"25-29",2,3,"Negro","2008","Colisión",23,1,2,"Mercedes benz"
28,7,2011,4,"11","Guatemala",1,1,52,"55 y más",1,2,"Ignorado","2005","Colisión",1,1,2,"Mercedes benz"
29,7,2011,5,"11","Guatemala",1,1,22,"30-34",9,1,"Verde","1993","Colisión",19,1,2,"Mercedes benz"
31,7,2011,7,"9","Jalapa",2,3,16,"25-29",9,1,"Azul","Ignorado","Colisión",23,1,2,"Mercedes benz"
1,8,2011,1,"0","Guatemala",1,1,22,"30-34",1,1,"Blanco","1992","Colisión",16,8,2,"Mercedes benz"
3,8,2011,3,"11","Suchitepequez",1,1,17,"25-29",1,3,"Blanco","1989","Colisión",23,14,2,"Mercedes benz"
3,8,2011,3,"7","Quetzaltenango",2,3,22,"30-34",1,2,"Azul","Ignorado","Colisión",23,20,2,"Mercedes benz"
4,8,2011,4,"5","Guatemala",1,1,19,"30-34",2,1,"Ignorado","Ignorado","Colisión",22,1,2,"Mercedes benz"
6,8,2011,6,"19","Jalapa",2,1,59,"55 y más",2,1,"Gris","1995","Empotro",23,1,2,"Mercedes benz"
10,8,2011,3,"14","Guatemala",2,3,31,"40-44",1,1,"Blanco","2008","Colisión",23,7,2,"Mercedes benz"
12,8,2011,5,"13","Peten",1,1,12,"20-24",2,3,"Amarillo","1995","Colisión",23,3,2,"Mercedes benz"
13,8,2011,6,"16","Guatemala",1,1,42,"50-54",1,3,"Gris","2008","Colisión",23,3,2,"Mercedes benz"
30,8,2011,2,"11","Guatemala",1,1,19,"30-34",1,9,"Blanco","2007","Colisión",16,1,2,"Mercedes benz"
7,9,2011,3,"12","Suchitepequez",2,1,25,"35-39",9,1,"Verde","1996","Colisión",23,4,2,"Mercedes benz"
8,9,2011,4,"15","Guatemala",1,3,10,"20-24",1,99,"Rojo","1997","Colisión",22,1,2,"Mercedes benz"
11,9,2011,7,"6","Guatemala",1,3,12,"20-24",9,1,"Blanco","2002","Empotro",17,8,2,"Mercedes benz"
16,9,2011,5,"18","Guatemala",1,1,27,"35-39",9,3,"Azul","2009","Colisión",2,1,2,"Mercedes benz"
21,9,2011,3,"10","Guatemala",1,3,45,"55 y más",1,2,"Gris","2002","Colisión",3,1,2,"Mercedes benz"
28,9,2011,3,"15","Guatemala",1,3,13,"20-24",9,2,"Corinto","Ignorado","Colisión",18,15,2,"Mercedes benz"
2,10,2011,7,"18","Guatemala",1,1,71,"Ignorado",2,1,"Blanco","2009","Empotro",3,1,2,"Mercedes benz"
2,10,2011,7,"4","Guatemala",1,1,31,"40-44",2,1,"Rojo","1993","Colisión",21,8,2,"Mercedes benz"
2,10,2011,7,"8","Guatemala",1,1,15,"25-29",2,1,"Amarillo","2003","Colisión",12,8,2,"Mercedes benz"
4,10,2011,2,"19","Escuintla",2,1,19,"30-34",1,9,"Blanco","2011","Empotro",23,1,2,"Mercedes benz"
6,10,2011,4,"22","Solola",2,1,21,"30-34",9,3,"Corinto","2006","Caída",23,1,2,"Mercedes benz"
10,10,2011,1,"9","Quetzaltenango",2,3,40,"50-54",1,2,"Anaranjado","2002","Colisión",23,20,2,"Mercedes benz"
14,10,2011,5,"12","Escuintla",2,1,11,"20-24",1,1,"Verde","2010","Colisión",23,1,2,"Mercedes benz"
18,10,2011,2,"23","Guatemala",1,3,22,"30-34",2,1,"Blanco","2001","Colisión",21,1,2,"Mercedes benz"
18,10,2011,2,"16","Santa Rosa",1,1,32,"40-44",9,3,"Azul","1995","Colisión",23,14,2,"Mercedes benz"
18,10,2011,2,"17","Quetzaltenango",2,1,11,"20-24",2,9,"Blanco","Ignorado","Colisión",23,2,2,"Mercedes benz"
19,10,2011,3,"12","Guatemala",2,1,42,"50-54",1,3,"Blanco","2006","Colisión",23,14,2,"Mercedes benz"
20,10,2011,4,"21","Guatemala",1,1,15,"25-29",9,1,"Ignorado","Ignorado","Colisión",22,1,2,"Mercedes benz"
21,10,2011,5,"10","Guatemala",1,1,10,"20-24",2,1,"Corinto","2000","Colisión",2,1,2,"Mercedes benz"
1,11,2011,2,"11","Chiquimula",2,1,21,"30-34",9,1,"Blanco","1998","Colisión",23,9,2,"Mercedes benz"
2,11,2011,3,"16","Quetzaltenango",2,1,16,"25-29",1,1,"Ignorado","Ignorado","Empotro",23,17,2,"Mercedes benz"
8,11,2011,2,"0","Jutiapa",2,1,13,"20-24",9,3,"Blanco","2008","Colisión",23,5,2,"Mercedes benz"
10,11,2011,4,"11","Guatemala",2,1,7,"15-19",9,3,"Gris","2004","Colisión",23,13,2,"Mercedes benz"
24,11,2011,4,"8","Guatemala",1,1,22,"30-34",2,1,"Ignorado","1995","Colisión",3,1,2,"Mercedes benz"
26,11,2011,6,"7","Guatemala",1,1,31,"40-44",1,5,"Blanco","Ignorado","Vuelco",12,8,2,"Mercedes benz"
5,12,2011,1,"15","Zacapa",1,1,71,"11",9,2,"Ignorado","2000","Colisión",23,3,2,"Mercedes benz"
6,12,2011,2,"23","Guatemala",2,1,7,"15-19",1,1,"Azul","1985","Colisión",1,15,2,"Mercedes benz"
10,12,2011,6,"18","Guatemala",1,1,30,"40-44",9,5,"Rojo","Ignorado","Colisión",23,10,2,"Mercedes benz"
11,12,2011,7,"10","Jutiapa",1,1,15,"25-29",9,1,"Rojo","1990","Vuelco",23,1,2,"Mercedes benz"
13,12,2011,2,"8","Peten",1,1,71,"11",9,5,"Blanco","2002","Colisión",23,1,1,"Mercedes benz"
14,12,2011,3,"9","Jutiapa",1,1,13,"20-24",9,1,"Amarillo","2003","Colisión",23,5,2,"Mercedes benz"
15,12,2011,4,"19","Escuintla",1,1,25,"35-39",1,3,"Negro","Ignorado","Vuelco",23,1,2,"Mercedes benz"
18,12,2011,7,"0","Guatemala",2,1,17,"25-29",9,11,"Blanco","2000","Empotro",3,1,2,"Mercedes benz"
18,12,2011,7,"1","Zacapa",1,1,16,"25-29",9,5,"Blanco","2000","Empotro",23,10,2,"Mercedes benz"
20,12,2011,2,"17","Guatemala",2,1,24,"35-39",1,1,"Blanco","2001","Colisión",20,1,2,"Mercedes benz"
22,12,2011,4,"15","Suchitepequez",1,1,18,"25-29",1,5,"Blanco","2002","Colisión",23,1,2,"Mercedes benz"
