"","num_corre","día_ocu","año_ocu","hora_ocu","mes_ocu","día_sem_ocu","mupio_ocu","depto_ocu","área_geo_ocu","sexo_per","zona_ocu","edad_per","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","tipo_eve","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","g_hora","g_hora_5","g_modelo_veh"
"4628",4628,14,2016,23,7,4,2001,20,1,1,99,45,2,1,3,10,5,9999,4,8,8,10,4,3,6
"4629",4629,14,2016,7,7,4,602,6,1,1,99,39,1,1,12,30,1,1999,1,6,6,8,2,1,3
"4630",4630,14,2016,7,7,4,602,6,1,1,99,21,1,1,4,18,5,9999,1,3,3,5,2,1,6
"4631",4631,14,2016,15,7,4,1001,10,1,1,99,26,9,1,9,999,99,2013,1,4,4,6,3,2,5
"4632",4632,14,2016,15,7,4,1001,10,1,1,99,22,9,1,3,69,3,1987,1,3,3,5,3,2,2
"4633",4633,14,2016,0,7,4,1106,11,1,1,99,30,2,1,6,19,2,1996,1,5,5,7,1,1,3
"4634",4634,14,2016,0,7,4,1106,11,1,1,99,32,1,1,6,19,2,1996,1,5,5,7,1,1,3
"4635",4635,14,2016,19,7,4,201,2,1,1,99,26,2,1,14,6,99,2013,1,4,4,6,4,3,5
"4636",4636,14,2016,21,7,4,101,1,1,1,1,38,9,1,1,51,1,9999,1,6,6,8,4,3,6
"4637",4637,14,2016,21,7,4,101,1,1,1,1,18,9,1,4,6,3,9999,1,2,2,4,4,3,6
"4638",4638,14,2016,20,7,4,2201,22,1,1,99,57,9,1,3,69,5,9999,3,10,10,12,4,3,6
"4639",4639,14,2016,23,7,4,101,1,1,1,13,25,9,1,4,999,99,9999,1,4,4,6,4,3,6
"4640",4640,14,2016,23,7,4,101,1,1,1,13,63,9,1,1,999,99,9999,1,11,11,13,4,3,6
"4641",4641,15,2016,8,7,5,101,1,1,9,11,999,9,9,99,999,99,9999,1,16,12,18,2,1,6
"4642",4642,15,2016,8,7,5,101,1,1,1,11,19,9,1,4,999,99,9999,1,2,2,4,2,1,6
"4643",4643,15,2016,1,7,5,2216,22,2,1,99,57,9,1,6,19,4,9999,3,10,10,12,1,1,6
"4644",4644,15,2016,18,7,5,501,5,1,1,99,47,1,1,4,27,1,9999,1,8,8,10,4,3,6
"4645",4645,15,2016,18,7,5,501,5,1,1,99,999,9,1,4,6,5,2015,1,16,12,18,4,3,5
"4646",4646,15,2016,6,7,5,503,5,2,1,99,20,9,1,4,32,1,9999,1,3,3,5,2,1,6
"4647",4647,15,2016,6,7,5,503,5,2,9,99,999,9,9,2,69,2,1997,1,16,12,18,2,1,3
"4648",4648,15,2016,16,7,5,1021,10,2,1,99,24,2,1,4,67,3,2006,1,3,3,5,3,2,4
"4649",4649,15,2016,16,7,5,1021,10,2,1,99,53,9,1,18,999,99,9999,1,9,9,11,3,2,6
"4650",4650,15,2016,11,7,5,920,9,2,1,99,41,2,1,1,69,11,9999,1,7,7,9,2,1,6
"4651",4651,15,2016,11,7,5,920,9,2,1,99,29,1,1,5,999,99,9999,1,4,4,6,2,1,6
"4652",4652,15,2016,15,7,5,1216,12,2,1,99,30,9,1,5,50,2,9999,1,5,5,7,3,2,6
"4653",4653,15,2016,15,7,5,1216,12,2,1,99,22,9,1,4,32,4,2014,1,3,3,5,3,2,5
"4654",4654,15,2016,11,7,5,1601,16,1,1,99,31,9,1,9,69,2,2016,1,5,5,7,2,1,5
"4655",4655,15,2016,11,7,5,1601,16,1,1,99,50,9,1,3,69,1,1985,1,9,9,11,2,1,2
"4656",4656,15,2016,18,7,5,1804,18,2,2,99,21,9,1,4,999,99,9999,1,3,3,5,4,3,6
"4657",4657,15,2016,18,7,5,1804,18,2,9,99,999,9,9,4,999,99,9999,1,16,12,18,4,3,6
"4658",4658,15,2016,6,7,5,701,7,1,1,99,51,9,1,5,26,2,9999,2,9,9,11,2,1,6
"4659",4659,15,2016,22,7,5,308,3,2,1,99,52,1,1,5,41,2,9999,1,9,9,11,4,3,6
"4660",4660,15,2016,22,7,5,308,3,2,1,99,40,1,1,1,48,9,2006,1,7,7,9,4,3,4
"4661",4661,15,2016,22,7,5,308,3,2,1,99,41,1,1,1,56,5,9999,1,7,7,9,4,3,6
"4662",4662,15,2016,4,7,6,101,1,1,1,9,30,9,1,1,48,2,1998,1,5,5,7,1,1,3
"4663",4663,15,2016,4,7,6,101,1,1,1,9,24,9,1,2,27,1,2000,1,3,3,5,1,1,4
"4664",4664,15,2016,4,7,6,101,1,1,1,9,34,9,1,1,69,2,2000,1,5,5,7,1,1,4
"4665",4665,15,2016,4,7,6,101,1,1,1,9,33,2,1,11,69,2,2012,1,5,5,7,1,1,5
"4666",4666,15,2016,4,7,6,101,1,1,1,3,45,2,1,2,34,1,1990,1,8,8,10,1,1,3
"4667",4667,15,2016,4,7,6,101,1,1,1,3,34,1,1,99,999,99,9999,1,5,5,7,1,1,6
"4668",4668,15,2016,0,7,6,101,1,1,1,7,21,1,1,4,76,99,9999,2,3,3,5,1,1,6
"4669",4669,15,2016,0,7,6,115,1,1,1,99,57,1,1,1,999,11,9999,1,10,10,12,1,1,6
"4670",4670,15,2016,0,7,6,115,1,1,1,99,999,9,1,6,999,2,9999,1,16,12,18,1,1,6
"4671",4671,16,2016,6,7,6,101,1,1,1,9,40,1,1,1,69,3,1984,1,7,7,9,2,1,2
"4672",4672,16,2016,6,7,6,101,1,1,1,9,34,1,1,1,27,3,9999,1,5,5,7,2,1,6
"4673",4673,16,2016,10,7,6,101,1,1,1,1,46,1,1,1,73,5,9999,1,8,8,10,2,1,6
"4674",4674,16,2016,10,7,6,101,1,1,1,1,31,1,1,9,28,2,9999,1,5,5,7,2,1,6
"4675",4675,16,2016,7,7,6,101,1,1,1,2,43,9,1,12,999,6,2008,1,7,7,9,2,1,4
"4676",4676,16,2016,7,7,6,101,1,1,1,2,999,9,1,4,6,3,9999,1,16,12,18,2,1,6
"4677",4677,16,2016,5,7,6,101,1,1,1,1,27,9,1,1,48,11,9999,2,4,4,6,1,1,6
"4678",4678,16,2016,2,7,6,101,1,1,1,1,24,9,1,4,999,99,9999,1,3,3,5,1,1,6
"4679",4679,16,2016,2,7,6,101,1,1,9,1,999,9,9,99,999,99,9999,1,16,12,18,1,1,6
"4680",4680,16,2016,13,7,6,101,1,1,1,18,19,9,1,4,32,1,9999,1,2,2,4,3,2,6
"4681",4681,16,2016,13,7,6,101,1,1,1,18,44,1,1,5,26,1,9999,1,7,7,9,3,2,6
"4682",4682,16,2016,13,7,6,101,1,1,9,18,999,9,9,9,999,2,9999,1,16,12,18,3,2,6
"4683",4683,15,2016,1,7,6,101,1,1,1,10,20,2,1,4,6,1,2015,1,3,3,5,1,1,5
"4684",4684,15,2016,1,7,6,101,1,1,1,10,999,1,1,1,73,1,1998,1,16,12,18,1,1,3
"4685",4685,16,2016,6,7,6,101,1,1,1,13,34,2,1,3,69,1,9999,1,5,5,7,2,1,6
"4686",4686,16,2016,6,7,6,101,1,1,1,13,30,2,1,1,999,3,9999,1,5,5,7,2,1,6
"4687",4687,16,2016,0,7,6,110,1,1,1,99,24,9,1,4,999,99,9999,2,3,3,5,1,1,6
"4688",4688,16,2016,14,7,6,1905,19,1,2,99,25,9,1,1,999,4,2008,1,4,4,6,3,2,4
"4689",4689,16,2016,14,7,6,1905,19,1,1,99,25,9,1,18,999,99,9999,1,4,4,6,3,2,6
"4690",4690,16,2016,6,7,6,501,5,2,1,99,30,9,1,6,19,2,9999,1,5,5,7,2,1,6
"4691",4691,16,2016,6,7,6,501,5,2,1,99,20,9,1,4,18,1,9999,1,3,3,5,2,1,6
"4692",4692,16,2016,4,7,6,1016,10,2,1,99,26,9,1,12,30,7,9999,1,4,4,6,1,1,6
"4693",4693,16,2016,4,7,6,1016,10,2,1,99,27,9,1,14,6,1,2012,1,4,4,6,1,1,5
"4694",4694,16,2016,5,7,6,801,8,1,9,99,999,9,9,1,69,6,1999,1,16,12,18,1,1,3
"4695",4695,16,2016,14,7,6,1507,15,1,1,99,16,9,2,4,27,9,9999,1,2,2,4,3,2,6
"4696",4696,16,2016,14,7,6,1507,15,1,9,99,999,9,9,9,999,99,9999,1,16,12,18,3,2,6
"4697",4697,16,2016,0,7,6,401,4,1,1,99,31,9,1,4,32,1,9999,1,5,5,7,1,1,6
"4698",4698,16,2016,10,7,6,301,3,1,1,99,44,9,1,12,7,99,1993,4,7,7,9,2,1,3
"4699",4699,16,2016,14,7,6,909,9,1,2,99,52,9,1,1,69,2,2009,1,9,9,11,3,2,4
"4700",4700,16,2016,14,7,6,909,9,1,1,99,32,9,1,4,32,99,9999,1,5,5,7,3,2,6
"4701",4701,16,2016,0,7,6,401,4,1,1,99,21,9,1,4,67,5,2014,2,3,3,5,1,1,5
"4702",4702,16,2016,19,7,6,101,1,1,1,1,31,9,1,12,999,1,1995,1,5,5,7,4,3,3
"4703",4703,16,2016,19,7,6,101,1,1,1,1,36,9,1,5,31,2,2007,1,6,6,8,4,3,4
"4704",4704,16,2016,0,7,6,501,5,1,1,99,31,9,1,6,19,10,9999,1,5,5,7,1,1,6
"4705",4705,16,2016,0,7,6,501,5,1,1,99,20,9,1,4,27,1,9999,1,3,3,5,1,1,6
"4706",4706,16,2016,8,7,6,511,5,1,1,99,30,9,1,2,52,7,9999,1,5,5,7,2,1,6
"4707",4707,16,2016,8,7,6,511,5,1,1,99,20,9,1,4,20,1,9999,1,3,3,5,2,1,6
"4708",4708,16,2016,23,7,6,506,5,1,1,99,24,9,1,4,6,1,2014,4,3,3,5,4,3,5
"4709",4709,16,2016,15,7,6,1101,11,1,1,99,22,9,1,2,69,1,1992,1,3,3,5,3,2,3
"4710",4710,16,2016,15,7,6,1101,11,1,1,99,26,9,1,14,6,1,9999,1,4,4,6,3,2,6
"4711",4711,16,2016,18,7,6,1201,12,1,1,99,25,9,1,1,41,2,2001,1,4,4,6,4,3,4
"4712",4712,16,2016,18,7,6,1201,12,1,1,99,25,9,1,4,27,5,9999,1,4,4,6,4,3,6
"4713",4713,16,2016,0,7,6,1302,13,1,2,99,24,9,1,4,999,99,9999,1,3,3,5,1,1,6
"4714",4714,16,2016,0,7,6,1302,13,1,9,99,999,9,9,4,999,99,9999,1,16,12,18,1,1,6
"4715",4715,16,2016,17,7,6,1615,16,1,1,99,45,9,1,4,999,99,9999,2,8,8,10,3,2,6
"4716",4716,16,2016,21,7,6,1712,17,1,9,99,999,9,9,1,999,99,9999,1,16,12,18,4,3,6
"4717",4717,16,2016,21,7,6,1712,17,1,2,99,31,9,1,4,999,99,9999,1,5,5,7,4,3,6
"4718",4718,16,2016,22,7,6,1711,17,1,1,99,55,9,1,1,48,5,1993,2,10,10,12,4,3,3
"4719",4719,16,2016,16,7,6,117,1,1,1,99,23,9,1,4,27,1,9999,1,3,3,5,3,2,6
"4720",4720,16,2016,16,7,6,117,1,1,1,99,50,9,1,3,69,5,9999,1,9,9,11,3,2,6
"4721",4721,17,2016,0,7,7,101,1,1,1,1,30,9,1,3,69,5,9999,1,5,5,7,1,1,6
"4722",4722,17,2016,0,7,7,101,1,1,1,1,999,9,1,1,48,9,9999,1,16,12,18,1,1,6
"4723",4723,17,2016,0,7,7,101,1,1,1,1,21,9,1,4,27,5,2008,1,3,3,5,1,1,4
"4724",4724,17,2016,7,7,7,101,1,1,9,1,999,9,9,99,56,99,9999,1,16,12,18,2,1,6
"4725",4725,17,2016,7,7,7,101,1,1,1,1,29,9,1,4,999,99,9999,1,4,4,6,2,1,6
"4726",4726,17,2016,1,7,7,101,1,1,1,6,37,2,1,1,69,2,2011,1,6,6,8,1,1,5
"4727",4727,17,2016,1,7,7,101,1,1,1,6,44,1,1,1,28,2,2015,1,7,7,9,1,1,5
"4728",4728,17,2016,7,7,7,101,1,1,1,13,37,2,1,1,69,2,2000,1,6,6,8,2,1,4
"4729",4729,17,2016,7,7,7,101,1,1,1,13,42,1,1,1,48,6,1996,1,7,7,9,2,1,3
"4730",4730,17,2016,16,7,7,101,1,1,1,14,22,1,1,4,76,2,2014,1,3,3,5,3,2,5
"4731",4731,17,2016,16,7,7,101,1,1,1,14,36,1,1,4,999,4,9999,1,6,6,8,3,2,6
"4732",4732,17,2016,22,7,7,106,1,2,1,99,40,2,1,4,32,4,2014,4,7,7,9,4,3,5
"4733",4733,17,2016,13,7,7,101,1,1,1,7,46,9,1,1,28,2,9999,1,8,8,10,3,2,6
"4734",4734,17,2016,13,7,7,101,1,1,1,7,20,9,1,4,20,3,9999,1,3,3,5,3,2,6
"4735",4735,17,2016,13,7,7,111,1,1,9,99,999,9,9,99,999,99,9999,1,16,12,18,3,2,6
"4736",4736,17,2016,13,7,7,111,1,1,1,99,18,9,1,4,999,99,9999,1,2,2,4,3,2,6
"4737",4737,17,2016,16,7,7,109,1,1,1,99,45,2,1,1,69,5,1996,1,8,8,10,3,2,3
"4738",4738,17,2016,16,7,7,109,1,1,1,99,50,9,1,2,28,5,2007,1,9,9,11,3,2,4
"4739",4739,17,2016,16,7,7,109,1,1,1,99,999,9,1,1,17,1,1994,1,16,12,18,3,2,3
"4740",4740,17,2016,16,7,7,109,1,1,1,99,999,9,1,3,17,6,1993,1,16,12,18,3,2,3
"4741",4741,17,2016,3,7,7,117,1,1,1,99,45,2,1,1,28,2,9999,1,8,8,10,1,1,6
"4742",4742,17,2016,3,7,7,117,1,1,1,99,40,1,1,11,999,99,9999,1,7,7,9,1,1,6
"4743",4743,17,2016,22,7,7,2212,22,2,1,99,32,9,1,2,52,6,9999,1,5,5,7,4,3,6
"4744",4744,17,2016,22,7,7,2212,22,2,2,99,45,9,1,1,69,1,9999,1,8,8,10,4,3,6
"4745",4745,17,2016,15,7,7,2001,20,1,1,99,54,1,1,12,999,99,9999,1,9,9,11,3,2,6
"4746",4746,17,2016,15,7,7,2001,20,1,1,99,34,1,1,3,999,2,9999,1,5,5,7,3,2,6
"4747",4747,17,2016,14,7,7,1906,19,2,1,99,21,1,1,3,17,3,2001,3,3,3,5,3,2,4
"4748",4748,17,2016,17,7,7,1905,19,2,1,99,40,2,1,9,52,4,2013,1,7,7,9,3,2,5
"4749",4749,17,2016,17,7,7,1905,19,2,1,99,39,9,1,4,18,5,2011,1,6,6,8,3,2,5
"4750",4750,17,2016,17,7,7,1905,19,2,1,99,31,9,1,3,69,4,2011,1,5,5,7,3,2,5
"4751",4751,17,2016,22,7,7,501,5,1,1,99,20,9,1,4,35,3,9999,1,3,3,5,4,3,6
"4752",4752,17,2016,22,7,7,501,5,1,2,99,29,9,1,1,52,2,9999,1,4,4,6,4,3,6
"4753",4753,17,2016,23,7,7,501,5,1,9,99,999,9,9,2,999,99,9999,3,16,12,18,4,3,6
"4754",4754,17,2016,19,7,7,608,6,2,1,99,25,9,1,4,67,1,2015,1,4,4,6,4,3,5
"4755",4755,17,2016,19,7,7,608,6,2,1,99,37,9,1,4,999,3,9999,1,6,6,8,4,3,6
"4756",4756,17,2016,16,7,7,609,6,2,1,99,41,2,1,1,41,4,2006,2,7,7,9,3,2,4
"4757",4757,17,2016,20,7,7,602,6,2,1,99,44,2,1,1,69,4,1993,1,7,7,9,4,3,3
"4758",4758,17,2016,20,7,7,602,6,2,1,99,42,9,1,5,17,6,1995,1,7,7,9,4,3,3
"4759",4759,17,2016,22,7,7,604,6,2,1,99,999,9,9,1,999,9,9999,3,16,12,18,4,3,6
"4760",4760,17,2016,18,7,7,1002,10,2,1,99,56,1,1,6,19,1,9999,1,10,10,12,4,3,6
"4761",4761,17,2016,18,7,7,1002,10,2,1,99,24,2,1,3,69,4,9999,1,3,3,5,4,3,6
"4762",4762,17,2016,9,7,7,1101,11,1,1,99,16,9,2,4,27,4,9999,1,2,2,4,2,1,6
"4763",4763,17,2016,9,7,7,1101,11,1,9,99,999,9,9,2,999,7,9999,1,16,12,18,2,1,6
"4764",4764,17,2016,0,7,7,1301,13,1,1,99,34,2,1,2,56,2,2000,1,5,5,7,1,1,4
"4765",4765,17,2016,0,7,7,1301,13,1,1,99,999,1,1,4,999,99,9999,1,16,12,18,1,1,6
"4766",4766,17,2016,8,7,7,1329,13,2,1,99,22,9,1,3,999,99,9999,4,3,3,5,2,1,6
"4767",4767,17,2016,5,7,7,1601,16,1,9,99,999,9,9,6,999,99,9999,1,16,12,18,1,1,6
"4768",4768,17,2016,5,7,7,1601,16,1,1,99,18,9,1,4,999,6,9999,1,2,2,4,1,1,6
"4769",4769,17,2016,0,7,7,1604,16,2,1,99,999,9,1,5,23,2,9999,1,16,12,18,1,1,6
"4770",4770,17,2016,0,7,7,1604,16,2,9,99,999,9,9,3,69,11,1985,1,16,12,18,1,1,2
"4771",4771,17,2016,14,7,7,1502,15,2,1,99,19,2,1,4,999,99,9999,1,2,2,4,3,2,6
"4772",4772,17,2016,14,7,7,1502,15,2,2,99,999,9,1,1,999,99,9999,1,16,12,18,3,2,6
"4773",4773,17,2016,21,7,7,1803,18,2,1,99,999,9,1,3,999,4,9999,3,16,12,18,4,3,6
"4774",4774,17,2016,22,7,7,1802,18,2,1,99,41,1,1,9,999,99,9999,1,7,7,9,4,3,6
"4775",4775,17,2016,22,7,7,1802,18,2,1,99,37,1,1,4,999,99,9999,1,6,6,8,4,3,6
"4776",4776,17,2016,19,7,7,401,4,1,1,99,18,2,1,14,6,1,2011,2,2,2,4,4,3,5
"4777",4777,17,2016,16,7,7,401,4,1,1,99,55,9,1,4,999,99,9999,1,10,10,12,3,2,6
"4778",4778,17,2016,16,7,7,401,4,1,9,99,999,9,9,3,999,99,9999,1,16,12,18,3,2,6
"4779",4779,17,2016,1,7,7,303,3,1,1,99,38,2,1,3,999,99,9999,1,6,6,8,1,1,6
"4780",4780,17,2016,1,7,7,303,3,1,1,99,23,2,1,4,999,99,9999,1,3,3,5,1,1,6
"4781",4781,17,2016,8,7,7,301,3,1,1,99,27,9,1,4,999,5,9999,1,4,4,6,2,1,6
"4782",4782,17,2016,8,7,7,301,3,1,1,99,43,9,1,4,77,1,2012,1,7,7,9,2,1,5
"4783",4783,18,2016,18,7,1,2106,21,2,1,99,51,1,1,1,10,5,1997,1,9,9,11,4,3,3
"4784",4784,18,2016,18,7,1,2106,21,2,1,99,26,1,1,4,76,1,2010,1,4,4,6,4,3,5
"4785",4785,18,2016,14,7,1,501,5,2,1,99,63,1,1,4,27,1,2014,1,11,11,13,3,2,5
"4786",4786,18,2016,14,7,1,501,5,2,1,99,38,1,1,5,28,2,2008,1,6,6,8,3,2,4
"4787",4787,18,2016,0,7,1,501,5,2,1,99,37,2,1,1,10,2,2008,1,6,6,8,1,1,4
"4788",4788,18,2016,0,7,1,501,5,2,1,99,41,1,1,12,17,7,1993,1,7,7,9,1,1,3
"4789",4789,18,2016,14,7,1,501,5,2,1,99,38,1,1,6,19,2,9999,1,6,6,8,3,2,6
"4790",4790,18,2016,14,7,1,501,5,2,1,99,34,9,1,3,17,8,9999,1,5,5,7,3,2,6
"4791",4791,18,2016,3,7,1,614,6,2,1,99,30,1,1,1,69,10,9999,3,5,5,7,1,1,6
"4792",4792,18,2016,20,7,1,1001,10,1,1,99,29,2,1,4,6,1,2013,1,4,4,6,4,3,5
"4793",4793,18,2016,20,7,1,1001,10,1,1,99,63,1,1,9,52,11,1993,1,11,11,13,4,3,3
"4794",4794,18,2016,13,7,1,1102,11,2,1,99,61,1,1,3,69,4,2004,1,11,11,13,3,2,4
"4795",4795,18,2016,13,7,1,1102,11,2,1,99,32,1,1,4,27,4,2006,1,5,5,7,3,2,4
"4796",4796,18,2016,12,7,1,801,8,1,1,99,22,9,1,9,69,6,2004,1,3,3,5,3,2,4
"4797",4797,18,2016,12,7,1,801,8,1,1,99,22,9,1,4,6,1,2007,1,3,3,5,3,2,4
"4798",4798,18,2016,9,7,1,1415,14,1,1,99,16,1,2,3,999,9,9999,1,2,2,4,2,1,6
"4799",4799,18,2016,9,7,1,1415,14,1,1,99,25,1,1,14,6,1,9999,1,4,4,6,2,1,6
"4800",4800,19,2016,0,7,2,101,1,1,1,5,29,9,1,1,17,5,2015,1,4,4,6,1,1,5
"4801",4801,19,2016,0,7,2,101,1,1,1,5,51,9,1,4,46,99,9999,1,9,9,11,1,1,6
"4802",4802,19,2016,23,7,2,112,1,1,1,99,43,9,1,4,999,5,2014,4,7,7,9,4,3,5
"4803",4803,19,2016,16,7,2,2106,21,2,1,99,41,1,1,2,69,4,2005,1,7,7,9,3,2,4
"4804",4804,19,2016,16,7,2,2106,21,2,1,99,19,1,1,4,64,11,9999,1,2,2,4,3,2,6
"4805",4805,19,2016,11,7,2,1906,19,2,1,99,21,9,1,14,6,1,9999,1,3,3,5,2,1,6
"4806",4806,19,2016,11,7,2,1906,19,2,1,99,25,9,1,5,84,2,2014,1,4,4,6,2,1,5
"4807",4807,19,2016,19,7,2,502,5,2,1,99,68,1,1,3,69,2,9999,1,12,11,14,4,3,6
"4808",4808,19,2016,19,7,2,502,5,2,1,99,42,9,1,4,64,4,9999,1,7,7,9,4,3,6
"4809",4809,19,2016,14,7,2,1607,16,2,1,99,28,1,1,5,23,2,9999,1,4,4,6,3,2,6
"4810",4810,19,2016,14,7,2,1607,16,2,1,99,22,1,1,14,999,1,9999,1,3,3,5,3,2,6
"4811",4811,19,2016,11,7,2,1601,16,2,1,99,37,1,1,3,69,5,9999,4,6,6,8,2,1,6
"4812",4812,19,2016,16,7,2,1508,15,2,1,99,31,1,1,9,69,2,1999,1,5,5,7,3,2,3
"4813",4813,19,2016,16,7,2,1508,15,2,1,99,26,1,1,3,69,1,1993,1,4,4,6,3,2,3
"4814",4814,20,2016,13,7,3,101,1,1,1,7,999,9,1,5,41,2,9999,1,16,12,18,3,2,6
"4815",4815,20,2016,13,7,3,101,1,1,1,7,999,9,1,4,67,1,9999,1,16,12,18,3,2,6
"4816",4816,20,2016,5,7,3,101,1,1,1,21,20,9,1,4,999,5,9999,2,3,3,5,1,1,6
"4817",4817,20,2016,7,7,3,109,1,2,1,99,26,9,1,4,32,1,9999,1,4,4,6,2,1,6
"4818",4818,20,2016,7,7,3,109,1,2,1,99,34,9,1,1,56,4,9999,1,5,5,7,2,1,6
"4819",4819,20,2016,7,7,3,109,1,2,1,99,999,9,1,9,28,4,9999,1,16,12,18,2,1,6
"4820",4820,20,2016,22,7,3,917,9,2,1,99,34,9,1,7,17,17,9999,3,5,5,7,4,3,6
"4821",4821,20,2016,5,7,3,203,2,2,1,99,23,9,1,5,41,2,9999,1,3,3,5,1,1,6
"4822",4822,20,2016,5,7,3,203,2,2,1,99,35,9,1,6,19,99,1997,1,6,6,8,1,1,3
"4823",4823,20,2016,5,7,3,203,2,2,1,99,49,9,1,2,56,99,2003,1,8,8,10,1,1,4
"4824",4824,20,2016,14,7,3,1801,18,1,9,99,999,9,9,5,999,7,9999,1,16,12,18,3,2,6
"4825",4825,20,2016,14,7,3,1801,18,1,1,99,34,1,1,4,27,2,9999,1,5,5,7,3,2,6
"4826",4826,21,2016,2,7,4,101,1,1,1,1,27,2,1,1,52,6,9999,1,4,4,6,1,1,6
"4827",4827,21,2016,2,7,4,101,1,1,1,1,28,1,1,3,69,5,9999,1,4,4,6,1,1,6
"4828",4828,21,2016,14,7,4,101,1,1,2,11,39,1,1,1,48,2,1998,1,6,6,8,3,2,3
"4829",4829,21,2016,14,7,4,101,1,1,1,11,23,1,1,4,67,5,9999,1,3,3,5,3,2,6
"4830",4830,21,2016,9,7,4,109,1,1,1,99,29,1,1,1,69,2,1997,1,4,4,6,2,1,3
"4831",4831,21,2016,9,7,4,109,1,1,1,99,34,1,1,4,999,99,9999,1,5,5,7,2,1,6
"4832",4832,21,2016,7,7,4,2101,21,1,1,99,48,9,1,6,19,1,2001,1,8,8,10,2,1,4
"4833",4833,21,2016,7,7,4,2101,21,1,1,99,19,9,1,4,999,5,9999,1,2,2,4,2,1,6
"4834",4834,21,2016,19,7,4,1904,19,2,1,99,25,1,1,2,48,4,2010,1,4,4,6,4,3,5
"4835",4835,21,2016,19,7,4,1904,19,2,1,99,20,9,1,4,67,4,9999,1,3,3,5,4,3,6
"4836",4836,21,2016,20,7,4,1902,19,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
"4837",4837,21,2016,20,7,4,1902,19,2,1,99,35,9,1,4,999,99,9999,1,6,6,8,4,3,6
"4838",4838,21,2016,19,7,4,503,5,2,1,99,19,9,1,12,30,2,1991,1,2,2,4,4,3,3
"4839",4839,21,2016,19,7,4,503,5,2,1,99,37,1,1,4,67,5,2012,1,6,6,8,4,3,5
"4840",4840,21,2016,21,7,4,1102,11,2,1,99,25,1,1,4,2,3,2012,2,4,4,6,4,3,5
"4841",4841,21,2016,16,7,4,1105,11,2,1,99,44,2,1,4,999,1,9999,4,7,7,9,3,2,6
"4842",4842,21,2016,17,7,4,1614,16,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,3,2,6
"4843",4843,21,2016,17,7,4,1614,16,2,1,99,41,9,1,4,999,99,9999,1,7,7,9,3,2,6
"4844",4844,21,2016,15,7,4,1801,18,2,1,99,52,1,1,1,21,6,1996,1,9,9,11,3,2,3
"4845",4845,21,2016,15,7,4,1801,18,2,1,99,25,1,1,4,999,99,9999,1,4,4,6,3,2,6
"4846",4846,21,2016,20,7,4,1801,18,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
"4847",4847,21,2016,20,7,4,1801,18,2,1,99,15,9,2,4,999,99,9999,1,2,2,4,4,3,6
"4848",4848,21,2016,17,7,4,1801,18,2,9,99,999,9,9,1,999,99,9999,1,16,12,18,3,2,6
"4849",4849,21,2016,17,7,4,1801,18,2,1,99,25,9,1,4,999,99,9999,1,4,4,6,3,2,6
"4850",4850,22,2016,7,7,5,403,4,2,1,99,41,9,1,3,69,5,1992,1,7,7,9,2,1,3
"4851",4851,22,2016,7,7,5,403,4,2,1,99,55,9,1,4,67,1,2012,1,10,10,12,2,1,5
"4852",4852,22,2016,16,7,5,101,1,1,1,8,31,9,1,1,999,99,9999,1,5,5,7,3,2,6
"4853",4853,22,2016,16,7,5,101,1,1,1,8,22,9,1,4,999,99,9999,1,3,3,5,3,2,6
"4854",4854,22,2016,9,7,5,505,5,2,1,99,53,9,1,9,999,99,9999,1,9,9,11,2,1,6
"4855",4855,22,2016,9,7,5,505,5,2,1,99,26,9,1,4,999,99,9999,1,4,4,6,2,1,6
"4856",4856,22,2016,3,7,5,1904,19,2,1,99,47,9,1,3,999,99,9999,2,8,8,10,1,1,6
"4857",4857,22,2016,16,7,5,511,5,2,1,99,999,9,1,4,999,99,9999,1,16,12,18,3,2,6
"4858",4858,22,2016,16,7,5,511,5,2,9,99,999,9,9,5,56,2,9999,1,16,12,18,3,2,6
"4859",4859,22,2016,20,7,5,1301,13,1,1,99,51,9,1,1,69,1,9999,1,9,9,11,4,3,6
"4860",4860,22,2016,20,7,5,1301,13,1,1,99,26,9,1,4,69,5,2012,1,4,4,6,4,3,5
"4861",4861,22,2016,22,7,5,1801,18,1,1,99,37,1,1,4,6,5,9999,1,6,6,8,4,3,6
"4862",4862,22,2016,22,7,5,1801,18,1,9,99,999,9,9,1,999,99,9999,1,16,12,18,4,3,6
"4863",4863,22,2016,3,7,5,1805,18,1,9,99,999,9,9,6,999,99,9999,1,16,12,18,1,1,6
"4864",4864,22,2016,3,7,5,1805,18,1,1,99,56,9,1,12,50,1,9999,1,10,10,12,1,1,6
"4865",4865,22,2016,3,7,5,1805,18,1,9,99,999,9,1,12,999,99,9999,1,16,12,18,1,1,6
"4866",4866,22,2016,12,7,5,1107,11,1,9,99,999,9,9,3,69,4,9999,1,16,12,18,3,2,6
"4867",4867,22,2016,12,7,5,1107,11,1,9,99,999,9,9,3,69,99,9999,1,16,12,18,3,2,6
