"","num_corre","día_ocu","año_ocu","hora_ocu","mes_ocu","día_sem_ocu","mupio_ocu","depto_ocu","área_geo_ocu","sexo_per","zona_ocu","edad_per","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","tipo_eve","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","g_hora","g_hora_5","g_modelo_veh"
"1",1,1,2016,2,1,5,101,1,1,1,1,44,1,1,2,69,9,9999,1,7,7,9,1,1,6
"2",2,1,2016,2,1,5,101,1,1,1,1,27,2,1,4,999,9,9999,1,4,4,6,1,1,6
"3",3,1,2016,2,1,5,101,1,1,1,18,33,2,1,1,48,5,1994,1,5,5,7,1,1,3
"4",4,1,2016,2,1,5,101,1,1,1,18,34,1,1,3,69,5,9999,1,5,5,7,1,1,6
"5",5,1,2016,13,1,5,101,1,1,1,18,30,9,1,1,999,9,9999,1,5,5,7,3,2,6
"6",6,1,2016,13,1,5,101,1,1,1,18,20,9,1,1,999,2,9999,1,3,3,5,3,2,6
"7",7,1,2016,10,1,5,106,1,2,2,99,30,1,1,3,52,4,2014,3,5,5,7,2,1,5
"8",8,1,2016,12,1,5,106,1,2,1,99,20,1,1,4,3,3,2006,1,3,3,5,3,2,4
"9",9,1,2016,12,1,5,106,1,2,1,99,33,1,1,14,6,1,2013,1,5,5,7,3,2,5
"10",10,1,2016,12,1,5,109,1,1,1,99,46,1,1,2,41,9,2003,1,8,8,10,3,2,4
"11",11,1,2016,12,1,5,109,1,1,1,99,31,1,1,1,48,6,1993,1,5,5,7,3,2,3
"12",12,1,2016,5,1,5,109,1,2,1,99,30,1,1,1,69,6,2000,1,5,5,7,1,1,4
"13",13,1,2016,5,1,5,109,1,2,1,99,22,1,1,1,48,6,1997,1,3,3,5,1,1,3
"14",14,1,2016,5,1,5,109,1,2,9,99,999,9,9,14,69,2,9999,1,16,12,18,1,1,6
"15",15,1,2016,2,1,5,109,1,2,9,99,999,9,9,1,999,99,9999,1,16,12,18,1,1,6
"16",16,1,2016,2,1,5,109,1,2,2,99,22,9,1,4,999,99,9999,1,3,3,5,1,1,6
"17",17,1,2016,10,1,5,2201,22,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,2,1,6
"18",18,1,2016,10,1,5,2201,22,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,2,1,6
"19",19,1,2016,17,1,5,2007,20,2,1,99,23,9,1,4,999,99,9999,1,3,3,5,3,2,6
"20",20,1,2016,17,1,5,2007,20,2,1,99,999,9,1,3,69,1,9999,1,16,12,18,3,2,6
"21",21,1,2016,20,1,5,1905,19,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
"22",22,1,2016,20,1,5,1905,19,2,1,99,30,1,1,4,999,99,9999,1,5,5,7,4,3,6
"23",23,1,2016,19,1,5,602,6,2,1,99,26,9,1,1,999,99,9999,2,4,4,6,4,3,6
"24",24,1,2016,19,1,5,602,6,2,9,99,999,9,9,4,999,99,9999,2,16,12,18,4,3,6
"25",25,1,2016,12,1,5,1101,11,2,1,99,27,1,1,3,69,1,1987,1,4,4,6,3,2,2
"26",26,1,2016,12,1,5,1101,11,2,1,99,45,1,1,3,69,6,2008,1,8,8,10,3,2,4
"27",27,1,2016,12,1,5,1101,11,2,1,99,41,1,1,14,6,1,9999,1,7,7,9,3,2,6
"28",28,1,2016,22,1,5,917,9,2,1,99,26,2,1,3,999,99,1993,1,4,4,6,4,3,3
"29",29,1,2016,22,1,5,917,9,2,1,99,38,1,1,1,69,2,2001,1,6,6,8,4,3,4
"30",30,1,2016,22,1,5,917,9,2,1,99,25,1,1,1,69,4,2005,1,4,4,6,4,3,4
"31",31,1,2016,6,1,5,911,9,2,1,99,32,2,1,3,69,4,1994,1,5,5,7,2,1,3
"32",32,1,2016,6,1,5,911,9,2,9,99,999,9,9,1,56,4,2006,1,16,12,18,2,1,4
"33",33,1,2016,14,1,5,920,9,2,1,99,42,2,1,3,999,99,9999,1,7,7,9,3,2,6
"34",34,1,2016,14,1,5,920,9,2,1,99,53,1,1,14,69,8,1989,1,9,9,11,3,2,2
"35",35,1,2016,21,1,5,901,9,2,1,99,27,2,1,1,27,2,1999,1,4,4,6,4,3,3
"36",36,1,2016,21,1,5,901,9,2,9,99,999,9,9,3,69,4,1990,1,16,12,18,4,3,3
"37",37,1,2016,19,1,5,1219,12,2,1,99,18,9,1,3,69,5,1983,1,2,2,4,4,3,2
"38",38,1,2016,19,1,5,1219,12,2,1,99,28,9,1,4,999,99,9999,1,4,4,6,4,3,6
"39",39,1,2016,2,1,5,1301,13,1,1,99,999,9,1,3,31,99,1991,1,16,12,18,1,1,3
"40",40,1,2016,2,1,5,1301,13,1,1,99,999,9,1,2,31,99,1996,1,16,12,18,1,1,3
"41",41,1,2016,22,1,5,1601,16,2,1,99,22,2,1,2,69,3,9999,1,3,3,5,4,3,6
"42",42,1,2016,22,1,5,1601,16,2,1,99,45,1,1,2,56,8,1988,1,8,8,10,4,3,2
"43",43,1,2016,23,1,5,1801,18,2,1,99,41,9,1,2,69,1,1989,1,7,7,9,4,3,2
"44",44,1,2016,23,1,5,1801,18,2,1,99,37,9,1,1,69,4,2001,1,6,6,8,4,3,4
"45",45,1,2016,12,1,5,401,4,2,1,99,57,1,1,11,999,99,9999,1,10,10,12,3,2,6
"46",46,1,2016,12,1,5,401,4,2,1,99,999,1,1,4,999,99,9999,1,16,12,18,3,2,6
"47",47,2,2016,2,1,6,101,1,1,1,1,42,1,1,14,48,3,2004,1,7,7,9,1,1,4
"48",48,2,2016,2,1,6,101,1,1,1,1,19,1,1,4,6,3,9999,1,2,2,4,1,1,6
"49",49,2,2016,21,1,6,101,1,2,1,1,29,2,1,1,27,3,1991,1,4,4,6,4,3,3
"50",50,2,2016,21,1,6,101,1,2,1,1,32,2,1,1,27,9,2001,1,5,5,7,4,3,4
"51",51,2,2016,23,1,6,2007,20,2,1,99,23,1,1,4,64,1,2003,2,3,3,5,4,3,4
"52",52,2,2016,14,1,6,1904,19,2,1,99,45,1,1,6,19,5,2001,1,8,8,10,3,2,4
"53",53,2,2016,14,1,6,1904,19,2,2,99,31,1,1,2,27,4,9999,1,5,5,7,3,2,6
"54",54,2,2016,16,1,6,1905,19,2,1,99,32,1,1,5,69,2,2004,1,5,5,7,3,2,4
"55",55,2,2016,16,1,6,1905,19,2,1,99,35,9,1,4,6,5,9999,1,6,6,8,3,2,6
"56",56,2,2016,19,1,6,1903,19,2,1,99,61,1,1,1,999,99,9999,1,11,11,13,4,3,6
"57",57,2,2016,18,1,6,1904,19,2,1,99,29,1,1,2,69,4,9999,1,4,4,6,4,3,6
"58",58,2,2016,18,1,6,1904,19,2,1,99,50,1,1,1,999,4,9999,1,9,9,11,4,3,6
"59",59,2,2016,18,1,6,1904,19,2,1,99,34,1,1,12,999,4,9999,1,5,5,7,4,3,6
"60",60,2,2016,6,1,6,508,5,2,1,99,43,1,1,3,69,99,1996,1,7,7,9,2,1,3
"61",61,2,2016,6,1,6,508,5,2,1,99,999,1,1,5,69,2,1996,1,16,12,18,2,1,3
"62",62,2,2016,16,1,6,501,5,2,1,99,31,1,1,4,999,99,9999,1,5,5,7,3,2,6
"63",63,2,2016,16,1,6,501,5,2,1,99,999,1,1,1,999,99,9999,1,16,12,18,3,2,6
"64",64,2,2016,23,1,6,1301,13,2,1,99,33,2,1,4,77,8,9999,1,5,5,7,4,3,6
"65",65,2,2016,14,1,6,1508,15,2,1,99,33,1,1,9,999,2,9999,1,5,5,7,3,2,6
"66",66,2,2016,14,1,6,1508,15,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,3,2,6
"67",67,2,2016,15,1,6,1409,14,2,1,99,44,1,1,5,999,99,9999,1,7,7,9,3,2,6
"68",68,2,2016,15,1,6,1409,14,2,1,99,74,1,1,99,999,99,9999,1,13,11,15,3,2,6
"69",69,2,2016,15,1,6,1409,14,2,1,99,21,1,1,99,48,3,1984,1,3,3,5,3,2,2
"70",70,2,2016,10,1,6,705,7,2,1,99,39,1,1,5,52,2,2001,1,6,6,8,2,1,4
"71",71,2,2016,10,1,6,705,7,2,9,99,999,9,9,9,69,3,9999,1,16,12,18,2,1,6
"72",72,2,2016,23,1,6,701,7,2,1,99,28,1,1,4,67,3,9999,2,4,4,6,4,3,6
"73",73,2,2016,23,1,6,401,4,2,1,99,32,2,1,1,69,11,2006,1,5,5,7,4,3,4
"74",74,2,2016,23,1,6,401,4,2,1,99,36,1,1,3,69,15,1995,1,6,6,8,4,3,3
"75",75,2,2016,20,1,6,314,3,2,1,99,28,2,1,14,80,99,2008,1,4,4,6,4,3,4
"76",76,2,2016,20,1,6,314,3,2,9,99,999,1,9,1,999,99,9999,1,16,12,18,4,3,6
"77",77,3,2016,22,1,7,101,1,1,1,6,40,1,1,2,48,3,9999,1,7,7,9,4,3,6
"78",78,3,2016,22,1,7,101,1,1,1,6,24,1,1,4,999,99,9999,1,3,3,5,4,3,6
"79",79,3,2016,2,1,7,101,1,1,2,11,34,1,1,1,52,3,9999,1,5,5,7,1,1,6
"80",80,3,2016,2,1,7,101,1,1,1,11,24,1,1,3,69,5,9999,1,3,3,5,1,1,6
"81",81,3,2016,20,1,7,117,1,1,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
"82",82,3,2016,20,1,7,117,1,1,1,99,20,1,1,4,999,99,9999,1,3,3,5,4,3,6
"83",83,3,2016,3,1,7,2201,22,2,1,99,25,9,1,4,999,99,9999,2,4,4,6,1,1,6
"84",84,3,2016,6,1,7,2101,21,2,1,99,28,9,1,3,69,7,1998,1,4,4,6,2,1,3
"85",85,3,2016,6,1,7,2101,21,2,1,99,28,9,1,4,6,1,9999,1,4,4,6,2,1,6
"86",86,3,2016,14,1,7,2009,20,2,1,99,55,2,1,3,69,1,2001,1,10,10,12,3,2,4
"87",87,3,2016,14,1,7,2009,20,2,1,99,35,1,1,2,41,2,2012,1,6,6,8,3,2,5
"88",88,3,2016,13,1,7,2001,20,2,1,99,20,9,1,4,999,99,9999,4,3,3,5,3,2,6
"89",89,3,2016,19,1,7,1901,19,2,1,99,30,1,1,1,41,4,9999,1,5,5,7,4,3,6
"90",90,3,2016,19,1,7,1901,19,2,1,99,32,1,1,2,69,1,9999,1,5,5,7,4,3,6
"91",91,3,2016,21,1,7,1901,19,2,1,99,24,9,1,4,999,99,9999,1,3,3,5,4,3,6
"92",92,3,2016,1,1,7,201,2,2,1,99,32,9,1,6,19,2,2005,1,5,5,7,1,1,4
"93",93,3,2016,1,1,7,201,2,2,1,99,32,9,1,1,48,4,2007,1,5,5,7,1,1,4
"94",94,3,2016,1,1,7,201,2,2,1,99,34,9,1,9,28,4,2015,1,5,5,7,1,1,5
"95",95,3,2016,1,1,7,201,2,2,1,99,19,9,1,1,999,99,9999,2,2,2,4,1,1,6
"96",96,3,2016,0,1,7,1801,18,2,1,99,22,2,1,14,999,99,9999,2,3,3,5,1,1,6
"97",97,3,2016,21,1,7,1701,17,2,1,99,22,1,1,4,6,5,9999,4,3,3,5,4,3,6
"98",98,3,2016,13,1,7,706,7,2,1,99,29,1,1,12,69,5,9999,2,4,4,6,3,2,6
"99",99,3,2016,2,1,7,415,4,2,1,99,29,1,1,1,56,99,2012,2,4,4,6,1,1,5
"100",100,3,2016,17,1,7,403,4,2,1,99,44,2,1,2,14,6,1980,1,7,7,9,3,2,2
"101",101,3,2016,17,1,7,403,4,2,1,99,19,1,1,14,6,1,2011,1,2,2,4,3,2,5
"102",102,3,2016,20,1,7,306,3,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
"103",103,3,2016,20,1,7,306,3,2,1,99,29,9,1,4,999,99,9999,1,4,4,6,4,3,6
"104",104,4,2016,6,1,1,501,5,2,2,99,18,9,1,4,6,5,9999,1,2,2,4,2,1,6
"105",105,4,2016,20,1,1,801,8,2,1,99,32,9,1,3,69,99,9999,1,5,5,7,4,3,6
"106",106,4,2016,20,1,1,801,8,2,1,99,31,9,1,3,69,99,9999,1,5,5,7,4,3,6
"107",107,4,2016,15,1,1,1804,18,2,1,99,45,1,1,2,27,9,9999,1,8,8,10,3,2,6
"108",108,4,2016,15,1,1,1804,18,2,1,99,31,1,1,3,69,6,9999,1,5,5,7,3,2,6
"109",109,4,2016,21,1,1,1401,14,2,9,99,999,9,9,2,86,5,9999,1,16,12,18,4,3,6
"110",110,4,2016,21,1,1,1401,14,2,1,99,22,9,1,4,999,99,9999,1,3,3,5,4,3,6
"111",111,4,2016,22,1,1,312,3,2,1,99,35,9,1,3,69,2,9999,1,6,6,8,4,3,6
"112",112,4,2016,22,1,1,312,3,2,1,99,27,9,1,4,6,5,9999,1,4,4,6,4,3,6
"113",113,5,2016,10,1,2,2212,22,2,1,99,75,9,1,5,31,2,9999,3,14,11,16,2,1,6
"114",114,5,2016,14,1,2,1911,19,2,2,99,15,1,2,4,999,99,9999,1,2,2,4,3,2,6
"115",115,5,2016,14,1,2,1911,19,2,9,99,999,9,9,13,999,99,9999,1,16,12,18,3,2,6
"116",116,5,2016,23,1,2,1910,19,2,1,99,35,9,1,4,67,99,9999,2,6,6,8,4,3,6
"117",117,5,2016,9,1,2,501,5,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,2,1,6
"118",118,5,2016,9,1,2,501,5,2,1,99,18,1,1,4,999,1,9999,1,2,2,4,2,1,6
"119",119,5,2016,19,1,2,1230,12,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
"120",120,5,2016,17,1,2,1201,12,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,3,2,6
"121",121,5,2016,17,1,2,1201,12,2,1,99,21,9,1,4,999,99,9999,1,3,3,5,3,2,6
"122",122,5,2016,0,1,2,1301,13,2,1,99,26,9,1,4,64,5,9999,4,4,4,6,1,1,6
"123",123,5,2016,1,1,2,1301,13,2,1,99,43,9,1,1,48,4,9999,1,7,7,9,1,1,6
"124",124,5,2016,1,1,2,1301,13,2,1,99,37,1,1,3,69,99,9999,1,6,6,8,1,1,6
"125",125,5,2016,19,1,2,801,8,2,1,99,23,2,1,4,76,5,9999,1,3,3,5,4,3,6
"126",126,5,2016,19,1,2,801,8,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
"127",127,5,2016,20,1,2,1801,18,2,1,99,23,9,1,4,6,99,2016,4,3,3,5,4,3,5
"128",128,6,2016,23,1,3,101,1,1,1,7,29,2,1,1,999,5,2002,1,4,4,6,4,3,4
"129",129,6,2016,23,1,3,101,1,1,1,7,38,1,1,3,69,5,9999,1,6,6,8,4,3,6
"130",130,6,2016,22,1,3,112,1,1,1,99,30,1,1,3,48,5,1994,1,5,5,7,4,3,3
"131",131,6,2016,22,1,3,112,1,1,1,99,53,1,1,1,28,99,2015,1,9,9,11,4,3,5
"132",132,6,2016,19,1,3,1901,19,2,1,99,25,2,1,2,69,99,9999,1,4,4,6,4,3,6
"133",133,6,2016,18,1,3,501,5,2,1,99,31,2,1,16,56,1,9999,1,5,5,7,4,3,6
"134",134,6,2016,19,1,3,1102,11,2,1,99,59,1,1,6,30,99,9999,1,10,10,12,4,3,6
"135",135,6,2016,19,1,3,1102,11,2,1,99,22,1,1,4,999,5,9999,1,3,3,5,4,3,6
"136",136,6,2016,7,1,3,917,9,2,1,99,23,1,1,9,56,1,2011,1,3,3,5,2,1,5
"137",137,7,2016,8,1,4,101,1,1,1,9,45,1,1,2,27,4,2004,1,8,8,10,2,1,4
"138",138,7,2016,8,1,4,101,1,1,1,9,68,1,1,4,27,1,2003,1,12,11,14,2,1,4
"139",139,7,2016,6,1,4,101,1,1,1,18,42,1,1,6,999,3,2013,1,7,7,9,2,1,5
"140",140,7,2016,6,1,4,101,1,1,2,18,39,1,1,1,69,1,9999,1,6,6,8,2,1,6
"141",141,7,2016,2,1,4,101,1,1,1,11,28,9,1,4,6,1,9999,2,4,4,6,1,1,6
"142",142,7,2016,16,1,4,109,1,1,1,99,34,1,1,5,26,2,2016,1,5,5,7,3,2,5
"143",143,7,2016,16,1,4,109,1,1,1,99,20,1,1,4,6,1,9999,1,3,3,5,3,2,6
"144",144,7,2016,21,1,4,501,5,2,1,99,40,9,1,3,69,99,9999,1,7,7,9,4,3,6
"145",145,7,2016,21,1,4,501,5,2,9,99,999,9,9,5,999,1,9999,1,16,12,18,4,3,6
"146",146,7,2016,20,1,4,501,5,2,1,99,25,1,1,4,999,99,9999,1,4,4,6,4,3,6
"147",147,7,2016,20,1,4,501,5,2,9,99,999,9,9,99,999,99,9999,1,16,12,18,4,3,6
"148",148,7,2016,19,1,4,1503,15,1,1,99,58,2,1,3,69,11,1984,2,10,10,12,4,3,2
"149",149,7,2016,19,1,4,1503,15,1,9,99,999,9,9,2,69,99,1990,2,16,12,18,4,3,3
"150",150,7,2016,17,1,4,1703,17,2,1,99,31,2,1,1,27,5,1994,2,5,5,7,3,2,3
"151",151,7,2016,8,1,4,403,4,2,1,99,38,1,1,3,69,9,1989,1,6,6,8,2,1,2
"152",152,7,2016,8,1,4,403,4,2,1,99,48,1,1,3,69,3,1987,1,8,8,10,2,1,2
"153",153,8,2016,11,1,5,105,1,2,1,99,24,9,1,1,52,4,2002,1,3,3,5,2,1,4
"154",154,8,2016,11,1,5,105,1,2,1,99,30,9,1,3,48,1,1998,1,5,5,7,2,1,3
"155",155,8,2016,0,1,5,101,1,1,9,18,999,9,9,2,48,3,2003,2,16,12,18,1,1,4
"156",156,8,2016,17,1,5,101,1,1,1,18,21,9,1,4,67,99,2000,1,3,3,5,3,2,4
"157",157,8,2016,17,1,5,101,1,1,1,18,999,9,1,12,30,99,1996,1,16,12,18,3,2,3
"158",158,8,2016,14,1,5,117,1,1,2,99,37,9,1,4,999,99,9999,1,6,6,8,3,2,6
"159",159,8,2016,14,1,5,117,1,1,9,99,999,9,9,1,999,99,9999,1,16,12,18,3,2,6
"160",160,8,2016,22,1,5,117,1,1,1,99,21,9,1,4,999,99,9999,4,3,3,5,4,3,6
"161",161,8,2016,19,1,5,1901,19,2,1,99,28,9,1,12,50,2,9999,1,4,4,6,4,3,6
"162",162,8,2016,19,1,5,1901,19,2,1,99,59,9,1,9,69,1,9999,1,10,10,12,4,3,6
"163",163,8,2016,12,1,5,1903,19,2,9,99,999,9,9,1,999,99,9999,1,16,12,18,3,2,6
"164",164,8,2016,12,1,5,1903,19,2,2,99,27,9,1,4,999,99,9999,1,4,4,6,3,2,6
"165",165,8,2016,14,1,5,502,5,2,1,99,999,1,1,6,999,99,9999,1,16,12,18,3,2,6
"166",166,8,2016,14,1,5,502,5,2,1,99,45,9,1,4,999,99,9999,1,8,8,10,3,2,6
"167",167,8,2016,20,1,5,1003,10,1,1,99,18,2,1,14,999,1,9999,1,2,2,4,4,3,6
"168",168,8,2016,20,1,5,1003,10,1,9,99,999,9,9,5,999,99,9999,1,16,12,18,4,3,6
"169",169,8,2016,23,1,5,901,9,1,1,99,45,9,1,11,10,7,9999,2,8,8,10,4,3,6
"170",170,8,2016,23,1,5,901,9,1,9,99,999,9,9,5,31,2,1987,2,16,12,18,4,3,2
"171",171,8,2016,18,1,5,203,2,2,1,99,42,9,1,2,56,5,9999,1,7,7,9,4,3,6
"172",172,8,2016,18,1,5,203,2,2,1,99,999,9,1,5,30,7,9999,1,16,12,18,4,3,6
"173",173,8,2016,22,1,5,1416,14,1,1,99,29,9,1,1,48,3,9999,2,4,4,6,4,3,6
"174",174,8,2016,13,1,5,1415,14,1,1,99,999,9,1,5,999,2,9999,1,16,12,18,3,2,6
"175",175,8,2016,13,1,5,1415,14,1,1,99,17,9,2,4,999,5,9999,1,2,2,4,3,2,6
"176",176,9,2016,0,1,6,101,1,1,1,1,25,9,1,1,69,4,2006,1,4,4,6,1,1,4
"177",177,9,2016,0,1,6,101,1,1,1,1,21,9,1,2,999,5,9999,1,3,3,5,1,1,6
"178",178,9,2016,13,1,6,101,1,1,1,9,22,9,1,9,69,4,1991,1,3,3,5,3,2,3
"179",179,9,2016,13,1,6,101,1,1,1,9,35,9,1,4,27,99,2006,1,6,6,8,3,2,4
"180",180,9,2016,4,1,6,101,1,1,2,6,32,2,1,4,32,5,9999,2,5,5,7,1,1,6
"181",181,9,2016,4,1,6,101,1,1,9,6,999,9,9,1,52,4,9999,2,16,12,18,1,1,6
"182",182,9,2016,2,1,6,101,1,1,1,6,60,9,1,1,48,1,9999,1,11,11,13,1,1,6
"183",183,9,2016,2,1,6,101,1,1,1,6,33,9,1,4,67,4,9999,1,5,5,7,1,1,6
"184",184,9,2016,21,1,6,101,1,1,1,5,22,9,1,4,27,1,9999,1,3,3,5,4,3,6
"185",185,9,2016,21,1,6,101,1,1,1,5,20,9,1,4,999,99,9999,1,3,3,5,4,3,6
"186",186,9,2016,23,1,6,101,1,1,1,7,21,2,1,12,999,1,9999,1,3,3,5,4,3,6
"187",187,9,2016,23,1,6,101,1,1,9,7,999,9,9,1,31,4,9999,1,16,12,18,4,3,6
"188",188,9,2016,23,1,6,101,1,1,9,7,999,9,9,1,56,4,9999,1,16,12,18,4,3,6
"189",189,9,2016,23,1,6,101,1,1,1,7,30,9,1,1,999,2,2012,1,5,5,7,4,3,5
"190",190,9,2016,23,1,6,101,1,1,1,7,30,9,1,10,69,2,2012,1,5,5,7,4,3,5
"191",191,9,2016,23,1,6,101,1,1,9,7,999,9,9,1,41,2,9999,1,16,12,18,4,3,6
"192",192,9,2016,23,1,6,101,1,1,9,7,999,9,9,1,52,1,9999,1,16,12,18,4,3,6
"193",193,9,2016,23,1,6,112,1,2,1,99,26,2,1,4,25,6,2015,1,4,4,6,4,3,5
"194",194,9,2016,7,1,6,112,1,2,1,99,999,1,1,4,999,1,2015,1,16,12,18,2,1,5
"195",195,9,2016,18,1,6,606,6,2,1,99,52,2,1,1,28,2,2015,2,9,9,11,4,3,5
"196",196,9,2016,21,1,6,602,6,2,1,99,30,1,1,5,17,2,1995,1,5,5,7,4,3,3
"197",197,9,2016,21,1,6,602,6,2,1,99,29,2,1,11,52,2,2007,1,4,4,6,4,3,4
"198",198,9,2016,0,1,6,1001,10,1,1,99,33,9,1,4,67,1,9999,1,5,5,7,1,1,6
"199",199,9,2016,0,1,6,1001,10,1,9,99,999,9,9,1,73,1,9999,1,16,12,18,1,1,6
"200",200,9,2016,17,1,6,922,9,2,1,99,31,9,1,3,69,2,2010,1,5,5,7,3,2,5
"201",201,9,2016,17,1,6,922,9,2,1,99,16,9,2,4,6,1,2010,1,2,2,4,3,2,5
"202",202,9,2016,3,1,6,1217,12,2,1,99,28,2,1,4,27,5,2006,1,4,4,6,1,1,4
"203",203,9,2016,3,1,6,1217,12,2,1,99,46,9,1,6,19,2,9999,1,8,8,10,1,1,6
"204",204,9,2016,10,1,6,1217,12,1,1,99,20,9,1,4,999,5,9999,4,3,3,5,2,1,6
"205",205,9,2016,16,1,6,1302,13,2,1,99,34,9,1,3,69,1,1989,1,5,5,7,3,2,2
"206",206,9,2016,16,1,6,1302,13,2,1,99,32,9,1,4,27,2,2015,1,5,5,7,3,2,5
"207",207,9,2016,7,1,6,1710,17,2,1,99,24,9,1,4,27,5,2015,4,3,3,5,2,1,5
"208",208,9,2016,18,1,6,308,3,2,1,99,71,9,1,2,67,2,1988,1,13,11,15,4,3,2
"209",209,9,2016,18,1,6,308,3,2,1,99,45,9,1,1,52,2,2002,1,8,8,10,4,3,4
"210",210,10,2016,1,1,7,101,1,1,1,9,30,9,1,4,999,99,9999,2,5,5,7,1,1,6
"211",211,10,2016,3,1,7,101,1,1,2,21,27,9,1,1,28,1,2009,1,4,4,6,1,1,4
"212",212,10,2016,3,1,7,101,1,1,1,21,19,9,1,4,999,4,2014,1,2,2,4,1,1,5
"213",213,10,2016,2,1,7,101,1,1,1,11,47,9,1,4,6,1,9999,1,8,8,10,1,1,6
"214",214,10,2016,2,1,7,101,1,1,9,11,999,9,9,1,999,99,9999,1,16,12,18,1,1,6
"215",215,10,2016,19,1,7,101,1,1,1,11,39,9,1,1,69,3,9999,1,6,6,8,4,3,6
"216",216,10,2016,19,1,7,101,1,1,1,11,32,9,1,1,28,2,9999,1,5,5,7,4,3,6
"217",217,10,2016,18,1,7,117,1,2,1,99,45,2,1,1,69,5,9999,2,8,8,10,4,3,6
"218",218,10,2016,18,1,7,117,1,2,1,99,38,9,1,3,14,5,9999,2,6,6,8,4,3,6
"219",219,10,2016,10,1,7,2214,22,2,1,99,35,9,1,4,67,3,1994,4,6,6,8,2,1,3
"220",220,10,2016,20,1,7,2201,22,1,1,99,22,9,1,2,69,4,2012,1,3,3,5,4,3,5
"221",221,10,2016,20,1,7,2201,22,1,2,99,27,9,1,4,18,5,2014,1,4,4,6,4,3,5
"222",222,10,2016,2,1,7,1902,19,2,1,99,27,2,1,3,56,2,2006,2,4,4,6,1,1,4
"223",223,10,2016,22,1,7,509,5,1,1,99,25,9,1,1,69,2,2003,1,4,4,6,4,3,4
"224",224,10,2016,22,1,7,509,5,1,1,99,34,9,1,4,27,5,2015,1,5,5,7,4,3,5
"225",225,10,2016,14,1,7,1201,12,1,1,99,31,9,1,10,69,6,1995,1,5,5,7,3,2,3
"226",226,10,2016,14,1,7,1201,12,1,1,99,24,9,1,4,32,1,9999,1,3,3,5,3,2,6
"227",227,10,2016,11,1,7,1301,13,1,1,99,31,9,1,3,69,2,9999,1,5,5,7,2,1,6
"228",228,10,2016,11,1,7,1301,13,1,1,99,15,9,2,1,69,3,9999,1,2,2,4,2,1,6
"229",229,10,2016,3,1,7,1805,18,2,1,99,21,9,1,4,999,99,9999,4,3,3,5,1,1,6
"230",230,10,2016,23,1,7,1804,18,1,1,99,20,2,1,4,2,5,2006,2,3,3,5,4,3,4
"231",231,10,2016,1,1,7,1701,17,2,1,99,35,9,1,4,18,5,9999,1,6,6,8,1,1,6
"232",232,10,2016,1,1,7,1701,17,2,1,99,16,9,2,4,6,1,9999,1,2,2,4,1,1,6
"233",233,10,2016,3,1,7,1415,14,2,1,99,22,9,1,3,69,4,2015,3,3,3,5,1,1,5
"234",234,10,2016,0,1,7,303,3,2,1,99,49,1,1,5,999,2,9999,1,8,8,10,1,1,6
"235",235,10,2016,0,1,7,303,3,2,1,99,24,2,1,1,27,99,2001,1,3,3,5,1,1,4
"236",236,11,2016,17,1,1,509,5,1,1,99,43,9,1,12,999,99,9999,1,7,7,9,3,2,6
"237",237,11,2016,17,1,1,509,5,1,1,99,26,9,1,4,999,99,9999,1,4,4,6,3,2,6
"238",238,11,2016,17,1,1,601,6,2,1,99,27,2,1,1,41,4,1997,1,4,4,6,3,2,3
"239",239,11,2016,17,1,1,601,6,2,1,99,36,1,1,4,8,5,9999,1,6,6,8,3,2,6
"240",240,11,2016,17,1,1,901,9,1,1,99,31,9,1,1,69,4,9999,1,5,5,7,3,2,6
"241",241,11,2016,17,1,1,901,9,1,1,99,60,9,1,1,52,7,9999,1,11,11,13,3,2,6
"242",242,11,2016,18,1,1,1604,16,2,1,99,56,9,1,1,69,11,1994,1,10,10,12,4,3,3
"243",243,11,2016,18,1,1,1604,16,2,1,99,71,9,1,4,27,1,9999,1,13,11,15,4,3,6
"244",244,11,2016,19,1,1,301,3,2,1,99,80,9,1,3,48,4,1999,1,15,11,17,4,3,3
"245",245,11,2016,19,1,1,301,3,2,1,99,33,9,1,4,27,1,2014,1,5,5,7,4,3,5
"246",246,12,2016,7,1,2,101,1,2,1,1,24,9,1,3,69,9,1993,1,3,3,5,2,1,3
"247",247,12,2016,7,1,2,101,1,2,2,1,33,9,1,1,27,4,2001,1,5,5,7,2,1,4
"248",248,12,2016,3,1,2,101,1,2,1,13,999,9,1,1,48,9,2013,2,16,12,18,1,1,5
"249",249,12,2016,22,1,2,101,1,1,9,13,999,9,9,1,999,99,9999,1,16,12,18,4,3,6
