<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","g_edad","estado_pil","grupo_mode_veh"
5358,3,"Noviembre","Domingo",22,"Solola","Panajachel","RURAL","Ignorado","Hombre","Ignorado","Mayor","Mototaxi","Amarillo","Ignorado","COLISION","Bajaj","Ignorado","NORMAL","Ignorado"
5359,3,"Noviembre","Domingo",21,"Guatemala","Guatemala","URBANO","1","Hombre","23","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Suzuki","20-24","NORMAL","Ignorado"
5360,3,"Noviembre","Domingo",21,"Guatemala","Guatemala","URBANO","1","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
5361,3,"Noviembre","Domingo",15,"El Progreso","Guastatoya","RURAL","Ignorado","Hombre","23","Mayor","Automovil","Gris","Ignorado","CHOQUE","Mazda","20-24","IGNORADO","Ignorado"
5362,3,"Noviembre","Domingo",18,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","28","Mayor","Pick up","Gris","Ignorado","CHOQUE","Toyota","25-29","IGNORADO","Ignorado"
5363,4,"Noviembre","Lunes",21,"Guatemala","Guatemala","URBANO","6","Hombre","23","Mayor","Automovil","Blanco","Ignorado","COLISION","Toyota","20-24","IGNORADO","Ignorado"
5364,4,"Noviembre","Lunes",21,"Guatemala","Guatemala","URBANO","6","Hombre","49","Mayor","Motocicleta","Corinto","Ignorado","COLISION","Subaru","45-49","IGNORADO","Ignorado"
5365,4,"Noviembre","Lunes",9,"Santa Rosa","Guazacapán","RURAL","Ignorado","Hombre","60","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Ignorado","55 y más","IGNORADO","Ignorado"
5366,4,"Noviembre","Lunes",9,"Santa Rosa","Guazacapán","RURAL","Ignorado","Hombre","30","Mayor","Motocicleta","Rojo","2010-2013","COLISION","Sniper","30-34","IGNORADO","2010-2014"
5367,4,"Noviembre","Lunes",15,"Baja Verapaz","Salamá","URBANO","Ignorado","Hombre","37","Mayor","Pick up","Café","1980-1989","COLISION","Toyota","35-39","EBRIO","1980-1989"
5368,4,"Noviembre","Lunes",15,"Baja Verapaz","Salamá","URBANO","Ignorado","Hombre","37","Mayor","Pick up","Café","1980-1989","COLISION","Toyota","35-39","NORMAL","1980-1989"
5369,4,"Noviembre","Lunes",15,"Baja Verapaz","Salamá","URBANO","Ignorado","Hombre","25","Mayor","Microbus","Blanco","2014","COLISION","Toyota","25-29","NORMAL","2010-2014"
5370,4,"Noviembre","Lunes",20,"El Progreso","Guastatoya","RURAL","Ignorado","Hombre","33","Mayor","Bus urbano","Ignorado","2000-2009","COLISION","Volvo","30-34","NORMAL","2000-2009"
5371,4,"Noviembre","Lunes",20,"El Progreso","Guastatoya","RURAL","Ignorado","Hombre","33","Mayor","Automovil","Ignorado","Ignorado","COLISION","Ignorado","30-34","NORMAL","Ignorado"
5372,4,"Noviembre","Lunes",9,"Sacatepéquez","Sumpango","RURAL","Ignorado","Hombre","Ignorado","Mayor","Pick up","Anaranjado","Ignorado","COLISION","Toyota","Ignorado","IGNORADO","Ignorado"
5373,4,"Noviembre","Lunes",9,"Sacatepéquez","Sumpango","RURAL","Ignorado","Hombre","22","Mayor","Pick up","Blanco","2010-2013","COLISION","Mazda","20-24","IGNORADO","2010-2014"
5374,5,"Noviembre","Martes",20,"Guatemala","Guatemala","URBANO","13","Hombre","35","Mayor","Camión","Blanco","2000-2009","COLISION","Hino","35-39","IGNORADO","2000-2009"
5375,5,"Noviembre","Martes",19,"Guatemala","Guatemala","URBANO","13","Hombre","40","Mayor","Automovil","Rojo","Ignorado","COLISION","Mazda","40-44","IGNORADO","Ignorado"
5376,5,"Noviembre","Martes",10,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","54","Mayor","Pick up","Verde","2000-2009","COLISION","Ignorado","50-54","IGNORADO","2000-2009"
5377,5,"Noviembre","Martes",10,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","20","Mayor","Motocicleta","Rojo","2000-2009","COLISION","Bajaj","20-24","IGNORADO","2000-2009"
5378,5,"Noviembre","Martes",18,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","34","Mayor","Automovil","Negro","Ignorado","COLISION","Honda","30-34","IGNORADO","Ignorado"
5379,5,"Noviembre","Martes",18,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","27","Mayor","Motocicleta","Rojo","2010-2013","COLISION","Suzuki","25-29","IGNORADO","2010-2014"
5380,5,"Noviembre","Martes",16,"Quetzaltenango","Quetzaltenango","URBANO","1","Hombre","31","Mayor","Automovil","Gris","Ignorado","COLISION","Hyundai","30-34","EBRIO","Ignorado"
5381,5,"Noviembre","Martes",16,"Quetzaltenango","Quetzaltenango","URBANO","1","Hombre","41","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Honda","40-44","IGNORADO","Ignorado"
5382,5,"Noviembre","Martes",19,"San Marcos","San Marcos","RURAL","Ignorado","Hombre","50","Mayor","Automovil","Azul","1990-1999","COLISION","Toyota","50-54","EBRIO","1990-1999"
5383,5,"Noviembre","Martes",19,"San Marcos","San Marcos","RURAL","Ignorado","Hombre","Ignorado","Ignorado","Pick up","Gris","2000-2009","COLISION","Toyota","Ignorado","IGNORADO","2000-2009"
5384,5,"Noviembre","Martes",6,"Baja Verapaz","Purulhá","RURAL","Ignorado","Hombre","28","Mayor","Camión","Blanco","Ignorado","COLISION","Hino","25-29","IGNORADO","Ignorado"
5385,5,"Noviembre","Martes",6,"Baja Verapaz","Purulhá","RURAL","Ignorado","Hombre","54","Mayor","Camión","Gris","Ignorado","COLISION","Mercedes benz","50-54","IGNORADO","Ignorado"
5386,6,"Noviembre","Miercoles",11,"Guatemala","Guatemala","URBANO","3","Hombre","50","Mayor","Automovil","Gris","2000-2009","COLISION","Toyota","50-54","IGNORADO","2000-2009"
5387,6,"Noviembre","Miercoles",11,"Guatemala","Guatemala","URBANO","3","Hombre","Ignorado","Ignorado","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
5388,6,"Noviembre","Miercoles",10,"Jutiapa","Yupiltepeque","RURAL","Ignorado","Hombre","25","Mayor","Motocicleta","Rojo","2010-2013","COLISION","Bajaj","25-29","IGNORADO","2010-2014"
5389,6,"Noviembre","Miercoles",10,"Jutiapa","Yupiltepeque","RURAL","Ignorado","Hombre","22","Mayor","Automovil","Corinto","Ignorado","COLISION","Toyota","20-24","IGNORADO","Ignorado"
5390,6,"Noviembre","Miercoles",21,"Jalapa","San Manuel Chaparrón","RURAL","Ignorado","Hombre","32","Mayor","Camioneta","Corinto","1990-1999","CHOQUE","Jeep","30-34","IGNORADO","1990-1999"
5391,6,"Noviembre","Miercoles",13,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","52","Mayor","Microbus","Corinto","1990-1999","COLISION","Nissan_duplicated_37","50-54","IGNORADO","1990-1999"
5392,6,"Noviembre","Miercoles",13,"Zacapa","Zacapa","RURAL","Ignorado","Mujer","48","Mayor","Motocicleta","Rojo","2000-2009","COLISION","Kymco","45-49","IGNORADO","2000-2009"
5393,6,"Noviembre","Miercoles",5,"Escuintla","Siquinalá","RURAL","Ignorado","Hombre","40","Mayor","Bus extraurbano","Rojo","1980-1989","CHOQUE","Ford","40-44","IGNORADO","1980-1989"
5394,6,"Noviembre","Miercoles",21,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","20","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Italika","20-24","IGNORADO","Ignorado"
5395,6,"Noviembre","Miercoles",21,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","22","Mayor","Motocicleta","Blanco","Ignorado","COLISION","Ignorado","20-24","IGNORADO","Ignorado"
5396,6,"Noviembre","Miercoles",11,"Baja Verapaz","Purulhá","RURAL","Ignorado","Hombre","29","Mayor","Pick up","Gris","2010-2013","COLISION","Toyota","25-29","IGNORADO","2010-2014"
5397,6,"Noviembre","Miercoles",11,"Baja Verapaz","Purulhá","RURAL","Ignorado","Hombre","72","Mayor","Pick up","Beige","1990-1999","COLISION","Toyota","55 y más","IGNORADO","1990-1999"
5398,7,"Noviembre","Jueves",3,"Guatemala","Guatemala","URBANO","2","Hombre","40","Mayor","Automovil","Gris","2000-2009","CHOQUE","Jaguar","40-44","EBRIO","2000-2009"
5399,7,"Noviembre","Jueves",3,"Guatemala","Guatemala","URBANO","1","Hombre","24","Mayor","Automovil","Gris","1990-1999","COLISION","Dodge_duplicated_11","20-24","EBRIO","1990-1999"
5400,7,"Noviembre","Jueves",3,"Guatemala","Guatemala","URBANO","1","Hombre","43","Mayor","Pick up","Anaranjado","1990-1999","COLISION","Toyota","40-44","NORMAL","1990-1999"
5401,7,"Noviembre","Jueves",8,"Guatemala","Mixco","RURAL","Ignorado","Hombre","21","Mayor","Automovil","Negro","2000-2009","CHOQUE","Hyundai","20-24","NORMAL","2000-2009"
5402,7,"Noviembre","Jueves",18,"Chiquimula","Jocotán","RURAL","Ignorado","Hombre","25","Mayor","Mototaxi","Rojo","2010-2013","CHOQUE","Bajaj","25-29","EBRIO","2010-2014"
5403,7,"Noviembre","Jueves",8,"San Marcos","Catarina","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Rojo","Ignorado","CHOQUE","Bajaj","Ignorado","IGNORADO","Ignorado"
5404,7,"Noviembre","Jueves",10,"Quiché","Ixcán","URBANO","1","Hombre","38","Mayor","Camión","Blanco","2000-2009","CHOQUE","Hino","35-39","EBRIO","2000-2009"
5405,7,"Noviembre","Jueves",20,"Alta Verapaz","Cobán","URBANO","1","Hombre","45","Mayor","Camioneta","Blanco","1980-1989","CHOQUE","Isuzu","45-49","EBRIO","1980-1989"
5406,7,"Noviembre","Jueves",18,"Petén","La Libertad_duplicated_1705","RURAL","Ignorado","Hombre","28","Mayor","Motocicleta","Ignorado","Ignorado","VUELCO","Ignorado","25-29","IGNORADO","Ignorado"
5407,8,"Noviembre","Viernes",15,"Guatemala","Guatemala","URBANO","14","Hombre","37","Mayor","Camioneta","Gris","2000-2009","COLISION","Toyota","35-39","IGNORADO","2000-2009"
5408,8,"Noviembre","Viernes",15,"Guatemala","Guatemala","URBANO","14","Mujer","37","Mayor","Automovil","Blanco","2000-2009","COLISION","Audi","35-39","IGNORADO","2000-2009"
5409,8,"Noviembre","Viernes",15,"Izabal","Morales","URBANO","Ignorado","Hombre","24","Mayor","Pick up","Beige","1980-1989","COLISION","Toyota","20-24","IGNORADO","1980-1989"
5410,8,"Noviembre","Viernes",15,"Izabal","Morales","URBANO","Ignorado","Hombre","49","Mayor","Panel","Blanco","2000-2009","COLISION","Toyota","45-49","IGNORADO","2000-2009"
5411,8,"Noviembre","Viernes",16,"Quiché","Chichicastenango","RURAL","Ignorado","Hombre","27","Mayor","Automovil","Beige","1990-1999","CHOQUE","Mazda","25-29","NORMAL","1990-1999"
5412,8,"Noviembre","Viernes",22,"Solola","Panajachel","RURAL","Ignorado","Hombre","26","Mayor","Automovil","Rojo","1990-1999","COLISION","Toyota","25-29","NORMAL","1990-1999"
5413,8,"Noviembre","Viernes",22,"Solola","Panajachel","RURAL","Ignorado","Hombre","17","Menor","Motocicleta","Ignorado","Ignorado","COLISION","Honda","15-19","NORMAL","Ignorado"
5414,8,"Noviembre","Viernes",7,"Chimaltenango","Tecpán Guatemala","RURAL","Ignorado","Hombre","43","Mayor","Pick up","Rojo","Ignorado","CHOQUE","Toyota","40-44","IGNORADO","Ignorado"
5415,8,"Noviembre","Viernes",0,"Guatemala","Petapa","RURAL","Ignorado","Hombre","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","Ignorado","IGNORADO","Ignorado"
5416,8,"Noviembre","Viernes",3,"Escuintla","Escuintla","URBANO","Ignorado","Hombre","22","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","20-24","IGNORADO","Ignorado"
5417,8,"Noviembre","Viernes",23,"Huehuetenango","Huehuetenango","RURAL","Ignorado","Hombre","Ignorado","Mayor","Pick up","Ignorado","Ignorado","CHOQUE","Ignorado","Ignorado","IGNORADO","Ignorado"
5418,9,"Noviembre","Sabado",2,"Guatemala","Guatemala","URBANO","1","Hombre","34","Mayor","Automovil","Blanco","1990-1999","CHOQUE","Chevrolet","30-34","EBRIO","1990-1999"
5419,9,"Noviembre","Sabado",4,"Guatemala","Guatemala","URBANO","5","Hombre","23","Mayor","Automovil","Gris","2000-2009","COLISION","Toyota","20-24","NORMAL","2000-2009"
5420,9,"Noviembre","Sabado",4,"Guatemala","Guatemala","URBANO","5","Hombre","51","Mayor","Automovil","Café","1980-1989","COLISION","Nissan_duplicated_37","50-54","NORMAL","1980-1989"
5421,9,"Noviembre","Sabado",8,"Guatemala","Guatemala","URBANO","13","Hombre","24","Mayor","Motocicleta","Rojo","Ignorado","VUELCO","Italika","20-24","NORMAL","Ignorado"
5422,9,"Noviembre","Sabado",2,"Guatemala","Mixco","URBANO","3","Hombre","44","Mayor","Automovil","Amarillo","Ignorado","COLISION","Mazda","40-44","NORMAL","Ignorado"
5423,9,"Noviembre","Sabado",2,"Guatemala","Mixco","URBANO","3","Hombre","21","Mayor","Motocicleta","Rojo","2010-2013","COLISION","Italika","20-24","NORMAL","2010-2014"
5424,9,"Noviembre","Sabado",18,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","29","Mayor","Automovil","Blanco","Ignorado","COLISION","Honda","25-29","EBRIO","Ignorado"
5425,9,"Noviembre","Sabado",18,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","29","Mayor","Automovil","Anaranjado","1980-1989","COLISION","Toyota","25-29","NORMAL","1980-1989"
5426,10,"Noviembre","Domingo",2,"Guatemala","Guatemala","URBANO","1","Hombre","29","Mayor","Microbus","Café","1990-1999","COLISION","Nissan_duplicated_37","25-29","NORMAL","1990-1999"
5427,10,"Noviembre","Domingo",2,"Guatemala","Guatemala","URBANO","1","Hombre","34","Mayor","Camioneta","Negro","2010-2013","COLISION","Ford","30-34","EBRIO","2010-2014"
5428,10,"Noviembre","Domingo",0,"Guatemala","Guatemala","URBANO","5","Hombre","54","Mayor","Automovil","Gris","1990-1999","COLISION","Geo","50-54","NORMAL","1990-1999"
5429,10,"Noviembre","Domingo",0,"Guatemala","Guatemala","URBANO","5","Hombre","26","Mayor","Motocicleta","Azul","Ignorado","COLISION","Ignorado","25-29","NORMAL","Ignorado"
5430,10,"Noviembre","Domingo",22,"Guatemala","Villa Canales","RURAL","Ignorado","Hombre","41","Mayor","Automovil","Celeste","1980-1989","COLISION","Honda","40-44","NORMAL","1980-1989"
5431,10,"Noviembre","Domingo",22,"Guatemala","Villa Canales","RURAL","Ignorado","Mujer","27","Mayor","Automovil","Ignorado","1990-1999","COLISION","Mazda","25-29","NORMAL","1990-1999"
5432,10,"Noviembre","Domingo",5,"Guatemala","Villa Canales","RURAL","Ignorado","Hombre","34","Mayor","Automovil","Negro","Ignorado","COLISION","Volkwagen","30-34","EBRIO","Ignorado"
5433,10,"Noviembre","Domingo",5,"Guatemala","Villa Canales","RURAL","Ignorado","Hombre","37","Mayor","Automovil","Corinto","Ignorado","COLISION","Honda","35-39","NORMAL","Ignorado"
5434,10,"Noviembre","Domingo",1,"Guatemala","Mixco","URBANO","3","Hombre","30","Mayor","Pick up","Negro","2010-2013","COLISION","Mazda","30-34","NORMAL","2010-2014"
5435,10,"Noviembre","Domingo",1,"Guatemala","Mixco","URBANO","3","Hombre","23","Mayor","Automovil","Gris","2000-2009","COLISION","Mazda","20-24","NORMAL","2000-2009"
5436,10,"Noviembre","Domingo",15,"Guatemala","Mixco","URBANO","1","Hombre","18","Mayor","Automovil","Blanco","Ignorado","COLISION","Hyundai","15-19","NORMAL","Ignorado"
5437,10,"Noviembre","Domingo",15,"Guatemala","Mixco","URBANO","1","Hombre","30","Mayor","Automovil","Corinto","1990-1999","COLISION","Geo","30-34","NORMAL","1990-1999"
5438,10,"Noviembre","Domingo",17,"Guatemala","Mixco","URBANO","4","Hombre","65","Mayor","Pick up","Blanco","1990-1999","CHOQUE","Nissan_duplicated_37","55 y más","NORMAL","1990-1999"
5439,10,"Noviembre","Domingo",23,"Guatemala","Mixco","URBANO","3","Hombre","25","Mayor","Automovil","Verde","1990-1999","COLISION","Honda","25-29","EBRIO","1990-1999"
5440,10,"Noviembre","Domingo",23,"Guatemala","Mixco","URBANO","3","Hombre","26","Mayor","Motocicleta","Negro","Ignorado","COLISION","Honda","25-29","NORMAL","Ignorado"
5441,10,"Noviembre","Domingo",22,"Zacapa","Zacapa","RURAL","Ignorado","Hombre","26","Mayor","Motocicleta","Negro","2010-2013","COLISION","Ignorado","25-29","EBRIO","2010-2014"
5442,10,"Noviembre","Domingo",22,"Zacapa","Zacapa","RURAL","Ignorado","Mujer","37","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Italika","35-39","NORMAL","Ignorado"
5443,10,"Noviembre","Domingo",22,"San Marcos","Malacatán","RURAL","Ignorado","Hombre","44","Mayor","Pick up","Rojo","Ignorado","COLISION","Toyota","40-44","EBRIO","Ignorado"
5444,10,"Noviembre","Domingo",22,"San Marcos","Malacatán","RURAL","Ignorado","Hombre","22","Mayor","Camioneta","Verde","1990-1999","COLISION","Isuzu","20-24","NORMAL","1990-1999"
5445,10,"Noviembre","Domingo",12,"San Marcos","San Rafael Pie de La Cuesta","RURAL","Ignorado","Hombre","Ignorado","Mayor","Camión","Blanco","Ignorado","VUELCO","Hino","Ignorado","IGNORADO","Ignorado"
5446,10,"Noviembre","Domingo",14,"San Marcos","Pajapita","RURAL","Ignorado","Hombre","Ignorado","Mayor","Pick up","Gris","Ignorado","CHOQUE","Toyota","Ignorado","IGNORADO","Ignorado"
5447,10,"Noviembre","Domingo",8,"Izabal","Livingston","RURAL","Ignorado","Hombre","79","Mayor","Automovil","Verde","Ignorado","COLISION","Toyota","55 y más","IGNORADO","Ignorado"
5448,10,"Noviembre","Domingo",8,"Izabal","Livingston","RURAL","Ignorado","Hombre","Ignorado","Mayor","Camión","Blanco","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
5449,10,"Noviembre","Domingo",0,"Petén","Sayaxché","RURAL","Ignorado","Hombre","79","Mayor","Pick up","Ignorado","Ignorado","VUELCO","Ignorado","55 y más","IGNORADO","Ignorado"
5450,10,"Noviembre","Domingo",18,"Chimaltenango","San Martín Jilotepeque","RURAL","Ignorado","Hombre","45","Mayor","Automovil","Rojo","1980-1989","COLISION","Ignorado","45-49","IGNORADO","1980-1989"
5451,10,"Noviembre","Domingo",18,"Chimaltenango","San Martín Jilotepeque","RURAL","Ignorado","Hombre","17","Menor","Mototaxi","Negro","2000-2009","COLISION","Bajaj","15-19","IGNORADO","2000-2009"
5452,10,"Noviembre","Domingo",21,"Guatemala","Guatemala","URBANO","9","Mujer","49","Mayor","Automovil","Negro","Ignorado","COLISION","Chevy","45-49","IGNORADO","Ignorado"
5453,10,"Noviembre","Domingo",21,"Guatemala","Guatemala","URBANO","9","Hombre","47","Mayor","Camioneta","Gris","Ignorado","COLISION","Dodge","45-49","IGNORADO","Ignorado"
5454,10,"Noviembre","Domingo",15,"Guatemala","Villa Nueva","URBANO","Ignorado","Mujer","22","Mayor","Automovil","Verde","2000-2009","COLISION","Mazda","20-24","IGNORADO","2000-2009"
5455,10,"Noviembre","Domingo",15,"Guatemala","Villa Nueva","URBANO","Ignorado","Mujer","22","Mayor","Motocicleta","Negro","2010-2013","COLISION","Ignorado","20-24","IGNORADO","2010-2014"
5456,10,"Noviembre","Domingo",19,"Baja Verapaz","Salamá","URBANO","Ignorado","Hombre","21","Mayor","Microbus","Rojo","Ignorado","COLISION","Ignorado","20-24","IGNORADO","Ignorado"
5457,10,"Noviembre","Domingo",19,"Baja Verapaz","Salamá","URBANO","Ignorado","Hombre","22","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Suzuki","20-24","IGNORADO","Ignorado"
5458,11,"Noviembre","Lunes",10,"Guatemala","Guatemala","URBANO","6","Mujer","55","Mayor","Jeep","Rojo","1980-1989","COLISION","Suzuki","55 y más","NORMAL","1980-1989"
5459,11,"Noviembre","Lunes",10,"Guatemala","Guatemala","URBANO","6","Hombre","25","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Italika","25-29","NORMAL","Ignorado"
5460,11,"Noviembre","Lunes",10,"Guatemala","Villa Canales","RURAL","Ignorado","Hombre","26","Mayor","Automovil","Café","Ignorado","CHOQUE","Toyota","25-29","IGNORADO","Ignorado"
5461,11,"Noviembre","Lunes",19,"Guatemala","Guatemala","URBANO","11","Ignorado","Ignorado","Mayor","Bus extraurbano","Rojo","1990-1999","VUELCO","International","Ignorado","IGNORADO","1990-1999"
5462,11,"Noviembre","Lunes",3,"Jutiapa","El Progreso","RURAL","Ignorado","Hombre","34","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","30-34","EBRIO","Ignorado"
5463,11,"Noviembre","Lunes",12,"Escuintla","Escuintla","URBANO","3","Hombre","62","Mayor","Pick up","Azul","Ignorado","COLISION","Ford","55 y más","NORMAL","Ignorado"
5464,11,"Noviembre","Lunes",21,"San Marcos","San Pablo ","RURAL","Ignorado","Hombre","28","Mayor","Microbus","Blanco","2010-2013","COLISION","Toyota","25-29","EBRIO","2010-2014"
5465,12,"Noviembre","Martes",10,"Guatemala","Guatemala","URBANO","5","Hombre","29","Mayor","Pick up","Blanco","1980-1989","COLISION","Toyota","25-29","EBRIO","1980-1989"
5466,12,"Noviembre","Martes",10,"Guatemala","Guatemala","URBANO","5","Hombre","25","Mayor","Automovil","Blanco","1990-1999","COLISION","Toyota","25-29","NORMAL","1990-1999"
5467,12,"Noviembre","Martes",16,"Jalapa","San Pedro Pinula","URBANO","Ignorado","Hombre","26","Mayor","Pick up","Gris","1980-1989","VUELCO","Toyota","25-29","NORMAL","1980-1989"
5468,12,"Noviembre","Martes",20,"Quetzaltenango","Coatepeque","URBANO","Ignorado","Hombre","39","Mayor","Panel","Blanco","Ignorado","COLISION","Ignorado","35-39","NORMAL","Ignorado"
5469,12,"Noviembre","Martes",11,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","URBANO","Ignorado","Hombre","25","Mayor","Pick up","Azul","1980-1989","CHOQUE","Toyota","25-29","EBRIO","1980-1989"
5470,12,"Noviembre","Martes",16,"Huehuetenango","Huehuetenango","RURAL","Ignorado","Hombre","25","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","25-29","EBRIO","Ignorado"
5471,12,"Noviembre","Martes",16,"Huehuetenango","Huehuetenango","RURAL","Ignorado","Hombre","40","Mayor","Motocicleta","Rojo","2000-2009","COLISION","Honda","40-44","NORMAL","2000-2009"
