"","núm_corre","año_ocu","día_ocu","hora_ocu","g_hora","g_hora_5","mes_ocu","día_sem_ocu","mupio_ocu","depto_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve"
"1",1,2017,1,1,1,1,1,7,101,1,6,1,37,6,6,8,1,1,12,7,7,1971,1,1
"2",2,2017,1,1,1,1,1,7,101,1,6,1,39,6,6,8,2,1,1,28,2,9999,6,1
"3",3,2017,1,2,1,1,1,7,110,1,99,1,20,3,3,5,2,1,4,18,1,9999,6,2
"4",4,2017,1,10,2,1,1,7,504,5,99,1,20,3,3,5,9,1,14,6,1,2014,5,1
"5",5,2017,1,10,2,1,1,7,504,5,99,1,25,4,4,6,9,1,1,69,4,1992,3,1
"6",6,2017,1,14,3,2,1,7,511,5,99,1,21,3,3,5,1,1,4,64,5,9999,6,1
"7",7,2017,1,14,3,2,1,7,511,5,99,1,47,8,8,10,1,1,3,69,2,1994,3,1
"8",8,2017,1,2,1,1,1,7,502,5,99,1,30,5,5,7,9,1,4,54,5,9999,6,1
"9",9,2017,1,2,1,1,1,7,502,5,99,9,999,16,12,18,9,9,1,52,4,9999,6,1
"10",10,2017,1,20,4,3,1,7,107,1,99,1,54,9,9,11,1,1,5,158,2,1994,3,1
"11",11,2017,1,20,4,3,1,7,107,1,99,1,18,2,2,4,9,1,4,999,99,9999,6,1
"12",12,2017,1,21,4,3,1,7,107,1,99,1,29,4,4,6,2,1,4,999,1,2013,5,1
"13",13,2017,1,21,4,3,1,7,107,1,99,1,54,9,9,11,1,1,1,28,2,2012,5,1
"14",14,2017,1,7,2,1,1,7,1301,13,99,1,33,5,5,7,2,1,4,67,1,2007,4,2
"15",15,2017,1,16,3,2,1,7,801,8,99,1,35,6,6,8,9,1,2,69,9,9999,6,1
"16",16,2017,1,16,3,2,1,7,801,8,99,1,999,16,12,18,9,1,1,69,1,9999,6,1
"17",17,2017,1,16,3,2,1,7,801,8,99,2,999,16,12,18,9,1,2,69,5,9999,6,1
"18",18,2017,1,18,4,3,1,7,802,8,99,1,29,4,4,6,9,1,3,56,10,1982,2,1
"19",19,2017,1,18,4,3,1,7,802,8,99,1,52,9,9,11,9,1,3,69,6,2007,4,1
"20",20,2017,1,18,4,3,1,7,1616,16,99,1,30,5,5,7,9,1,3,69,1,2004,4,2
"21",21,2017,1,0,1,1,1,7,203,2,99,1,23,3,3,5,9,1,4,6,3,9999,6,2
"22",22,2017,1,14,3,2,1,7,1703,17,99,1,45,8,8,10,9,1,8,34,2,9999,6,1
"23",23,2017,1,14,3,2,1,7,1703,17,99,1,23,3,3,5,9,1,4,27,5,9999,6,1
"24",24,2017,1,8,2,1,1,7,1710,17,99,1,22,3,3,5,9,1,4,999,99,9999,6,2
"25",25,2017,1,2,1,1,1,7,710,7,99,1,32,5,5,7,2,1,1,74,1,9999,6,2
"26",26,2017,1,10,2,1,1,7,701,7,99,1,39,6,6,8,1,1,9,69,2,9999,6,1
"27",27,2017,1,10,2,1,1,7,701,7,99,1,23,3,3,5,2,1,14,6,1,2007,4,1
"28",28,2017,1,19,4,3,1,7,413,4,99,1,28,4,4,6,2,1,3,56,4,9999,6,1
"29",29,2017,1,18,4,3,1,7,110,1,99,1,32,5,5,7,1,1,1,56,5,9999,6,1
"30",30,2017,1,18,4,3,1,7,110,1,99,9,999,16,12,18,9,9,1,999,2,9999,6,1
"31",31,2017,1,15,3,2,1,7,104,1,99,1,21,3,3,5,1,1,5,41,2,2007,4,1
"32",32,2017,1,15,3,2,1,7,104,1,99,1,22,3,3,5,1,1,4,6,5,2016,5,1
"33",33,2017,1,22,4,3,1,7,113,1,99,1,26,4,4,6,1,1,4,3,5,2016,5,1
"34",34,2017,1,22,4,3,1,7,113,1,99,9,999,16,12,18,9,9,1,999,99,9999,6,1
"35",35,2017,1,12,3,2,1,7,1021,10,99,9,999,16,12,18,9,9,1,999,3,9999,6,1
"36",36,2017,1,12,3,2,1,7,1021,10,99,1,34,5,5,7,9,1,4,6,1,9999,6,1
"37",37,2017,1,14,3,2,1,7,1004,10,99,1,20,3,3,5,9,1,1,48,5,9999,6,1
"38",38,2017,1,14,3,2,1,7,1004,10,99,1,36,6,6,8,9,1,4,6,1,2007,4,1
"39",39,2017,1,11,2,1,1,7,2001,20,99,1,34,5,5,7,9,1,1,69,1,2007,4,1
"40",40,2017,1,11,2,1,1,7,2001,20,99,1,44,7,7,9,9,1,1,48,1,1999,3,1
"41",41,2017,1,11,2,1,1,7,2001,20,99,1,29,4,4,6,1,1,1,69,1,9999,6,1
"42",42,2017,1,21,4,3,1,7,1903,19,99,1,60,11,11,13,2,1,2,41,4,9999,6,1
"43",43,2017,1,21,4,3,1,7,1903,19,99,2,25,4,4,6,1,1,1,69,5,9999,6,1
"44",44,2017,1,18,4,3,1,7,509,5,99,1,26,4,4,6,9,1,22,999,1,2015,5,1
"45",45,2017,1,11,2,1,1,7,101,1,10,1,30,5,5,7,9,1,4,999,99,9999,6,2
"46",46,2017,1,15,3,2,1,7,603,6,99,1,18,2,2,4,9,1,4,999,99,9999,6,2
"47",47,2017,2,1,1,1,1,1,110,1,99,1,24,3,3,5,1,1,3,69,2,1993,3,2
"48",48,2017,2,0,1,1,1,1,117,1,99,1,25,4,4,6,2,1,4,27,5,2016,5,2
"49",49,2017,2,14,3,2,1,1,101,1,1,1,44,7,7,9,9,1,2,69,9,2008,4,1
"50",50,2017,2,14,3,2,1,1,101,1,1,1,23,3,3,5,9,1,4,999,99,9999,6,1
"51",51,2017,2,8,2,1,1,1,2102,21,99,1,30,5,5,7,9,1,5,56,2,1995,3,1
"52",52,2017,2,8,2,1,1,1,2102,21,99,1,36,6,6,8,9,1,4,32,1,2016,5,1
"53",53,2017,2,17,3,2,1,1,2106,21,99,1,44,7,7,9,1,1,3,10,2,2002,4,1
"54",54,2017,2,17,3,2,1,1,2106,21,99,1,62,11,11,13,1,1,3,69,2,9999,6,1
"55",55,2017,2,16,3,2,1,1,2001,20,99,1,46,8,8,10,2,1,3,69,2,1989,2,1
"56",56,2017,2,16,3,2,1,1,2001,20,99,2,28,4,4,6,1,1,4,67,1,2016,5,1
"57",57,2017,2,16,3,2,1,1,2001,20,99,1,61,11,11,13,1,1,2,31,6,9999,6,1
"58",58,2017,2,16,3,2,1,1,2001,20,99,9,999,16,12,18,9,9,2,10,4,9999,6,1
"59",59,2017,2,12,3,2,1,1,513,5,99,1,42,7,7,9,1,1,3,48,8,2015,5,1
"60",60,2017,2,12,3,2,1,1,513,5,99,1,24,3,3,5,1,1,4,999,5,9999,6,1
"61",61,2017,2,14,3,2,1,1,501,5,99,1,34,5,5,7,1,1,1,73,2,9999,6,1
"62",62,2017,2,14,3,2,1,1,501,5,99,1,67,12,11,14,9,1,2,41,9,2006,4,1
"63",63,2017,2,12,3,2,1,1,507,5,99,1,999,16,12,18,9,1,4,32,7,9999,6,2
"64",64,2017,2,23,4,3,1,1,101,1,5,1,50,9,9,11,1,1,5,26,2,2014,5,1
"65",65,2017,2,23,4,3,1,1,101,1,5,1,999,16,12,18,9,1,4,6,5,9999,6,1
"66",66,2017,2,16,3,2,1,1,705,7,99,1,27,4,4,6,9,1,1,69,9,1993,3,1
"67",67,2017,2,16,3,2,1,1,705,7,99,1,31,5,5,7,9,1,14,999,99,9999,6,1
"68",68,2017,2,16,3,2,1,1,401,4,99,1,57,10,10,12,9,1,1,48,11,1997,3,2
"69",69,2017,2,18,4,3,1,1,303,3,99,1,56,10,10,12,9,1,6,19,5,1997,3,1
"70",70,2017,2,18,4,3,1,1,303,3,99,1,61,11,11,13,9,1,6,19,2,2001,4,1
"71",71,2017,2,21,4,3,1,1,117,1,99,1,18,2,2,4,2,1,4,32,1,2010,5,2
"72",72,2017,3,12,3,2,1,2,106,1,99,1,50,9,9,11,1,1,1,67,4,2003,4,1
"73",73,2017,3,12,3,2,1,2,106,1,99,1,23,3,3,5,9,1,4,6,3,2016,5,1
"74",74,2017,3,15,3,2,1,2,116,1,99,1,26,4,4,6,1,1,1,27,1,9999,6,1
"75",75,2017,3,15,3,2,1,2,116,1,99,9,999,16,12,18,9,9,3,31,3,9999,6,1
"76",76,2017,3,9,2,1,1,2,1904,19,99,1,50,9,9,11,1,1,3,52,1,2003,4,2
"77",77,2017,3,20,4,3,1,2,110,1,99,1,25,4,4,6,1,1,4,999,99,9999,6,1
"78",78,2017,3,20,4,3,1,2,501,5,99,9,999,16,12,18,9,9,1,999,99,9999,6,1
"79",79,2017,3,20,4,3,1,2,1323,13,99,1,47,8,8,10,2,1,3,999,4,9999,6,2
"80",80,2017,3,12,3,2,1,2,917,9,99,1,44,7,7,9,9,1,1,58,4,2009,4,1
"81",81,2017,3,12,3,2,1,2,917,9,99,1,35,6,6,8,9,1,1,27,3,2002,4,1
"82",82,2017,3,15,3,2,1,2,920,9,99,1,32,5,5,7,9,1,3,69,2,1987,2,1
"83",83,2017,3,15,3,2,1,2,920,9,99,1,31,5,5,7,9,1,9,69,1,2008,4,1
"84",84,2017,3,11,2,1,1,2,1504,15,99,1,28,4,4,6,9,1,4,67,4,9999,6,1
"85",85,2017,3,11,2,1,1,2,1504,15,99,1,14,1,1,3,9,2,4,67,3,9999,6,1
"86",86,2017,3,23,4,3,1,2,301,3,99,1,16,2,2,4,9,2,4,108,1,9999,6,2
"87",87,2017,4,12,3,2,1,3,107,1,99,1,23,3,3,5,9,1,4,32,3,9999,6,1
"88",88,2017,4,12,3,2,1,3,107,1,99,9,999,16,12,18,9,9,12,30,2,1991,3,1
"89",89,2017,4,17,3,2,1,3,1405,14,99,1,31,5,5,7,9,1,4,67,5,2017,5,1
"90",90,2017,4,17,3,2,1,3,1405,14,99,1,47,8,8,10,1,1,14,2,17,2017,5,1
"91",91,2017,4,9,2,1,1,3,306,3,99,1,30,5,5,7,1,1,12,30,1,1991,3,1
"92",92,2017,4,9,2,1,1,3,306,3,99,1,50,9,9,11,1,1,5,28,99,2003,4,1
"93",93,2017,4,9,2,1,1,3,306,3,99,1,41,7,7,9,1,1,3,999,11,2007,4,1
"94",94,2017,4,16,3,2,1,3,301,3,99,1,26,4,4,6,9,1,4,6,5,2016,5,1
"95",95,2017,4,16,3,2,1,3,301,3,99,1,46,8,8,10,9,1,14,6,4,2005,4,1
"96",96,2017,4,17,3,2,1,3,1001,10,99,1,22,3,3,5,9,1,1,48,4,9999,6,1
"97",97,2017,4,17,3,2,1,3,1001,10,99,1,32,5,5,7,9,1,4,32,5,9999,6,1
"98",98,2017,4,8,2,1,1,3,1613,16,99,1,48,8,8,10,1,1,6,19,3,2003,4,1
"99",99,2017,4,8,2,1,1,3,1613,16,99,9,999,16,12,18,9,9,5,52,2,9999,6,1
"100",100,2017,4,10,2,1,1,3,401,4,99,1,20,3,3,5,9,1,4,67,99,2015,5,1
"101",101,2017,4,10,2,1,1,3,401,4,99,1,27,4,4,6,9,1,14,6,1,2013,5,1
"102",102,2017,4,20,4,3,1,3,108,1,99,1,27,4,4,6,9,1,12,30,6,2000,4,1
"103",103,2017,4,20,4,3,1,3,108,1,99,2,30,5,5,7,9,1,1,73,5,2002,4,1
"104",104,2017,5,10,2,1,1,4,110,1,99,1,30,5,5,7,1,1,4,6,5,9999,6,1
"105",105,2017,5,10,2,1,1,4,110,1,99,1,34,5,5,7,1,1,4,32,5,9999,6,1
"106",106,2017,5,0,1,1,1,4,109,1,99,1,30,5,5,7,1,1,1,48,99,9999,6,1
"107",107,2017,5,0,1,1,1,4,109,1,99,1,17,2,2,4,1,2,4,999,99,9999,6,1
"108",108,2017,5,0,1,1,1,4,1307,13,99,1,21,3,3,5,2,1,4,6,3,9999,6,1
"109",109,2017,5,0,1,1,1,4,1307,13,99,1,24,3,3,5,2,1,4,27,5,2005,4,1
"110",110,2017,5,17,3,2,1,4,1301,13,99,2,47,8,8,10,1,1,1,10,99,1998,3,1
"111",111,2017,5,17,3,2,1,4,1301,13,99,1,32,5,5,7,1,1,4,96,2,2005,4,1
"112",112,2017,5,15,3,2,1,4,1507,15,99,1,44,7,7,9,1,1,3,56,10,1987,2,2
"113",113,2017,5,14,3,2,1,4,1805,18,99,1,25,4,4,6,1,1,4,999,99,9999,6,1
"114",114,2017,5,14,3,2,1,4,1805,18,99,1,19,2,2,4,1,1,4,76,1,9999,6,1
"115",115,2017,5,17,3,2,1,4,1701,17,99,1,28,4,4,6,2,1,1,69,9,2003,4,1
"116",116,2017,5,17,3,2,1,4,1701,17,99,1,27,4,4,6,1,1,1,48,99,2008,4,1
"117",117,2017,6,16,3,2,1,5,101,1,18,1,35,6,6,8,1,1,6,19,2,1997,3,1
"118",118,2017,6,16,3,2,1,5,101,1,18,1,35,6,6,8,1,1,4,67,1,2016,5,1
"119",119,2017,6,21,4,3,1,5,117,1,99,9,999,16,12,18,9,9,1,999,99,9999,6,1
"120",120,2017,6,21,4,3,1,5,117,1,99,1,22,3,3,5,9,1,4,64,1,2016,5,1
"121",121,2017,6,17,3,2,1,5,1901,19,99,1,57,10,10,12,9,1,4,999,99,9999,6,1
"122",122,2017,6,17,3,2,1,5,1901,19,99,1,14,1,1,3,9,2,4,999,99,9999,6,1
"123",123,2017,6,0,1,1,1,5,501,5,99,1,41,7,7,9,2,1,4,67,5,2011,5,1
"124",124,2017,6,0,1,1,1,5,501,5,99,9,999,16,12,18,9,9,2,48,4,2005,4,1
"125",125,2017,6,18,4,3,1,5,1301,13,99,1,28,4,4,6,2,1,1,48,6,9999,6,1
"126",126,2017,6,18,4,3,1,5,1301,13,99,1,24,3,3,5,1,1,3,14,4,1982,2,1
"127",127,2017,6,18,4,3,1,5,1301,13,99,2,32,5,5,7,1,1,4,32,3,2016,5,1
"128",128,2017,6,18,4,3,1,5,1301,13,99,1,45,8,8,10,1,1,1,69,4,2010,5,1
"129",129,2017,6,21,4,3,1,5,803,8,99,1,46,8,8,10,9,1,3,69,2,9999,6,4
"130",130,2017,6,20,4,3,1,5,202,2,99,1,50,9,9,11,1,1,3,56,99,1986,2,1
"131",131,2017,6,20,4,3,1,5,202,2,99,1,24,3,3,5,1,1,3,69,99,1986,2,1
"132",132,2017,6,14,3,2,1,5,1701,17,99,1,42,7,7,9,1,1,6,23,3,1992,3,1
"133",133,2017,6,14,3,2,1,5,1701,17,99,1,24,3,3,5,1,1,4,67,5,9999,6,1
"134",134,2017,7,15,3,2,1,6,101,1,1,1,21,3,3,5,1,1,5,52,14,1994,3,1
"135",135,2017,7,15,3,2,1,6,101,1,1,1,20,3,3,5,1,1,4,18,5,2013,5,1
"136",136,2017,7,9,2,1,1,6,101,1,3,1,40,7,7,9,1,1,2,10,4,1999,3,1
"137",137,2017,7,9,2,1,1,6,101,1,3,1,28,4,4,6,1,1,4,3,5,2015,5,1
"138",138,2017,7,23,4,3,1,6,101,1,8,1,22,3,3,5,9,1,4,6,3,9999,6,2
"139",139,2017,7,20,4,3,1,6,101,1,11,1,20,3,3,5,9,1,1,27,9,2013,5,1
"140",140,2017,7,20,4,3,1,6,101,1,11,1,25,4,4,6,9,1,4,999,5,9999,6,1
"141",141,2017,7,23,4,3,1,6,2011,20,99,1,32,5,5,7,1,1,3,69,3,1994,3,1
"142",142,2017,7,23,4,3,1,6,2011,20,99,1,31,5,5,7,9,1,4,18,2,2014,5,1
"143",143,2017,7,22,4,3,1,6,1901,19,99,1,61,11,11,13,2,1,1,52,2,2001,4,1
"144",144,2017,7,22,4,3,1,6,1901,19,99,2,26,4,4,6,1,1,1,69,4,1999,3,1
"145",145,2017,7,11,2,1,1,6,504,5,99,1,41,7,7,9,1,1,2,52,4,2003,4,1
"146",146,2017,7,11,2,1,1,6,504,5,99,1,50,9,9,11,1,1,12,30,6,1991,3,1
"147",147,2017,7,14,3,2,1,6,501,5,99,1,21,3,3,5,2,1,1,999,99,9999,6,1
"148",148,2017,7,14,3,2,1,6,501,5,99,9,999,16,12,18,9,9,1,52,99,9999,6,1
"149",149,2017,7,16,3,2,1,6,611,6,99,1,72,13,11,15,1,1,3,69,3,1991,3,1
"150",150,2017,7,16,3,2,1,6,611,6,99,2,22,3,3,5,1,1,4,32,99,9999,6,1
"151",151,2017,7,14,3,2,1,6,1001,10,99,1,24,3,3,5,9,1,2,10,4,2001,4,1
"152",152,2017,7,20,4,3,1,6,1601,16,99,1,22,3,3,5,9,1,4,18,99,9999,6,4
"153",153,2017,7,18,4,3,1,6,1601,16,99,1,36,6,6,8,9,1,4,999,99,9999,6,2
"154",154,2017,7,17,3,2,1,6,201,2,99,1,33,5,5,7,9,1,12,30,99,2012,5,1
"155",155,2017,7,17,3,2,1,6,201,2,99,1,34,5,5,7,9,1,12,999,99,9999,6,1
"156",156,2017,7,17,3,2,1,6,201,2,99,1,32,5,5,7,9,1,3,999,99,9999,6,1
"157",157,2017,7,6,2,1,1,6,208,2,99,1,23,3,3,5,9,1,3,10,3,9999,6,4
"158",158,2017,7,5,1,1,1,6,304,3,99,1,26,4,4,6,9,1,4,6,5,9999,6,4
"159",159,2017,8,22,4,3,1,7,1901,19,99,1,44,7,7,9,2,1,3,48,2,2011,5,1
"160",160,2017,8,22,4,3,1,7,1901,19,99,9,999,16,12,18,9,9,6,999,2,9999,6,1
"161",161,2017,8,4,1,1,1,7,501,5,99,1,25,4,4,6,9,1,4,999,99,9999,6,4
"162",162,2017,8,17,3,2,1,7,920,9,99,1,33,5,5,7,2,1,11,41,2,2002,4,2
"163",163,2017,8,1,1,1,1,7,1222,12,99,1,36,6,6,8,9,1,3,69,4,1991,3,1
"164",164,2017,8,1,1,1,1,7,1222,12,99,1,21,3,3,5,9,1,4,999,99,9999,6,1
"165",165,2017,8,1,1,1,1,7,1222,12,99,1,44,7,7,9,2,1,3,69,5,1989,2,4
"166",166,2017,8,9,2,1,1,7,1601,16,99,1,65,12,11,14,9,1,12,41,2,2002,4,1
"167",167,2017,8,9,2,1,1,7,1601,16,99,1,25,4,4,6,9,1,4,67,5,2012,5,1
"168",168,2017,8,9,2,1,1,7,1801,18,99,9,999,16,12,18,9,9,9,999,99,9999,6,3
"169",169,2017,9,23,4,3,1,1,1901,19,99,1,34,5,5,7,9,1,4,67,99,9999,6,2
"170",170,2017,9,0,1,1,1,1,501,5,99,1,29,4,4,6,1,1,4,76,1,9999,6,1
"171",171,2017,9,13,3,2,1,1,1002,10,99,1,34,5,5,7,1,1,6,19,1,1996,3,1
"172",172,2017,9,13,3,2,1,1,1002,10,99,1,41,7,7,9,1,1,5,31,2,1993,3,1
"173",173,2017,9,13,3,2,1,1,1002,10,99,1,33,5,5,7,1,1,14,6,1,9999,6,1
"174",174,2017,9,13,3,2,1,1,1002,10,99,2,24,3,3,5,1,1,11,16,2,2007,4,1
"175",175,2017,9,13,3,2,1,1,1002,10,99,1,35,6,6,8,1,1,2,52,4,2003,4,1
"176",176,2017,9,10,2,1,1,1,901,9,99,1,22,3,3,5,1,1,4,6,5,2016,5,1
"177",177,2017,9,10,2,1,1,1,901,9,99,2,22,3,3,5,1,1,4,43,1,2016,5,1
"178",178,2017,10,17,3,2,1,2,106,1,99,9,999,16,12,18,9,9,12,69,6,9999,6,2
"179",179,2017,10,18,4,3,1,2,2205,22,99,1,23,3,3,5,9,1,4,67,5,2012,5,4
"180",180,2017,10,20,4,3,1,2,2101,21,99,1,23,3,3,5,9,1,3,69,4,1986,2,4
"181",181,2017,10,19,4,3,1,2,2106,21,99,1,999,16,12,18,9,1,4,999,1,9999,6,1
"182",182,2017,10,19,4,3,1,2,2106,21,99,1,999,16,12,18,9,1,4,69,9,9999,6,1
"183",183,2017,10,20,4,3,1,2,501,5,99,9,999,16,12,18,9,9,6,999,99,9999,6,1
"184",184,2017,10,20,4,3,1,2,501,5,99,1,36,6,6,8,9,1,4,999,99,9999,6,1
"185",185,2017,10,0,1,1,1,2,111,1,99,1,25,4,4,6,1,1,4,67,3,2016,5,1
"186",186,2017,10,0,1,1,1,2,111,1,99,2,53,9,9,11,1,1,4,20,3,2016,5,1
"187",187,2017,10,22,4,3,1,2,1303,13,99,1,25,4,4,6,2,1,5,17,2,1992,3,2
"188",188,2017,10,23,4,3,1,2,1804,18,99,9,999,16,12,18,9,9,99,999,99,9999,6,1
"189",189,2017,10,23,4,3,1,2,1804,18,99,2,20,3,3,5,9,1,4,999,99,9999,6,1
"190",190,2017,10,18,4,3,1,2,301,3,99,1,27,4,4,6,9,1,1,48,6,1996,3,1
"191",191,2017,10,18,4,3,1,2,301,3,99,2,35,6,6,8,9,1,4,6,5,9999,6,1
"192",192,2017,11,23,4,3,1,3,101,1,1,9,999,16,12,18,9,9,1,28,5,2005,4,1
"193",193,2017,11,23,4,3,1,3,101,1,1,1,24,3,3,5,9,1,4,6,99,9999,6,1
"194",194,2017,11,6,2,1,1,3,101,1,18,1,25,4,4,6,9,1,1,48,5,2003,4,1
"195",195,2017,11,6,2,1,1,3,101,1,18,1,999,16,12,18,9,1,1,17,2,1997,3,1
"196",196,2017,11,11,2,1,1,3,117,1,99,2,52,9,9,11,9,1,1,52,4,9999,6,1
"197",197,2017,11,11,2,1,1,3,117,1,99,1,28,4,4,6,9,1,4,76,5,9999,6,1
"198",198,2017,11,17,3,2,1,3,2004,20,99,1,45,8,8,10,9,1,4,67,1,2016,5,4
"199",199,2017,11,11,2,1,1,3,1904,19,99,1,46,8,8,10,1,1,5,26,99,9999,6,1
"200",200,2017,11,11,2,1,1,3,1904,19,99,1,57,10,10,12,1,1,5,26,99,9999,6,1
"201",201,2017,11,11,2,1,1,3,1904,19,99,1,32,5,5,7,1,1,6,19,3,1996,3,1
"202",202,2017,11,12,3,2,1,3,504,5,99,1,37,6,6,8,1,1,12,30,7,2003,4,2
"203",203,2017,11,2,1,1,1,3,509,5,99,9,999,16,12,18,9,9,6,999,99,9999,6,1
"204",204,2017,11,2,1,1,1,3,509,5,99,1,23,3,3,5,9,1,4,27,99,9999,6,1
"205",205,2017,11,15,3,2,1,3,1101,11,99,1,33,5,5,7,9,1,4,27,99,9999,6,1
"206",206,2017,11,15,3,2,1,3,1101,11,99,1,36,6,6,8,9,1,1,67,4,2003,4,1
"207",207,2017,11,15,3,2,1,3,1319,13,99,1,61,11,11,13,1,1,1,69,3,2007,4,1
"208",208,2017,11,15,3,2,1,3,1319,13,99,1,41,7,7,9,1,1,6,19,99,2003,4,1
"209",209,2017,11,19,4,3,1,3,401,4,99,1,33,5,5,7,1,1,1,4,5,1998,3,1
"210",210,2017,11,19,4,3,1,3,401,4,99,1,17,2,2,4,9,2,4,53,4,9999,6,1
"211",211,2017,12,13,3,2,1,4,101,1,4,1,37,6,6,8,9,1,9,10,1,2001,4,1
"212",212,2017,12,13,3,2,1,4,101,1,4,1,39,6,6,8,9,1,4,6,3,2007,4,1
"213",213,2017,12,22,4,3,1,4,101,1,2,1,66,12,11,14,9,1,6,19,7,1991,3,1
"214",214,2017,12,22,4,3,1,4,101,1,2,1,999,16,12,18,9,1,4,999,99,9999,6,1
"215",215,2017,12,17,3,2,1,4,101,1,8,1,31,5,5,7,9,1,12,50,1,1997,3,1
"216",216,2017,12,17,3,2,1,4,101,1,8,1,21,3,3,5,9,1,4,999,99,9999,6,1
"217",217,2017,12,11,2,1,1,4,101,1,18,1,38,6,6,8,9,1,9,52,3,9999,6,1
"218",218,2017,12,11,2,1,1,4,101,1,18,1,21,3,3,5,9,1,9,52,2,1998,3,1
"219",219,2017,12,23,4,3,1,4,117,1,99,1,31,5,5,7,9,1,1,27,3,2003,4,1
"220",220,2017,12,23,4,3,1,4,117,1,99,1,31,5,5,7,9,1,4,3,5,9999,6,1
"221",221,2017,12,7,2,1,1,4,509,5,99,1,27,4,4,6,9,1,1,69,9,2002,4,1
"222",222,2017,12,7,2,1,1,4,509,5,99,1,43,7,7,9,9,1,4,32,1,2010,5,1
"223",223,2017,12,12,3,2,1,4,509,5,99,1,14,1,1,3,9,2,22,999,5,2012,5,2
"224",224,2017,12,14,3,2,1,4,601,6,99,1,48,8,8,10,9,1,1,69,11,2001,4,1
"225",225,2017,12,14,3,2,1,4,601,6,99,2,40,7,7,9,9,1,99,56,4,2008,4,1
"226",226,2017,12,15,3,2,1,4,605,6,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
"227",227,2017,12,15,3,2,1,4,605,6,99,1,33,5,5,7,9,1,4,67,5,2011,5,1
"228",228,2017,12,11,2,1,1,4,901,9,99,1,37,6,6,8,9,1,5,31,2,2011,5,1
"229",229,2017,12,11,2,1,1,4,901,9,99,1,56,10,10,12,9,1,3,69,1,1984,2,1
"230",230,2017,12,14,3,2,1,4,1801,18,99,1,22,3,3,5,9,1,1,69,3,9999,6,1
"231",231,2017,12,14,3,2,1,4,1801,18,99,1,40,7,7,9,9,1,6,19,1,9999,6,1
"232",232,2017,13,14,3,2,1,5,111,1,99,1,45,8,8,10,2,1,2,41,4,9999,6,1
"233",233,2017,13,14,3,2,1,5,111,1,99,1,45,8,8,10,1,1,99,999,99,9999,6,1
"234",234,2017,13,12,3,2,1,5,101,1,12,1,38,6,6,8,1,1,2,69,5,9999,6,1
"235",235,2017,13,12,3,2,1,5,101,1,12,1,26,4,4,6,1,1,1,999,99,9999,6,1
"236",236,2017,13,0,1,1,1,5,301,3,99,1,30,5,5,7,2,1,1,56,6,1993,3,1
"237",237,2017,13,0,1,1,1,5,301,3,99,1,999,16,12,18,1,1,3,69,5,9999,6,1
"238",238,2017,13,1,1,1,1,5,301,3,99,1,23,3,3,5,2,1,4,32,6,9999,6,4
"239",239,2017,13,10,2,1,1,5,1604,16,99,1,61,11,11,13,1,1,5,999,2,9999,6,1
"240",240,2017,13,10,2,1,1,5,1604,16,99,1,26,4,4,6,1,1,1,999,4,9999,6,1
"241",241,2017,13,17,3,2,1,5,1001,10,99,1,56,10,10,12,2,1,3,69,4,9999,6,1
"242",242,2017,13,17,3,2,1,5,1001,10,99,1,20,3,3,5,1,1,3,69,10,9999,6,1
"243",243,2017,13,16,3,2,1,5,202,2,99,1,49,8,8,10,1,1,5,17,2,1983,2,1
"244",244,2017,13,16,3,2,1,5,202,2,99,1,47,8,8,10,1,1,1,41,1,9999,6,1
"245",245,2017,13,11,2,1,1,5,1419,14,99,9,999,16,12,18,9,9,3,69,11,9999,6,2
"246",246,2017,13,2,1,1,1,5,1201,12,99,1,24,3,3,5,2,1,2,69,4,9999,6,2
"247",247,2017,13,18,4,3,1,5,101,1,1,2,30,5,5,7,1,1,2,13,4,9999,6,1
"248",248,2017,13,18,4,3,1,5,101,1,1,1,999,16,12,18,9,1,4,6,4,9999,6,1
"249",249,2017,13,23,4,3,1,5,101,1,12,1,21,3,3,5,9,1,4,76,5,2012,5,1
"250",250,2017,13,23,4,3,1,5,101,1,12,1,32,5,5,7,9,1,4,67,1,2007,4,1
"251",251,2017,13,22,4,3,1,5,109,1,99,1,27,4,4,6,2,1,4,6,5,9999,6,1
"252",252,2017,13,22,4,3,1,5,109,1,99,1,40,7,7,9,1,1,1,69,1,2000,4,1
"253",253,2017,14,4,1,1,1,6,109,1,99,1,999,16,12,18,9,1,4,999,5,9999,6,1
"254",254,2017,14,4,1,1,1,6,109,1,99,9,999,16,12,18,9,9,6,19,6,9999,6,1
"255",255,2017,14,7,2,1,1,6,101,1,12,9,999,16,12,18,9,9,1,999,99,9999,6,1
"256",256,2017,14,7,2,1,1,6,101,1,12,1,34,5,5,7,9,1,4,999,99,9999,6,1
"257",257,2017,14,9,2,1,1,6,109,1,99,1,21,3,3,5,9,1,2,27,4,2014,5,1
"258",258,2017,14,9,2,1,1,6,109,1,99,1,32,5,5,7,9,1,4,6,5,9999,6,1
"259",259,2017,14,23,4,3,1,6,117,1,99,1,45,8,8,10,2,1,1,56,99,9999,6,2
