"","núm_corre","año_ocu","día_ocu","hora_ocu","g_hora","g_hora_5","mes_ocu","día_sem_ocu","mupio_ocu","depto_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve"
"6349",6349,2017,6,21,4,3,10,5,1801,18,99,1,41,7,7,9,1,1,6,999,99,9999,6,1
"6350",6350,2017,6,21,4,3,10,5,1801,18,99,1,39,6,6,8,2,1,4,999,99,9999,6,1
"6351",6351,2017,6,0,1,1,10,5,101,1,13,1,60,11,11,13,1,1,12,999,99,9999,6,1
"6352",6352,2017,6,0,1,1,10,5,101,1,13,1,33,5,5,7,1,1,12,999,99,9999,6,1
"6353",6353,2017,7,2,1,1,10,6,101,1,2,1,24,3,3,5,2,1,4,6,1,2017,5,1
"6354",6354,2017,7,2,1,1,10,6,101,1,2,9,999,16,12,18,9,9,99,999,99,9999,6,1
"6355",6355,2017,7,19,4,3,10,6,101,1,18,1,40,7,7,9,1,1,2,28,5,2006,4,1
"6356",6356,2017,7,19,4,3,10,6,101,1,18,1,25,4,4,6,1,1,4,27,9,9999,6,1
"6357",6357,2017,7,11,2,1,10,6,101,1,13,2,38,6,6,8,1,1,1,27,4,2009,4,1
"6358",6358,2017,7,11,2,1,10,6,101,1,13,1,23,3,3,5,1,1,4,67,3,9999,6,1
"6359",6359,2017,7,22,4,3,10,6,101,1,12,1,999,16,12,18,9,1,4,999,99,9999,6,1
"6360",6360,2017,7,22,4,3,10,6,101,1,12,1,999,16,12,18,9,1,1,999,99,9999,6,1
"6361",6361,2017,7,6,2,1,10,6,101,1,7,9,999,16,12,18,9,9,99,999,99,9999,6,1
"6362",6362,2017,7,6,2,1,10,6,101,1,7,1,32,5,5,7,9,1,4,999,99,9999,6,1
"6363",6363,2017,7,5,1,1,10,6,111,1,99,1,999,16,12,18,1,1,4,999,5,9999,6,1
"6364",6364,2017,7,5,1,1,10,6,111,1,99,1,33,5,5,7,1,1,2,999,5,9999,6,1
"6365",6365,2017,7,23,4,3,10,6,109,1,99,1,40,7,7,9,9,1,6,19,2,9999,6,3
"6366",6366,2017,7,7,2,1,10,6,117,1,99,9,999,16,12,18,9,9,1,56,8,9999,6,2
"6367",6367,2017,7,19,4,3,10,6,2208,22,99,1,30,5,5,7,2,1,1,56,2,1996,3,1
"6368",6368,2017,7,19,4,3,10,6,2208,22,99,9,999,16,12,18,9,9,14,999,1,9999,6,1
"6369",6369,2017,7,10,2,1,10,6,2203,22,99,1,24,3,3,5,1,1,3,48,4,2015,5,1
"6370",6370,2017,7,10,2,1,10,6,2203,22,99,2,22,3,3,5,1,1,3,69,2,1993,3,1
"6371",6371,2017,7,12,3,2,10,6,506,5,99,1,24,3,3,5,9,1,4,64,5,2018,5,4
"6372",6372,2017,7,14,3,2,10,6,1108,11,99,1,36,6,6,8,1,1,5,31,2,9999,6,1
"6373",6373,2017,7,14,3,2,10,6,1108,11,99,1,34,5,5,7,9,1,4,54,3,9999,6,1
"6374",6374,2017,7,17,3,2,10,6,1613,16,99,1,33,5,5,7,9,1,4,6,1,2017,5,1
"6375",6375,2017,7,17,3,2,10,6,1613,16,99,9,999,16,12,18,9,9,9,999,99,9999,6,1
"6376",6376,2017,7,2,1,1,10,6,1801,18,99,1,999,16,12,18,9,1,4,18,5,2013,5,1
"6377",6377,2017,7,2,1,1,10,6,1801,18,99,1,26,4,4,6,9,1,4,67,4,9999,6,1
"6378",6378,2017,7,18,4,3,10,6,1801,18,99,1,31,5,5,7,9,1,6,40,6,1996,3,1
"6379",6379,2017,7,18,4,3,10,6,1801,18,99,1,57,10,10,12,9,1,4,27,5,9999,6,1
"6380",6380,2017,7,5,1,1,10,6,1801,18,99,1,999,16,12,18,9,1,4,18,99,9999,6,1
"6381",6381,2017,7,5,1,1,10,6,1801,18,99,1,999,16,12,18,9,1,4,67,99,9999,6,1
"6382",6382,2017,7,14,3,2,10,6,1420,14,99,9,999,16,12,18,9,9,3,67,4,2013,5,1
"6383",6383,2017,8,9,2,1,10,7,101,1,6,1,49,8,8,10,9,1,1,41,3,2009,4,1
"6384",6384,2017,8,9,2,1,10,7,101,1,6,1,23,3,3,5,9,1,4,2,4,2016,5,1
"6385",6385,2017,8,1,1,1,10,7,101,1,7,1,20,3,3,5,9,1,4,6,3,9999,6,2
"6386",6386,2017,8,16,3,2,10,7,117,1,99,1,49,8,8,10,2,1,8,999,1,9999,6,1
"6387",6387,2017,8,16,3,2,10,7,117,1,99,1,34,5,5,7,1,1,4,999,99,9999,6,1
"6388",6388,2017,8,1,1,1,10,7,2101,21,99,1,999,16,12,18,9,1,4,6,3,9999,6,2
"6389",6389,2017,8,16,3,2,10,7,2106,21,99,1,20,3,3,5,9,1,4,6,3,9999,6,4
"6390",6390,2017,8,9,2,1,10,7,2001,20,99,1,35,6,6,8,9,1,7,69,6,9999,6,1
"6391",6391,2017,8,9,2,1,10,7,2001,20,99,2,31,5,5,7,9,1,2,69,3,2003,4,1
"6392",6392,2017,8,12,3,2,10,7,2007,20,99,1,45,8,8,10,9,1,4,35,6,2006,4,1
"6393",6393,2017,8,12,3,2,10,7,2007,20,99,1,19,2,2,4,9,1,4,67,5,2008,4,1
"6394",6394,2017,8,17,3,2,10,7,1101,11,99,1,29,4,4,6,9,1,9,69,2,9999,6,1
"6395",6395,2017,8,17,3,2,10,7,1101,11,99,1,21,3,3,5,9,1,4,27,1,9999,6,1
"6396",6396,2017,8,19,4,3,10,7,901,9,99,1,18,2,2,4,1,1,4,18,2,2017,5,1
"6397",6397,2017,8,19,4,3,10,7,901,9,99,1,15,2,2,4,1,2,3,69,2,1990,3,1
"6398",6398,2017,8,18,4,3,10,7,1301,13,99,1,29,4,4,6,9,1,4,999,5,9999,6,1
"6399",6399,2017,8,18,4,3,10,7,1301,13,99,1,25,4,4,6,9,1,4,32,1,9999,6,1
"6400",6400,2017,8,11,2,1,10,7,1602,16,99,1,40,7,7,9,9,1,3,999,99,1997,3,1
"6401",6401,2017,8,11,2,1,10,7,1602,16,99,1,52,9,9,11,9,1,3,32,99,2009,4,1
"6402",6402,2017,8,18,4,3,10,7,204,2,99,1,58,10,10,12,1,1,3,48,5,9999,6,1
"6403",6403,2017,8,18,4,3,10,7,204,2,99,2,34,5,5,7,1,1,1,999,1,9999,6,1
"6404",6404,2017,8,14,3,2,10,7,204,2,99,1,32,5,5,7,1,1,3,69,9,9999,6,3
"6405",6405,2017,8,20,4,3,10,7,101,1,13,1,19,2,2,4,1,1,4,76,1,9999,6,1
"6406",6406,2017,8,20,4,3,10,7,101,1,13,9,999,16,12,18,9,9,99,999,99,9999,6,1
"6407",6407,2017,8,20,4,3,10,7,117,1,99,9,999,16,12,18,9,9,3,69,4,9999,6,1
"6408",6408,2017,8,20,4,3,10,7,117,1,99,1,19,2,2,4,1,1,4,67,5,9999,6,1
"6409",6409,2017,8,20,4,3,10,7,701,7,99,1,27,4,4,6,9,1,3,69,3,9999,6,1
"6410",6410,2017,8,20,4,3,10,7,701,7,99,9,999,16,12,18,9,9,5,999,99,9999,6,1
"6411",6411,2017,9,21,4,3,10,1,108,1,99,1,38,6,6,8,9,1,1,56,2,9999,6,3
"6412",6412,2017,9,6,2,1,10,1,101,1,7,2,49,8,8,10,9,1,2,28,3,9999,6,1
"6413",6413,2017,9,6,2,1,10,1,101,1,7,1,43,7,7,9,9,1,4,27,4,9999,6,1
"6414",6414,2017,9,21,4,3,10,1,110,1,99,1,27,4,4,6,9,1,4,32,5,9999,6,2
"6415",6415,2017,9,1,1,1,10,1,101,1,19,1,48,8,8,10,2,1,10,28,2,9999,6,2
"6416",6416,2017,9,7,2,1,10,1,508,5,99,1,19,2,2,4,9,1,4,1,99,9999,6,1
"6417",6417,2017,9,7,2,1,10,1,508,5,99,9,999,16,12,18,9,9,3,52,6,9999,6,1
"6418",6418,2017,9,21,4,3,10,1,901,9,99,1,77,14,11,16,9,1,1,41,2,9999,6,1
"6419",6419,2017,9,21,4,3,10,1,901,9,99,1,15,2,2,4,9,2,4,41,5,9999,6,1
"6420",6420,2017,9,10,2,1,10,1,1601,16,99,1,46,8,8,10,9,1,5,999,2,9999,6,1
"6421",6421,2017,9,10,2,1,10,1,1601,16,99,1,32,5,5,7,9,1,4,3,3,9999,6,1
"6422",6422,2017,10,3,1,1,10,2,101,1,13,9,999,16,12,18,9,9,99,999,99,9999,6,1
"6423",6423,2017,10,3,1,1,10,2,101,1,13,1,21,3,3,5,9,1,4,6,5,9999,6,1
"6424",6424,2017,10,9,2,1,10,2,108,1,99,1,21,3,3,5,9,1,1,73,5,2009,4,1
"6425",6425,2017,10,9,2,1,10,2,108,1,99,1,52,9,9,11,9,1,11,73,99,9999,6,1
"6426",6426,2017,10,16,3,2,10,2,115,1,99,1,53,9,9,11,9,1,10,69,99,9999,6,1
"6427",6427,2017,10,16,3,2,10,2,115,1,99,1,51,9,9,11,9,1,5,999,99,9999,6,1
"6428",6428,2017,10,19,4,3,10,2,117,1,99,2,26,4,4,6,9,1,1,69,3,2007,4,1
"6429",6429,2017,10,19,4,3,10,2,117,1,99,1,34,5,5,7,9,1,4,67,1,9999,6,1
"6430",6430,2017,10,16,3,2,10,2,2205,22,99,9,999,16,12,18,9,9,7,999,99,9999,6,1
"6431",6431,2017,10,21,4,3,10,2,2009,20,99,1,48,8,8,10,1,1,3,69,2,9999,6,3
"6432",6432,2017,10,21,4,3,10,2,501,5,99,1,30,5,5,7,9,1,4,67,4,9999,6,4
"6433",6433,2017,10,20,4,3,10,2,501,5,99,1,24,3,3,5,9,1,4,64,5,9999,6,1
"6434",6434,2017,10,20,4,3,10,2,501,5,99,1,27,4,4,6,9,1,4,6,1,9999,6,1
"6435",6435,2017,10,0,1,1,10,2,1001,10,99,1,44,7,7,9,9,1,4,6,5,9999,6,1
"6436",6436,2017,10,0,1,1,10,2,1001,10,99,1,44,7,7,9,9,1,3,69,3,9999,6,1
"6437",6437,2017,10,5,1,1,10,2,1706,17,99,1,84,15,11,17,9,1,2,69,2,9999,6,3
"6438",6438,2017,11,7,2,1,10,3,101,1,13,1,33,5,5,7,9,1,3,31,1,9999,6,2
"6439",6439,2017,11,2,1,1,10,3,101,1,1,1,35,6,6,8,9,1,4,999,3,2017,5,1
"6440",6440,2017,11,2,1,1,10,3,101,1,1,1,35,6,6,8,9,1,1,999,5,9999,6,1
"6441",6441,2017,11,8,2,1,10,3,106,1,99,1,53,9,9,11,1,1,12,7,3,1992,3,1
"6442",6442,2017,11,8,2,1,10,3,106,1,99,1,24,3,3,5,9,1,4,76,5,9999,6,1
"6443",6443,2017,11,19,4,3,10,3,2205,22,99,1,49,8,8,10,9,1,12,30,2,1995,3,4
"6444",6444,2017,11,19,4,3,10,3,203,2,99,1,21,3,3,5,1,1,11,69,2,2013,5,1
"6445",6445,2017,11,19,4,3,10,3,203,2,99,1,31,5,5,7,1,1,3,69,4,1992,3,1
"6446",6446,2017,11,14,3,2,10,3,401,4,99,1,42,7,7,9,1,1,4,76,8,2017,5,1
"6447",6447,2017,11,14,3,2,10,3,401,4,99,1,19,2,2,4,1,1,4,6,3,2009,4,1
"6448",6448,2017,12,2,1,1,10,4,101,1,13,1,35,6,6,8,1,1,4,999,99,9999,6,1
"6449",6449,2017,12,20,4,3,10,4,508,5,99,1,47,8,8,10,2,1,3,52,5,2006,4,1
"6450",6450,2017,12,20,4,3,10,4,508,5,99,1,31,5,5,7,1,1,1,69,5,2010,5,1
"6451",6451,2017,12,19,4,3,10,4,609,6,99,1,20,3,3,5,1,1,4,64,5,9999,6,1
"6452",6452,2017,12,10,2,1,10,4,1001,10,99,1,18,2,2,4,1,1,4,67,5,2015,5,1
"6453",6453,2017,12,0,1,1,10,4,902,9,99,1,33,5,5,7,1,1,3,999,2,2004,4,1
"6454",6454,2017,12,0,1,1,10,4,902,9,99,1,46,8,8,10,1,1,99,999,99,9999,6,1
"6455",6455,2017,12,16,3,2,10,4,1501,15,99,1,28,4,4,6,1,1,4,64,1,2016,5,1
"6456",6456,2017,12,16,3,2,10,4,1501,15,99,1,24,3,3,5,2,1,1,999,6,1999,3,1
"6457",6457,2017,12,13,3,2,10,4,1707,17,99,1,42,7,7,9,1,1,5,26,2,9999,6,1
"6458",6458,2017,12,13,3,2,10,4,1707,17,99,1,21,3,3,5,1,1,3,52,4,9999,6,1
"6459",6459,2017,12,22,4,3,10,4,1411,14,99,1,35,6,6,8,1,1,9,69,4,9999,6,1
"6460",6460,2017,12,22,4,3,10,4,1411,14,99,1,32,5,5,7,1,1,4,27,5,9999,6,1
"6461",6461,2017,12,17,3,2,10,4,402,4,99,1,30,5,5,7,1,1,14,6,1,2007,4,1
"6462",6462,2017,12,17,3,2,10,4,402,4,99,1,19,2,2,4,1,1,4,32,1,2011,5,1
"6463",6463,2017,13,20,4,3,10,5,101,1,9,1,66,12,11,14,9,1,1,50,2,2011,5,1
"6464",6464,2017,13,20,4,3,10,5,101,1,9,1,27,4,4,6,9,1,1,27,4,2014,5,1
"6465",6465,2017,13,20,4,3,10,5,101,1,9,2,34,5,5,7,9,1,1,69,4,2012,5,1
"6466",6466,2017,13,20,4,3,10,5,101,1,9,1,34,5,5,7,9,1,1,73,9,2004,4,1
"6467",6467,2017,13,19,4,3,10,5,101,1,1,1,22,3,3,5,1,1,11,69,2,2011,5,1
"6468",6468,2017,13,19,4,3,10,5,101,1,1,1,48,8,8,10,1,1,4,77,5,9999,6,1
"6469",6469,2017,13,12,3,2,10,5,101,1,18,2,37,6,6,8,9,1,2,28,4,2006,4,1
"6470",6470,2017,13,12,3,2,10,5,101,1,18,1,18,2,2,4,9,1,4,64,3,2006,4,1
"6471",6471,2017,13,19,4,3,10,5,101,1,5,1,85,15,11,17,1,1,3,56,6,1993,3,1
"6472",6472,2017,13,19,4,3,10,5,101,1,5,1,19,2,2,4,9,1,4,77,4,2013,5,1
"6473",6473,2017,13,9,2,1,10,5,101,1,7,1,24,3,3,5,9,1,2,34,4,1985,2,1
"6474",6474,2017,13,9,2,1,10,5,101,1,7,1,30,5,5,7,9,1,4,64,5,2016,5,1
"6475",6475,2017,13,11,2,1,10,5,117,1,99,2,38,6,6,8,1,1,1,28,4,2013,5,1
"6476",6476,2017,13,11,2,1,10,5,117,1,99,1,20,3,3,5,9,1,4,2,2,9999,6,1
"6477",6477,2017,13,14,3,2,10,5,1020,10,99,1,38,6,6,8,9,1,12,7,7,9999,6,1
"6478",6478,2017,13,14,3,2,10,5,1020,10,99,1,42,7,7,9,9,1,4,6,5,9999,6,1
"6479",6479,2017,13,0,1,1,10,5,1101,11,99,1,28,4,4,6,9,1,4,18,5,2017,5,2
"6480",6480,2017,14,8,2,1,10,6,101,1,9,1,37,6,6,8,9,1,4,6,3,9999,6,2
"6481",6481,2017,14,7,2,1,10,6,101,1,17,1,40,7,7,9,9,1,5,26,2,2001,4,1
"6482",6482,2017,14,7,2,1,10,6,101,1,17,1,24,3,3,5,2,1,4,18,1,9999,6,1
"6483",6483,2017,14,8,2,1,10,6,101,1,13,1,55,10,10,12,9,1,1,28,4,2007,4,1
"6484",6484,2017,14,8,2,1,10,6,101,1,13,1,25,4,4,6,9,1,4,32,4,9999,6,1
"6485",6485,2017,14,0,1,1,10,6,101,1,7,1,33,5,5,7,9,1,1,999,99,9999,6,1
"6486",6486,2017,14,0,1,1,10,6,101,1,7,1,27,4,4,6,2,1,4,999,99,9999,6,1
"6487",6487,2017,14,5,1,1,10,6,109,1,99,1,40,7,7,9,1,1,5,50,7,1986,2,1
"6488",6488,2017,14,5,1,1,10,6,109,1,99,1,26,4,4,6,2,1,1,52,3,9999,6,1
"6489",6489,2017,14,4,1,1,10,6,101,1,11,2,43,7,7,9,1,1,1,69,4,1992,3,2
"6490",6490,2017,14,2,1,1,10,6,109,1,99,1,38,6,6,8,9,1,1,28,6,9999,6,1
"6491",6491,2017,14,2,1,1,10,6,109,1,99,1,21,3,3,5,9,1,4,6,5,9999,6,1
"6492",6492,2017,14,13,3,2,10,6,109,1,99,2,38,6,6,8,9,1,1,50,5,9999,6,1
"6493",6493,2017,14,13,3,2,10,6,109,1,99,1,29,4,4,6,9,1,5,26,2,9999,6,1
"6494",6494,2017,14,13,3,2,10,6,109,1,99,1,35,6,6,8,9,1,4,3,14,9999,6,1
"6495",6495,2017,14,14,3,2,10,6,117,1,99,1,24,3,3,5,9,1,1,28,2,2000,4,1
"6496",6496,2017,14,14,3,2,10,6,117,1,99,1,16,2,2,4,9,2,4,67,5,9999,6,1
"6497",6497,2017,14,13,3,2,10,6,1802,18,99,1,39,6,6,8,9,1,4,27,4,9999,6,2
"6498",6498,2017,15,6,2,1,10,7,101,1,1,2,32,5,5,7,2,1,9,48,9,2006,4,1
"6499",6499,2017,15,6,2,1,10,7,101,1,1,1,47,8,8,10,1,1,1,21,2,1996,3,1
"6500",6500,2017,15,0,1,1,10,7,101,1,17,1,59,10,10,12,9,1,6,19,3,9999,6,1
"6501",6501,2017,15,0,1,1,10,7,101,1,17,1,20,3,3,5,9,1,4,64,5,9999,6,1
"6502",6502,2017,15,0,1,1,10,7,101,1,17,1,24,3,3,5,9,1,1,48,5,9999,6,1
"6503",6503,2017,15,0,1,1,10,7,101,1,17,1,52,9,9,11,9,1,1,28,2,9999,6,1
"6504",6504,2017,15,0,1,1,10,7,101,1,17,1,31,5,5,7,9,1,9,69,3,9999,6,1
"6505",6505,2017,15,20,4,3,10,7,101,1,18,1,24,3,3,5,9,1,1,52,9,2003,4,1
"6506",6506,2017,15,20,4,3,10,7,101,1,18,1,30,5,5,7,9,1,4,76,3,9999,6,1
"6507",6507,2017,15,0,1,1,10,7,117,1,99,1,28,4,4,6,2,1,4,32,5,2011,5,1
"6508",6508,2017,15,0,1,1,10,7,117,1,99,1,45,8,8,10,1,1,4,18,4,2012,5,1
"6509",6509,2017,15,0,1,1,10,7,117,1,99,1,23,3,3,5,1,1,1,48,4,2007,4,1
"6510",6510,2017,15,0,1,1,10,7,117,1,99,1,20,3,3,5,1,1,4,32,1,2017,5,1
"6511",6511,2017,15,12,3,2,10,7,117,1,99,1,35,6,6,8,9,1,4,18,3,9999,6,2
"6512",6512,2017,15,13,3,2,10,7,2204,22,99,1,77,14,11,16,9,1,3,56,1,1986,2,1
"6513",6513,2017,15,13,3,2,10,7,2204,22,99,1,17,2,2,4,9,2,4,67,3,9999,6,1
"6514",6514,2017,15,10,2,1,10,7,501,5,99,1,29,4,4,6,1,1,6,19,5,9999,6,1
"6515",6515,2017,15,10,2,1,10,7,501,5,99,2,31,5,5,7,9,1,1,67,6,9999,6,1
"6516",6516,2017,15,8,2,1,10,7,505,5,99,1,50,9,9,11,9,1,1,69,2,9999,6,2
"6517",6517,2017,15,6,2,1,10,7,501,5,99,1,20,3,3,5,9,1,4,32,1,9999,6,2
"6518",6518,2017,15,15,3,2,10,7,1013,10,99,1,23,3,3,5,9,1,4,18,1,9999,6,1
"6519",6519,2017,15,15,3,2,10,7,1013,10,99,9,999,16,12,18,9,9,9,41,7,9999,6,1
"6520",6520,2017,15,2,1,1,10,7,710,7,99,1,35,6,6,8,9,1,4,32,1,2010,5,2
"6521",6521,2017,15,19,4,3,10,7,409,4,99,1,20,3,3,5,9,1,4,6,1,2017,5,1
"6522",6522,2017,15,19,4,3,10,7,409,4,99,1,17,2,2,4,9,2,4,6,5,2012,5,1
"6523",6523,2017,16,13,3,2,10,1,101,1,6,2,28,4,4,6,9,1,4,27,4,9999,6,1
"6524",6524,2017,16,13,3,2,10,1,101,1,6,1,73,13,11,15,9,1,3,41,2,9999,6,1
"6525",6525,2017,16,7,2,1,10,1,101,1,13,1,22,3,3,5,1,1,4,999,99,9999,6,2
"6526",6526,2017,16,23,4,3,10,1,1004,10,99,1,46,8,8,10,9,1,6,40,3,2003,4,1
"6527",6527,2017,16,23,4,3,10,1,1004,10,99,1,34,5,5,7,9,1,4,67,5,9999,6,1
"6528",6528,2017,16,19,4,3,10,1,1108,11,99,2,28,4,4,6,9,1,3,69,11,1985,2,1
"6529",6529,2017,16,19,4,3,10,1,1108,11,99,1,17,2,2,4,9,2,4,6,3,2012,5,1
"6530",6530,2017,16,22,4,3,10,1,1101,11,99,9,999,16,12,18,9,9,6,999,2,9999,6,1
"6531",6531,2017,16,22,4,3,10,1,1101,11,99,1,20,3,3,5,9,1,4,54,5,2017,5,1
"6532",6532,2017,16,20,4,3,10,1,1507,15,99,1,23,3,3,5,9,1,4,67,5,2017,5,1
"6533",6533,2017,16,20,4,3,10,1,1507,15,99,1,999,16,12,18,9,1,6,999,99,9999,6,1
"6534",6534,2017,16,6,2,1,10,1,1701,17,99,1,29,4,4,6,9,1,4,18,5,9999,6,1
"6535",6535,2017,16,6,2,1,10,1,1701,17,99,1,62,11,11,13,9,1,4,32,4,9999,6,1
"6536",6536,2017,16,19,4,3,10,1,1412,14,99,1,22,3,3,5,9,1,3,69,9,9999,6,1
"6537",6537,2017,16,22,4,3,10,1,404,4,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
"6538",6538,2017,16,22,4,3,10,1,404,4,99,1,17,2,2,4,1,2,4,999,99,9999,6,1
"6539",6539,2017,17,23,4,3,10,2,101,1,18,1,16,2,2,4,1,2,2,27,1,1999,3,1
"6540",6540,2017,17,23,4,3,10,2,101,1,18,1,34,5,5,7,1,1,4,100,3,2017,5,1
"6541",6541,2017,17,6,2,1,10,2,501,5,99,1,19,2,2,4,1,1,4,76,5,9999,6,1
"6542",6542,2017,17,6,2,1,10,2,501,5,99,1,28,4,4,6,1,1,4,67,14,2017,5,1
"6543",6543,2017,17,10,2,1,10,2,611,6,99,1,63,11,11,13,1,1,3,69,3,9999,6,3
"6544",6544,2017,17,11,2,1,10,2,1105,11,99,1,25,4,4,6,1,1,9,56,4,2008,4,1
"6545",6545,2017,17,11,2,1,10,2,1105,11,99,1,30,5,5,7,1,1,12,6,3,2017,5,1
"6546",6546,2017,17,17,3,2,10,2,1508,15,99,1,999,16,12,18,9,1,3,69,4,1988,2,2
"6547",6547,2017,17,14,3,2,10,2,205,2,99,1,75,14,11,16,1,1,2,69,99,9999,6,1
"6548",6548,2017,17,14,3,2,10,2,205,2,99,2,25,4,4,6,1,1,4,999,99,9999,6,1
"6549",6549,2017,17,19,4,3,10,2,1801,18,99,1,26,4,4,6,1,1,4,76,3,9999,6,1
"6550",6550,2017,17,19,4,3,10,2,1801,18,99,1,50,9,9,11,1,1,4,6,1,9999,6,1
"6551",6551,2017,18,18,4,3,10,3,101,1,3,1,43,7,7,9,1,1,10,28,2,2014,5,3
"6552",6552,2017,18,18,4,3,10,3,101,1,3,2,46,8,8,10,1,1,4,77,2,2016,5,4
"6553",6553,2017,18,21,4,3,10,3,2201,22,99,1,17,2,2,4,1,2,4,54,99,9999,6,2
"6554",6554,2017,18,1,1,1,10,3,1902,19,99,1,999,16,12,18,1,1,3,69,5,2012,5,2
"6555",6555,2017,18,22,4,3,10,3,1901,19,99,1,59,10,10,12,1,1,6,19,2,9999,6,1
"6556",6556,2017,18,22,4,3,10,3,1901,19,99,1,21,3,3,5,1,1,1,69,10,9999,6,1
"6557",6557,2017,18,16,3,2,10,3,502,5,99,1,37,6,6,8,1,1,2,17,2,2012,5,1
"6558",6558,2017,18,16,3,2,10,3,502,5,99,1,51,9,9,11,1,1,3,31,2,9999,6,1
"6559",6559,2017,18,15,3,2,10,3,501,5,99,1,19,2,2,4,1,1,3,48,4,9999,6,1
"6560",6560,2017,18,15,3,2,10,3,501,5,99,1,68,12,11,14,1,1,3,69,3,9999,6,1
"6561",6561,2017,18,21,4,3,10,3,1712,17,99,1,999,16,12,18,1,1,4,999,99,9999,6,2
"6562",6562,2017,19,22,4,3,10,4,101,1,7,1,45,8,8,10,1,1,3,10,7,9999,6,1
"6563",6563,2017,19,22,4,3,10,4,101,1,7,1,28,4,4,6,1,1,4,999,99,9999,6,1
"6564",6564,2017,19,10,2,1,10,4,101,1,7,1,30,5,5,7,2,1,1,27,99,1993,3,1
"6565",6565,2017,19,10,2,1,10,4,101,1,7,1,30,5,5,7,1,1,1,6,99,9999,6,1
"6566",6566,2017,19,12,3,2,10,4,117,1,99,1,36,6,6,8,1,1,1,28,4,2012,5,2
"6567",6567,2017,19,12,3,2,10,4,117,1,99,1,35,6,6,8,1,1,4,72,5,2005,4,2
"6568",6568,2017,19,8,2,1,10,4,2005,20,99,1,43,7,7,9,1,1,3,69,3,1992,3,1
"6569",6569,2017,19,8,2,1,10,4,2005,20,99,1,32,5,5,7,1,1,4,999,99,9999,6,1
"6570",6570,2017,19,8,2,1,10,4,1601,16,99,1,37,6,6,8,1,1,9,69,3,2017,5,1
"6571",6571,2017,19,8,2,1,10,4,1601,16,99,1,47,8,8,10,1,1,1,28,7,2009,4,1
"6572",6572,2017,19,18,4,3,10,4,207,2,99,1,67,12,11,14,1,1,3,69,4,2015,5,1
"6573",6573,2017,19,18,4,3,10,4,207,2,99,1,30,5,5,7,1,1,4,67,1,9999,6,1
"6574",6574,2017,19,7,2,1,10,4,1409,14,99,1,38,6,6,8,1,1,5,17,99,1995,3,1
"6575",6575,2017,19,7,2,1,10,4,1409,14,99,1,19,2,2,4,1,1,3,69,2,1985,2,1
"6576",6576,2017,20,1,1,1,10,5,101,1,3,9,999,16,12,18,9,9,12,50,1,9999,6,2
"6577",6577,2017,20,1,1,1,10,5,101,1,3,9,999,16,12,18,9,9,2,27,7,2003,4,2
"6578",6578,2017,20,1,1,1,10,5,101,1,3,9,999,16,12,18,9,9,2,999,11,9999,6,2
"6579",6579,2017,20,1,1,1,10,5,101,1,3,9,999,16,12,18,9,9,4,32,1,9999,6,2
"6580",6580,2017,20,1,1,1,10,5,101,1,3,9,999,16,12,18,9,9,1,27,9,9999,6,2
"6581",6581,2017,20,1,1,1,10,5,101,1,3,9,999,16,12,18,9,9,1,27,9,1994,3,2
"6582",6582,2017,20,0,1,1,10,5,101,1,3,9,999,16,12,18,9,9,11,27,5,1990,3,2
"6583",6583,2017,20,2,1,1,10,5,101,1,4,1,32,5,5,7,9,1,4,27,14,9999,6,2
"6584",6584,2017,20,3,1,1,10,5,101,1,6,1,999,16,12,18,9,1,4,18,1,9999,6,1
"6585",6585,2017,20,3,1,1,10,5,101,1,6,1,36,6,6,8,9,1,1,28,2,2012,5,1
"6586",6586,2017,20,4,1,1,10,5,101,1,5,2,38,6,6,8,9,1,2,69,3,2008,4,1
"6587",6587,2017,20,4,1,1,10,5,101,1,5,1,39,6,6,8,9,1,2,27,5,2000,4,1
"6588",6588,2017,20,17,3,2,10,5,101,1,5,1,30,5,5,7,9,1,1,48,11,2009,4,1
"6589",6589,2017,20,17,3,2,10,5,101,1,5,1,18,2,2,4,9,1,4,27,1,2013,5,1
"6590",6590,2017,20,4,1,1,10,5,101,1,11,1,999,16,12,18,9,1,1,999,99,9999,6,1
"6591",6591,2017,20,4,1,1,10,5,101,1,11,1,27,4,4,6,9,1,4,32,1,9999,6,1
"6592",6592,2017,20,18,4,3,10,5,2101,21,99,1,37,6,6,8,9,1,2,56,6,2001,4,1
"6593",6593,2017,20,18,4,3,10,5,2101,21,99,1,47,8,8,10,9,1,4,32,3,9999,6,1
"6594",6594,2017,20,16,3,2,10,5,1905,19,99,1,33,5,5,7,9,1,1,73,6,1995,3,1
"6595",6595,2017,20,16,3,2,10,5,1905,19,99,1,18,2,2,4,9,1,4,67,4,2013,5,1
"6596",6596,2017,20,10,2,1,10,5,606,6,99,1,24,3,3,5,9,1,2,27,3,2008,4,1
"6597",6597,2017,20,10,2,1,10,5,606,6,99,1,37,6,6,8,9,1,1,52,3,2015,5,1
