"","núm_corre","año_ocu","mes_ocu","día_ocu","día_sem_ocu","hora_ocu","g_hora","g_hora_5","depto_ocu","mupio_ocu","área_geo_ocu","zona_ocu","sexo_per","edad_per","mayor_menor","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve"
"2447",2447,2015,8,9,7,13,3,2,1,101,1,10,1,31,1,5,5,7,9,4,21,5,9999,6,1
"2448",2448,2015,8,9,7,6,2,1,1,101,1,15,1,30,1,5,5,7,1,4,42,1,9999,6,1
"2449",2449,2015,8,9,7,20,4,3,1,103,1,3,9,999,9,16,12,18,9,99,99,99,9999,6,2
"2450",2450,2015,8,9,7,6,2,1,1,101,1,21,1,19,1,2,2,4,9,4,99,4,9999,6,3
"2451",2451,2015,8,9,7,17,3,2,1,115,2,99,1,32,1,5,5,7,1,2,44,5,1998,3,2
"2452",2452,2015,8,9,7,17,3,2,1,108,1,4,1,37,1,6,6,8,9,1,32,5,9999,6,2
"2453",2453,2015,8,9,7,17,3,2,1,108,1,6,1,30,1,5,5,7,9,4,99,99,9999,6,2
"2454",2454,2015,8,9,7,21,4,3,22,2207,2,99,1,50,1,9,9,11,9,4,42,1,9999,6,1
"2455",2455,2015,8,9,7,17,3,2,21,2101,1,2,1,23,1,3,3,5,2,4,21,1,9999,6,1
"2456",2456,2015,8,9,7,18,4,3,12,1215,1,1,2,31,1,5,5,7,1,2,44,4,2005,4,2
"2457",2457,2015,8,9,7,10,2,1,17,1712,2,99,1,14,2,1,1,3,1,4,99,3,9999,6,1
"2458",2458,2015,8,9,7,15,3,2,17,1703,2,99,1,26,1,4,4,6,1,14,2,1,9999,6,1
"2459",2459,2015,8,9,7,2,1,1,7,710,2,99,1,25,1,4,4,6,1,4,99,5,9999,6,4
"2460",2460,2015,8,9,7,1,1,1,4,406,2,99,9,999,9,16,12,18,9,3,44,9,9999,6,3
"2461",2461,2015,8,9,7,16,3,2,4,406,2,99,1,57,1,10,10,12,2,4,21,2,9999,6,2
"2462",2462,2015,8,9,7,23,4,3,4,411,2,99,1,20,1,3,3,5,2,4,2,5,9999,6,2
"2463",2463,2015,8,10,1,16,3,2,1,101,1,1,1,28,1,4,4,6,9,4,99,99,9999,6,1
"2464",2464,2015,8,10,1,15,3,2,1,101,1,15,1,26,1,4,4,6,9,4,42,1,9999,6,2
"2465",2465,2015,8,10,1,13,3,2,1,101,1,11,1,31,1,5,5,7,9,4,42,3,9999,6,1
"2466",2466,2015,8,10,1,1,1,1,1,110,2,99,1,37,1,6,6,8,2,12,22,11,9999,6,2
"2467",2467,2015,8,10,1,12,3,2,1,110,2,99,9,999,9,16,12,18,9,12,22,1,1992,3,3
"2468",2468,2015,8,10,1,12,3,2,20,2010,2,99,1,19,1,2,2,4,9,3,44,2,9999,6,1
"2469",2469,2015,8,10,1,9,2,1,5,502,2,99,1,68,1,12,11,14,9,1,99,99,9999,6,4
"2470",2470,2015,8,10,1,7,2,1,5,502,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,1
"2471",2471,2015,8,10,1,6,2,1,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
"2472",2472,2015,8,10,1,16,3,2,10,1001,2,99,2,32,1,5,5,7,1,1,44,1,9999,6,1
"2473",2473,2015,8,10,1,12,3,2,11,1101,2,99,1,26,1,4,4,6,1,3,13,3,2008,4,1
"2474",2474,2015,8,10,1,4,1,1,12,1229,2,99,1,21,1,3,3,5,1,1,44,6,1997,3,1
"2475",2475,2015,8,10,1,20,4,3,12,1201,2,99,1,999,9,16,12,18,9,4,21,2,2006,4,1
"2476",2476,2015,8,10,1,14,3,2,18,1801,2,99,2,21,1,3,3,5,1,4,21,1,2014,5,1
"2477",2477,2015,8,10,1,18,4,3,17,1703,2,99,2,24,1,3,3,5,9,4,99,99,9999,6,1
"2478",2478,2015,8,11,2,21,4,3,1,101,1,10,1,33,1,5,5,7,1,10,44,2,2003,4,1
"2479",2479,2015,8,11,2,4,1,1,5,501,1,1,1,23,1,3,3,5,9,4,2,5,9999,6,1
"2480",2480,2015,8,11,2,19,4,3,6,602,2,99,2,17,2,2,2,4,1,3,44,7,1982,2,2
"2481",2481,2015,8,11,2,1,1,1,8,803,2,99,1,34,1,5,5,7,1,9,44,3,9999,6,1
"2482",2482,2015,8,11,2,19,4,3,2,204,2,99,1,31,1,5,5,7,1,3,23,5,2008,4,1
"2483",2483,2015,8,11,2,21,4,3,2,204,2,99,1,38,1,6,6,8,2,3,44,1,1986,2,1
"2484",2484,2015,8,11,2,18,4,3,17,1705,2,99,1,50,1,9,9,11,2,3,44,3,1992,3,3
"2485",2485,2015,8,11,2,9,2,1,7,706,2,99,1,33,1,5,5,7,1,4,21,1,9999,6,1
"2486",2486,2015,8,11,2,8,2,1,4,406,2,99,9,999,9,16,12,18,9,12,44,2,1989,2,3
"2487",2487,2015,8,12,3,12,3,2,1,101,1,9,1,35,1,6,6,8,1,4,20,1,9999,6,1
"2488",2488,2015,8,12,3,0,1,1,1,101,1,13,1,42,1,7,7,9,1,1,44,11,9999,6,1
"2489",2489,2015,8,12,3,23,4,3,1,102,2,99,1,999,9,16,12,18,1,4,44,1,9999,6,2
"2490",2490,2015,8,12,3,16,3,2,1,101,1,12,1,28,1,4,4,6,1,3,99,11,2006,4,1
"2491",2491,2015,8,12,3,10,2,1,5,503,2,99,1,22,1,3,3,5,1,4,42,5,9999,6,1
"2492",2492,2015,8,12,3,12,3,2,5,507,2,99,1,19,1,2,2,4,1,4,2,5,9999,6,1
"2493",2493,2015,8,12,3,22,4,3,5,504,2,99,1,32,1,5,5,7,1,4,31,5,9999,6,1
"2494",2494,2015,8,12,3,18,4,3,6,602,2,99,1,33,1,5,5,7,1,4,99,99,9999,6,1
"2495",2495,2015,8,12,3,14,3,2,9,920,1,1,1,34,1,5,5,7,1,4,21,3,9999,6,1
"2496",2496,2015,8,12,3,21,4,3,13,1301,2,99,9,999,9,16,12,18,1,5,99,99,9999,6,1
"2497",2497,2015,8,12,3,22,4,3,13,1315,2,99,1,37,1,6,6,8,1,5,99,99,9999,6,1
"2498",2498,2015,8,12,3,21,4,3,2,204,2,99,1,71,1,13,11,15,1,3,44,1,9999,6,1
"2499",2499,2015,8,12,3,17,3,2,18,1804,2,99,1,18,1,2,2,4,1,3,44,6,2006,4,1
"2500",2500,2015,8,12,3,15,3,2,17,1705,2,99,1,52,1,9,9,11,1,4,99,99,9999,6,1
"2501",2501,2015,8,12,3,2,1,1,3,305,2,99,1,66,1,12,11,14,1,1,44,1,9999,6,1
"2502",2502,2015,8,13,4,2,1,1,1,106,2,99,1,33,1,5,5,7,1,1,37,8,9999,6,1
"2503",2503,2015,8,13,4,19,4,3,1,103,1,2,1,39,1,6,6,8,1,14,99,99,9999,6,1
"2504",2504,2015,8,13,4,19,4,3,1,101,1,12,1,36,1,6,6,8,1,12,47,3,9999,6,1
"2505",2505,2015,8,13,4,15,3,2,5,504,2,99,1,27,1,4,4,6,1,5,47,6,1999,3,1
"2506",2506,2015,8,13,4,19,4,3,5,504,2,99,1,40,1,7,7,9,1,12,22,7,1996,3,1
"2507",2507,2015,8,13,4,22,4,3,5,502,2,99,1,53,1,9,9,11,1,5,19,2,9999,6,1
"2508",2508,2015,8,13,4,12,3,2,13,1301,1,9,1,38,1,6,6,8,1,4,21,3,9999,6,2
"2509",2509,2015,8,13,4,20,4,3,2,207,2,99,2,75,1,14,11,16,1,2,4,2,2008,4,1
"2510",2510,2015,8,13,4,15,3,2,17,1703,2,99,1,44,1,7,7,9,1,14,2,1,2006,4,1
"2511",2511,2015,8,13,4,12,3,2,14,1416,2,99,1,25,1,4,4,6,1,4,21,5,9999,6,1
"2512",2512,2015,8,13,4,1,1,1,4,401,2,99,1,22,1,3,3,5,2,4,99,99,9999,6,4
"2513",2513,2015,8,13,4,21,4,3,4,401,2,99,9,999,9,16,12,18,9,5,99,2,9999,6,2
"2514",2514,2015,8,14,5,18,4,3,1,101,1,8,1,37,1,6,6,8,1,10,30,2,2007,4,1
"2515",2515,2015,8,14,5,1,1,1,1,101,1,24,1,30,1,5,5,7,1,2,44,6,1995,3,3
"2516",2516,2015,8,14,5,4,1,1,1,101,1,7,1,27,1,4,4,6,1,1,5,4,9999,6,2
"2517",2517,2015,8,14,5,2,1,1,1,101,1,21,1,999,9,16,12,18,9,2,23,4,9999,6,2
"2518",2518,2015,8,14,5,15,3,2,20,2001,2,99,1,21,1,3,3,5,1,3,44,2,9999,6,1
"2519",2519,2015,8,14,5,18,4,3,5,501,2,99,1,41,1,7,7,9,1,1,99,99,9999,6,1
"2520",2520,2015,8,14,5,22,4,3,4,415,2,99,1,60,1,11,11,13,2,1,37,6,9999,6,2
"2521",2521,2015,8,14,5,16,3,2,3,307,2,99,1,23,1,3,3,5,1,4,37,99,1998,3,1
"2522",2522,2015,8,15,6,17,3,2,1,103,2,99,9,999,9,16,12,18,9,1,46,99,9999,6,1
"2523",2523,2015,8,15,6,18,4,3,1,101,1,12,2,25,1,4,4,6,1,4,24,2,9999,6,1
"2524",2524,2015,8,15,6,19,4,3,1,101,1,12,1,33,1,5,5,7,1,1,44,5,9999,6,1
"2525",2525,2015,8,15,6,15,3,2,22,2201,2,99,1,29,1,4,4,6,1,1,44,16,1998,3,2
"2526",2526,2015,8,15,6,23,4,3,20,2001,2,99,2,34,1,5,5,7,1,9,20,4,9999,6,1
"2527",2527,2015,8,15,6,0,1,1,19,1901,2,99,1,25,1,4,4,6,1,3,13,5,2004,4,1
"2528",2528,2015,8,15,6,20,4,3,6,601,2,99,1,999,9,16,12,18,1,9,13,9,9999,6,1
"2529",2529,2015,8,15,6,23,4,3,10,1020,2,99,1,27,1,4,4,6,1,12,22,1,1993,3,1
"2530",2530,2015,8,15,6,19,4,3,11,1101,2,99,1,30,1,5,5,7,1,9,44,6,9999,6,1
"2531",2531,2015,8,15,6,17,3,2,11,1102,2,99,9,999,9,16,12,18,1,5,99,99,9999,6,1
"2532",2532,2015,8,15,6,22,4,3,16,1601,2,99,2,29,1,4,4,6,1,3,37,2,2014,5,1
"2533",2533,2015,8,15,6,9,2,1,3,301,2,99,1,17,2,2,2,4,1,4,2,5,9999,6,1
"2534",2534,2015,8,16,7,7,2,1,1,101,1,8,1,999,9,16,12,18,2,1,5,4,2006,4,2
"2535",2535,2015,8,16,7,19,4,3,1,101,1,9,1,32,1,5,5,7,9,12,99,1,9999,6,2
"2536",2536,2015,8,16,7,6,2,1,1,101,1,18,1,22,1,3,3,5,9,4,2,9,9999,6,1
"2537",2537,2015,8,16,7,20,4,3,1,103,1,4,1,25,1,4,4,6,1,4,99,99,9999,6,1
"2538",2538,2015,8,16,7,19,4,3,1,103,1,11,1,32,1,5,5,7,1,4,99,99,9999,6,4
"2539",2539,2015,8,16,7,1,1,1,1,101,1,7,9,999,9,16,12,18,9,10,44,6,2005,4,1
"2540",2540,2015,8,16,7,2,1,1,1,101,1,11,1,999,9,16,12,18,9,1,32,8,1989,2,1
"2541",2541,2015,8,16,7,7,2,1,1,101,1,11,1,35,1,6,6,8,1,1,13,5,2001,4,1
"2542",2542,2015,8,16,7,7,2,1,1,101,1,11,1,44,1,7,7,9,1,4,42,1,9999,6,1
"2543",2543,2015,8,16,7,1,1,1,1,117,2,99,1,29,1,4,4,6,9,1,99,9,2004,4,1
"2544",2544,2015,8,16,7,11,2,1,1,115,1,99,1,32,1,5,5,7,9,4,99,1,9999,6,4
"2545",2545,2015,8,16,7,23,4,3,19,1901,2,99,1,22,1,3,3,5,1,4,99,1,9999,6,1
"2546",2546,2015,8,16,7,18,4,3,19,1905,2,99,1,16,2,2,2,4,1,3,30,2,2008,4,4
"2547",2547,2015,8,16,7,1,1,1,5,501,2,99,1,27,1,4,4,6,9,1,99,4,9999,6,3
"2548",2548,2015,8,16,7,7,2,1,6,601,1,99,1,34,1,5,5,7,9,3,44,5,2014,5,2
"2549",2549,2015,8,16,7,0,1,1,11,1101,1,4,1,23,1,3,3,5,1,4,31,99,9999,6,1
"2550",2550,2015,8,16,7,16,3,2,12,1222,2,99,1,45,1,8,8,10,2,4,14,99,9999,6,2
"2551",2551,2015,8,16,7,22,4,3,12,1201,2,99,1,32,1,5,5,7,9,4,21,5,2008,4,4
"2552",2552,2015,8,16,7,0,1,1,17,1701,1,99,9,999,9,16,12,18,9,2,47,99,9999,6,1
"2553",2553,2015,8,16,7,2,1,1,3,314,1,99,1,34,1,5,5,7,2,2,44,5,1999,3,1
"2554",2554,2015,8,17,1,23,4,3,1,101,1,4,1,22,1,3,3,5,2,1,34,5,9999,6,1
"2555",2555,2015,8,17,1,23,4,3,1,101,1,4,1,39,1,6,6,8,1,3,99,2,1997,3,1
"2556",2556,2015,8,17,1,8,2,1,1,101,2,18,9,999,9,16,12,18,9,3,44,5,9999,6,1
"2557",2557,2015,8,17,1,20,4,3,1,101,1,18,9,999,9,16,12,18,9,3,32,3,9999,6,1
"2558",2558,2015,8,17,1,20,4,3,1,101,1,18,1,43,1,7,7,9,1,4,99,99,9999,6,1
"2559",2559,2015,8,17,1,5,1,1,1,115,1,11,1,55,1,10,10,12,1,2,30,9,1999,3,2
"2560",2560,2015,8,17,1,6,2,1,1,101,1,11,1,23,1,3,3,5,1,4,40,1,9999,6,1
"2561",2561,2015,8,17,1,9,2,1,1,110,2,99,1,26,1,4,4,6,1,4,61,5,2014,5,1
"2562",2562,2015,8,17,1,21,4,3,21,2101,2,99,1,33,1,5,5,7,9,1,37,3,9999,6,2
"2563",2563,2015,8,17,1,0,1,1,5,501,2,99,1,27,1,4,4,6,2,1,99,4,9999,6,2
"2564",2564,2015,8,17,1,20,4,3,6,601,2,99,9,999,9,16,12,18,9,14,2,1,2012,5,1
"2565",2565,2015,8,17,1,21,4,3,9,902,2,99,1,41,1,7,7,9,9,3,44,9,9999,6,1
"2566",2566,2015,8,17,1,2,1,1,16,1610,2,99,1,24,1,3,3,5,2,4,42,5,9999,6,4
"2567",2567,2015,8,17,1,22,4,3,7,709,2,99,1,24,1,3,3,5,9,1,32,4,9999,6,1
"2568",2568,2015,8,18,2,17,3,2,1,113,2,99,1,999,9,16,12,18,1,4,99,3,9999,6,1
"2569",2569,2015,8,18,2,7,2,1,1,115,1,1,1,999,9,16,12,18,9,5,22,99,9999,6,1
"2570",2570,2015,8,18,2,10,2,1,1,108,1,8,1,34,1,5,5,7,9,5,32,99,9999,6,1
"2571",2571,2015,8,18,2,0,1,1,10,1001,2,99,1,27,1,4,4,6,1,1,32,3,9999,6,1
"2572",2572,2015,8,18,2,21,4,3,9,917,2,99,9,999,9,16,12,18,9,3,44,2,1984,2,1
"2573",2573,2015,8,18,2,8,2,1,9,917,2,99,1,24,1,3,3,5,1,9,44,99,2011,5,2
"2574",2574,2015,8,18,2,16,3,2,9,901,1,1,2,33,1,5,5,7,1,1,99,6,9999,6,1
"2575",2575,2015,8,18,2,18,4,3,18,1805,2,99,2,999,9,16,12,18,1,3,44,4,9999,6,1
"2576",2576,2015,8,18,2,16,3,2,18,1801,2,99,1,38,1,6,6,8,1,4,21,3,2003,4,1
"2577",2577,2015,8,18,2,20,4,3,17,1712,2,99,1,19,1,2,2,4,1,4,42,5,2015,5,1
"2578",2578,2015,8,18,2,16,3,2,14,1408,1,1,1,47,1,8,8,10,2,3,34,2,9999,6,1
"2579",2579,2015,8,18,2,14,3,2,14,1406,2,99,9,999,9,16,12,18,9,9,13,1,1985,2,2
"2580",2580,2015,8,18,2,16,3,2,4,410,2,99,1,44,1,7,7,9,1,3,32,4,2014,5,2
"2581",2581,2015,8,19,3,11,2,1,1,101,1,1,2,37,1,6,6,8,1,2,21,4,2012,5,1
"2582",2582,2015,8,19,3,9,2,1,1,105,1,6,1,31,1,5,5,7,1,4,24,1,2008,4,1
"2583",2583,2015,8,19,3,20,4,3,1,101,1,17,1,999,9,16,12,18,1,1,21,4,2004,4,3
"2584",2584,2015,8,19,3,1,1,1,1,108,1,2,1,37,1,6,6,8,1,4,45,1,9999,6,2
"2585",2585,2015,8,19,3,9,2,1,1,110,2,99,1,21,1,3,3,5,1,4,37,1,2015,5,1
"2586",2586,2015,8,19,3,3,1,1,9,901,1,99,1,25,1,4,4,6,1,1,44,14,9999,6,1
"2587",2587,2015,8,19,3,3,1,1,9,901,1,1,1,999,9,16,12,18,1,3,44,5,9999,6,1
"2588",2588,2015,8,19,3,3,1,1,9,901,1,5,1,20,1,3,3,5,1,4,24,1,9999,6,1
"2589",2589,2015,8,19,3,20,4,3,13,1301,2,99,1,999,9,16,12,18,1,10,44,1,1991,3,1
"2590",2590,2015,8,19,3,14,3,2,4,416,2,99,1,40,1,7,7,9,1,9,44,3,2009,4,1
"2591",2591,2015,8,19,3,3,1,1,17,1711,2,99,1,35,1,6,6,8,9,4,42,1,9999,6,3
"2592",2592,2015,8,19,3,14,3,2,1,101,1,1,1,999,9,16,12,18,1,1,44,4,9999,6,1
"2593",2593,2015,8,19,3,14,3,2,1,108,1,4,1,56,1,10,10,12,1,4,99,99,9999,6,1
"2594",2594,2015,8,20,4,18,4,3,1,101,1,5,1,26,1,4,4,6,1,4,24,5,9999,6,2
"2595",2595,2015,8,20,4,15,3,2,1,108,1,2,2,39,1,6,6,8,1,1,34,2,9999,6,1
"2596",2596,2015,8,20,4,15,3,2,21,2101,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
"2597",2597,2015,8,20,4,2,1,1,6,601,2,99,1,23,1,3,3,5,2,4,14,1,9999,6,1
"2598",2598,2015,8,20,4,17,3,2,6,602,2,99,1,23,1,3,3,5,1,4,2,5,9999,6,2
"2599",2599,2015,8,20,4,23,4,3,6,601,2,99,1,41,1,7,7,9,1,4,41,1,9999,6,2
"2600",2600,2015,8,20,4,20,4,3,9,901,1,3,1,22,1,3,3,5,1,4,99,7,9999,6,1
"2601",2601,2015,8,20,4,18,4,3,15,1503,2,99,1,34,1,5,5,7,2,3,44,2,1998,3,2
"2602",2602,2015,8,20,4,15,3,2,2,201,2,99,1,999,9,16,12,18,1,14,2,1,2014,5,1
"2603",2603,2015,8,20,4,12,3,2,2,201,2,99,2,68,1,12,11,14,1,4,99,99,9999,6,1
"2604",2604,2015,8,20,4,17,3,2,18,1802,2,99,9,999,9,16,12,18,9,3,99,4,9999,6,3
"2605",2605,2015,8,20,4,15,3,2,17,1703,2,99,1,53,1,9,9,11,1,4,99,5,2011,5,1
"2606",2606,2015,8,20,4,17,3,2,7,713,2,99,1,41,1,7,7,9,1,5,13,2,1974,1,1
"2607",2607,2015,8,20,4,17,3,2,7,713,2,99,1,37,1,6,6,8,1,3,44,6,9999,6,1
"2608",2608,2015,8,21,5,22,4,3,1,101,1,9,2,32,1,5,5,7,1,1,99,99,9999,6,1
"2609",2609,2015,8,21,5,0,1,1,1,115,1,5,1,18,1,2,2,4,1,4,2,1,9999,6,1
"2610",2610,2015,8,21,5,17,3,2,1,108,1,5,1,25,1,4,4,6,1,4,42,2,9999,6,1
"2611",2611,2015,8,21,5,11,2,1,20,2009,1,99,1,59,1,10,10,12,1,5,18,2,1986,2,3
"2612",2612,2015,8,21,5,22,4,3,6,603,1,99,1,41,1,7,7,9,9,4,99,2,9999,6,3
"2613",2613,2015,8,21,5,23,4,3,11,1101,2,99,1,59,1,10,10,12,9,4,99,5,9999,6,1
"2614",2614,2015,8,21,5,7,2,1,13,1327,1,99,1,24,1,3,3,5,9,4,99,99,9999,6,1
"2615",2615,2015,8,21,5,2,1,1,16,1611,2,99,1,29,1,4,4,6,9,5,99,2,9999,6,3
"2616",2616,2015,8,21,5,16,3,2,15,1501,2,99,1,35,1,6,6,8,9,5,19,9,9999,6,3
"2617",2617,2015,8,21,5,5,1,1,2,208,1,99,1,42,1,7,7,9,1,6,15,3,1994,3,1
"2618",2618,2015,8,21,5,14,3,2,18,1803,1,99,9,999,9,16,12,18,9,4,99,99,9999,6,1
"2619",2619,2015,8,21,5,20,4,3,17,1710,1,99,1,18,1,2,2,4,1,4,99,99,9999,6,1
"2620",2620,2015,8,21,5,7,2,1,17,1703,1,99,1,32,1,5,5,7,1,3,99,99,9999,6,3
"2621",2621,2015,8,22,6,22,4,3,1,101,1,18,1,999,9,16,12,18,1,3,44,5,9999,6,3
"2622",2622,2015,8,22,6,19,4,3,1,101,1,6,1,18,1,2,2,4,1,4,24,1,2015,5,1
"2623",2623,2015,8,22,6,10,2,1,1,101,1,14,1,25,1,4,4,6,9,4,37,7,9999,6,1
"2624",2624,2015,8,22,6,15,3,2,1,101,1,11,2,80,1,15,11,17,1,1,21,9,2009,4,1
"2625",2625,2015,8,22,6,4,1,1,1,116,2,99,1,34,1,5,5,7,1,2,99,4,9999,6,1
"2626",2626,2015,8,22,6,15,3,2,1,115,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
"2627",2627,2015,8,22,6,2,1,1,1,108,1,2,1,45,1,8,8,10,2,3,44,3,2005,4,1
"2628",2628,2015,8,22,6,6,2,1,1,108,1,4,1,25,1,4,4,6,9,1,21,4,9999,6,2
"2629",2629,2015,8,22,6,8,2,1,1,110,2,99,9,999,9,16,12,18,9,12,22,99,9999,6,3
"2630",2630,2015,8,22,6,6,2,1,1,108,1,4,1,16,2,2,2,4,9,3,99,99,9999,6,2
"2631",2631,2015,8,22,6,3,1,1,9,901,1,3,1,29,1,4,4,6,1,1,44,2,1993,3,1
"2632",2632,2015,8,22,6,14,3,2,9,920,2,99,1,20,1,3,3,5,2,1,44,99,1989,2,1
"2633",2633,2015,8,22,6,8,2,1,8,802,2,99,9,999,9,16,12,18,9,2,30,11,9999,6,1
"2634",2634,2015,8,22,6,20,4,3,16,1601,1,2,1,27,1,4,4,6,1,2,44,3,2013,5,2
"2635",2635,2015,8,22,6,1,1,1,16,1615,2,99,1,48,1,8,8,10,1,4,99,1,9999,6,1
"2636",2636,2015,8,22,6,8,2,1,2,207,2,99,9,999,9,16,12,18,9,6,99,99,9999,6,1
"2637",2637,2015,8,22,6,1,1,1,18,1801,1,99,9,999,9,16,12,18,9,6,99,99,9999,6,2
"2638",2638,2015,8,22,6,22,4,3,17,1701,2,99,1,26,1,4,4,6,2,1,32,1,2001,4,2
"2639",2639,2015,8,22,6,1,1,1,14,1417,2,99,1,36,1,6,6,8,1,3,44,3,1976,1,4
"2640",2640,2015,8,22,6,20,4,3,7,705,2,99,1,999,9,16,12,18,9,5,13,2,9999,6,1
"2641",2641,2015,8,23,7,22,4,3,1,101,2,18,1,20,1,3,3,5,9,4,99,4,9999,6,1
"2642",2642,2015,8,23,7,1,1,1,1,103,1,4,1,26,1,4,4,6,1,1,99,99,9999,6,1
"2643",2643,2015,8,23,7,22,4,3,1,113,1,99,2,55,1,10,10,12,1,2,37,4,2010,5,1
"2644",2644,2015,8,23,7,22,4,3,1,101,2,13,1,22,1,3,3,5,1,4,21,5,9999,6,1
"2645",2645,2015,8,23,7,22,4,3,1,101,1,13,1,35,1,6,6,8,1,1,44,4,2012,5,1
"2646",2646,2015,8,23,7,22,4,3,1,102,1,99,1,24,1,3,3,5,1,4,59,1,2006,4,4
"2647",2647,2015,8,23,7,0,1,1,1,101,1,11,1,39,1,6,6,8,9,4,59,1,9999,6,1
"2648",2648,2015,8,23,7,6,2,1,1,114,2,99,1,20,1,3,3,5,2,1,20,6,9999,6,2
"2649",2649,2015,8,23,7,21,4,3,1,108,1,5,1,37,1,6,6,8,1,4,99,1,2006,4,1
"2650",2650,2015,8,23,7,22,4,3,22,2217,2,99,1,30,1,5,5,7,9,4,99,3,9999,6,4
"2651",2651,2015,8,23,7,17,3,2,22,2212,2,99,1,22,1,3,3,5,9,4,21,5,2012,5,1
"2652",2652,2015,8,23,7,15,3,2,19,1910,2,99,1,35,1,6,6,8,9,5,99,99,9999,6,3
"2653",2653,2015,8,23,7,23,4,3,5,501,1,1,1,17,2,2,2,4,9,4,42,4,9999,6,1
"2654",2654,2015,8,23,7,17,3,2,5,501,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,1
"2655",2655,2015,8,23,7,20,4,3,6,611,1,99,1,26,1,4,4,6,1,4,2,5,9999,6,1
"2656",2656,2015,8,23,7,19,4,3,6,614,2,99,2,63,1,11,11,13,9,3,99,99,9999,6,2
"2657",2657,2015,8,23,7,10,2,1,10,1001,2,99,1,73,1,13,11,15,1,4,2,99,2012,5,1
"2658",2658,2015,8,23,7,21,4,3,9,901,1,99,1,999,9,16,12,18,9,1,13,4,9999,6,2
"2659",2659,2015,8,23,7,15,3,2,9,924,1,99,1,18,1,2,2,4,2,1,99,99,9999,6,1
"2660",2660,2015,8,23,7,23,4,3,12,1201,2,99,1,25,1,4,4,6,9,4,99,99,9999,6,1
"2661",2661,2015,8,23,7,17,3,2,16,1603,1,99,1,42,1,7,7,9,9,1,37,9,9999,6,1
"2662",2662,2015,8,23,7,11,2,1,3,307,2,99,1,30,1,5,5,7,9,4,21,99,9999,6,1
"2663",2663,2015,8,23,7,17,3,2,3,307,2,99,1,45,1,8,8,10,9,4,2,1,2013,5,1
"2664",2664,2015,8,24,1,20,4,3,1,101,1,1,1,25,1,4,4,6,9,4,2,5,2015,5,1
"2665",2665,2015,8,24,1,23,4,3,1,101,1,6,9,999,9,16,12,18,1,3,99,5,9999,6,1
"2666",2666,2015,8,24,1,22,4,3,1,101,1,5,1,26,1,4,4,6,1,4,24,5,9999,6,1
"2667",2667,2015,8,24,1,16,3,2,22,2214,2,99,1,29,1,4,4,6,1,5,19,2,2010,5,2
"2668",2668,2015,8,24,1,21,4,3,5,501,2,99,9,999,9,16,12,18,1,14,2,1,9999,6,1
"2669",2669,2015,8,24,1,11,2,1,5,501,2,99,1,33,1,5,5,7,1,6,99,99,9999,6,1
"2670",2670,2015,8,24,1,11,2,1,5,501,2,99,2,25,1,4,4,6,1,4,99,99,9999,6,1
"2671",2671,2015,8,24,1,9,2,1,6,601,2,99,9,999,9,16,12,18,1,3,44,9,2002,4,1
"2672",2672,2015,8,24,1,18,4,3,15,1502,2,99,1,18,1,2,2,4,1,4,24,1,9999,6,1
"2673",2673,2015,8,24,1,21,4,3,4,413,2,99,1,26,1,4,4,6,1,4,99,99,9999,6,1
"2674",2674,2015,8,24,1,21,4,3,3,301,2,99,1,26,1,4,4,6,1,4,99,3,2013,5,1
"2675",2675,2015,8,25,2,12,3,2,1,101,1,1,9,999,9,16,12,18,1,3,99,99,9999,6,1
"2676",2676,2015,8,25,2,13,3,2,1,103,2,99,1,23,1,3,3,5,1,4,40,7,9999,6,1
"2677",2677,2015,8,25,2,3,1,1,1,108,1,1,9,999,9,16,12,18,1,3,99,99,9999,6,1
"2678",2678,2015,8,25,2,0,1,1,5,501,2,99,1,65,1,12,11,14,1,2,13,9,9999,6,1
"2679",2679,2015,8,25,2,23,4,3,5,501,2,99,1,19,1,2,2,4,1,4,42,3,9999,6,1
"2680",2680,2015,8,25,2,22,4,3,11,1107,2,99,1,35,1,6,6,8,1,3,44,9,1996,3,2
"2681",2681,2015,8,25,2,16,3,2,7,701,2,99,9,999,9,16,12,18,1,5,99,99,9999,6,1
"2682",2682,2015,8,26,3,14,3,2,1,101,1,12,1,46,1,8,8,10,1,4,40,5,2014,5,1
"2683",2683,2015,8,26,3,23,4,3,1,101,2,7,1,61,1,11,11,13,1,4,99,1,9999,6,1
"2684",2684,2015,8,26,3,17,3,2,5,510,2,99,1,999,9,16,12,18,1,4,10,5,9999,6,1
"2685",2685,2015,8,26,3,4,1,1,5,501,1,99,9,999,9,16,12,18,1,4,99,4,9999,6,1
"2686",2686,2015,8,26,3,3,1,1,9,917,2,99,1,55,1,10,10,12,1,6,15,6,9999,6,2
"2687",2687,2015,8,26,3,20,4,3,9,920,2,99,1,46,1,8,8,10,2,6,15,2,9999,6,2
