"num_vehí","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","condic_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
2436,12,"Junio","Martes",23,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","58","55 y más","Mayor","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
2437,12,"Junio","Martes",16,"Solola","Nahualá","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Pick up","Rojo","Ignorado","Colisión"
2438,12,"Junio","Martes",16,"Solola","Nahualá","Rural","Ignorado","Hombre","33","30-34","Mayor","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
2439,13,"Junio","Miercoles",10,"Escuintla","Escuintla","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Pick up","Negro","Ignorado","Colisión"
2440,13,"Junio","Miercoles",10,"Escuintla","Escuintla","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Camión","Blanco","Ignorado","Colisión"
2441,13,"Junio","Miercoles",13,"Retalhuleu","Santa Cruz Muluá","Rural","Ignorado","Hombre","33","30-34","Mayor","Ebrio","Motocicleta","Ignorado","2010","Vuelco"
2442,13,"Junio","Miercoles",13,"Izabal","Puerto Barrios","Rural","Ignorado","Mujer","32","30-34","Mayor","Ignorado","Motocicleta","Gris","Ignorado","Colisión"
2443,13,"Junio","Miercoles",13,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
2444,13,"Junio","Miercoles",19,"Petén","Flores","Rural","Ignorado","Hombre","50","50-54","Mayor","Ebrio","Motocicleta","Azúl","2010","Choque"
2445,13,"Junio","Miercoles",18,"Petén","Flores","Rural","Ignorado","Hombre","32","30-34","Mayor","Ebrio","Automovil","Azúl","Ignorado","Colisión"
2446,13,"Junio","Miercoles",18,"Petén","Flores","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Mototaxi","Rojo","Ignorado","Colisión"
2447,14,"Junio","Jueves",10,"Guatemala","Guatemala","Urbano","13","Hombre","30","30-34","Mayor","Ebrio","Automovil","Beige","1982","Choque"
2448,14,"Junio","Jueves",14,"Guatemala","Guatemala","Urbano","12","Hombre","45","45-49","Mayor","Ignorado","Pick up","Blanco","Ignorado","Colisión"
2449,14,"Junio","Jueves",14,"Guatemala","Guatemala","Urbano","12","Hombre","66","55 y más","Mayor","Ignorado","Motocicleta","Rojo","2007","Colisión"
2450,14,"Junio","Jueves",10,"Jalapa","Jalapa","Urbano","1","Hombre","22","20-24","Mayor","Normal","Motocicleta","Negro","2011","Choque"
2451,14,"Junio","Jueves",10,"Zacapa","Zacapa","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Camioneta","Beige","2001","Colisión"
2452,14,"Junio","Jueves",10,"Zacapa","Zacapa","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","Motocicleta","Gris","2002","Colisión"
2453,14,"Junio","Jueves",2,"Escuintla","Escuintla","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Camión","Blanco","Ignorado","Colisión"
2454,14,"Junio","Jueves",2,"Escuintla","Escuintla","Rural","Ignorado","Hombre","Ignorado","Ignorado","Ignorado","Normal","Pick up","Azúl","Ignorado","Colisión"
2455,14,"Junio","Jueves",8,"Escuintla","Palín","Rural","Ignorado","Hombre","38","35-39","Mayor","Ignorado","Bus urbano","Corinto","1992","Colisión"
2456,14,"Junio","Jueves",8,"Escuintla","Palín","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Bus urbano","Amarillo","Ignorado","Colisión"
2457,14,"Junio","Jueves",16,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","65","55 y más","Mayor","Ignorado","Camión","Blanco","Ignorado","Colisión"
2458,14,"Junio","Jueves",16,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
2459,14,"Junio","Jueves",8,"Chimaltenango","San Andrés Itzapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Verde","1985","Vuelco"
2460,15,"Junio","Viernes",18,"Guatemala","Guatemala","Urbano","4","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
2461,15,"Junio","Viernes",18,"Guatemala","Guatemala","Urbano","4","Hombre","35","35-39","Mayor","Ignorado","Motocicleta","Azúl","Ignorado","Colisión"
2462,15,"Junio","Viernes",16,"Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
2463,15,"Junio","Viernes",16,"Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","41","40-44","Mayor","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
2464,15,"Junio","Viernes",17,"Chiquimula","Chiquimula","Urbano","1","Hombre","55","55 y más","Mayor","Ignorado","Motocicleta","Rojo","2012","Colisión"
2465,15,"Junio","Viernes",17,"Chiquimula","Chiquimula","Urbano","1","Hombre","43","40-44","Mayor","Ignorado","Panel","Blanco","2010","Colisión"
2466,15,"Junio","Viernes",15,"Chiquimula","Quetzaltepeque","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Tractor","Ignorado","Ignorado","Caida"
2467,15,"Junio","Viernes",19,"Sacatepéquez","Antigua Guatemala","Urbano","Ignorado","Hombre","66","55 y más","Mayor","Ignorado","Jeep","Beige","1976","Colisión"
2468,15,"Junio","Viernes",19,"Sacatepéquez","Antigua Guatemala","Urbano","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Blanco","1980","Colisión"
2469,15,"Junio","Viernes",7,"Guatemala","Guatemala","Urbano","1","Hombre","58","55 y más","Mayor","Ignorado","Automovil","Blanco","2007","Colisión"
2470,15,"Junio","Viernes",7,"Guatemala","Guatemala","Urbano","1","Mujer","48","45-49","Mayor","Ignorado","Automovil","Rojo","Ignorado","Colisión"
2471,15,"Junio","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","41","40-44","Mayor","Ignorado","Bus urbano","Rojo","1983","Colisión"
2472,15,"Junio","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","41","40-44","Mayor","Ignorado","Automovil","Rojo","1983","Colisión"
2473,15,"Junio","Viernes",9,"Guatemala","Guatemala","Urbano","13","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Negro","2012","Colisión"
2474,15,"Junio","Viernes",23,"Guatemala","Guatemala","Urbano","11","Hombre","21","20-24","Mayor","Ignorado","Automovil","Blanco","Ignorado","Choque"
2475,16,"Junio","Sábado",3,"Guatemala","Guatemala","Urbano","9","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
2476,16,"Junio","Sábado",3,"Guatemala","Guatemala","Urbano","9","Hombre","21","20-24","Mayor","Ebrio","Motocicleta","Rojo","Ignorado","Colisión"
2477,16,"Junio","Sábado",21,"Guatemala","Guatemala","Urbano","12","Hombre","47","45-49","Mayor","Normal","Camión","Blanco","1997","Colisión"
2478,16,"Junio","Sábado",21,"Guatemala","Guatemala","Urbano","12","Hombre","26","25-29","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2479,16,"Junio","Sábado",17,"Chiquimula","Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Negro","Ignorado","Caida"
2480,16,"Junio","Sábado",19,"Zacapa","Estanzuela","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
2481,16,"Junio","Sábado",19,"Zacapa","Estanzuela","Rural","Ignorado","Hombre","29","25-29","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
2482,16,"Junio","Sábado",20,"Escuintla","Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Colisión"
2483,16,"Junio","Sábado",20,"Escuintla","Escuintla","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
2484,16,"Junio","Sábado",20,"Escuintla","Palín","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Azúl","Ignorado","Choque"
2485,16,"Junio","Sábado",20,"Escuintla","Palín","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Automovil","Negro","Ignorado","Choque"
2486,16,"Junio","Sábado",13,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","43","40-44","Mayor","Normal","Pick up","Corinto","1996","Colisión"
2487,16,"Junio","Sábado",13,"Alta Verapaz","Cobán","Rural","Ignorado","Mujer","23","20-24","Mayor","Normal","Camioneta","Azúl","Ignorado","Colisión"
2488,16,"Junio","Sábado",1,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","38","35-39","Mayor","Normal","Pick up","Gris","2007","Colisión"
2489,16,"Junio","Sábado",1,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
2490,17,"Junio","Domingo",19,"Guatemala","Guatemala","Urbano","1","Hombre","25","25-29","Mayor","Normal","Pick up","Negro","Ignorado","Colisión"
2491,17,"Junio","Domingo",19,"Guatemala","Guatemala","Urbano","1","Hombre","40","40-44","Mayor","Normal","Jeep","Ignorado","Ignorado","Colisión"
2492,17,"Junio","Domingo",2,"Guatemala","Guatemala","Urbano","1","Hombre","31","30-34","Mayor","Ebrio","Camioneta","Rojo","Ignorado","Colisión"
2493,17,"Junio","Domingo",2,"Guatemala","Guatemala","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Negro","Ignorado","Colisión"
2494,17,"Junio","Domingo",2,"Guatemala","Guatemala","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Azúl","Ignorado","Colisión"
2495,17,"Junio","Domingo",22,"Guatemala","Guatemala","Urbano","18","Hombre","37","35-39","Mayor","Normal","Cabezal","Blanco","1999","Colisión"
2496,17,"Junio","Domingo",22,"Guatemala","Guatemala","Urbano","18","Hombre","22","20-24","Mayor","Ignorado","Motocicleta","Corinto","Ignorado","Colisión"
2497,17,"Junio","Domingo",1,"Guatemala","Guatemala","Urbano","18","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
2498,17,"Junio","Domingo",1,"Guatemala","Guatemala","Urbano","18","Hombre","34","30-34","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
2499,17,"Junio","Domingo",4,"Guatemala","Guatemala","Urbano","12","Hombre","24","20-24","Mayor","Ebrio","Pick up","Anaranjado","Ignorado","Colisión"
2500,17,"Junio","Domingo",4,"Guatemala","Guatemala","Urbano","12","Hombre","25","25-29","Mayor","Ignorado","Camioneta","Ignorado","Ignorado","Colisión"
2501,17,"Junio","Domingo",23,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Rojo","Ignorado","Choque"
2502,17,"Junio","Domingo",15,"Jutiapa","Jutiapa","Urbano","Ignorado","Mujer","24","20-24","Mayor","Normal","Pick up","Corinto","Ignorado","Colisión"
2503,17,"Junio","Domingo",15,"Jutiapa","Jutiapa","Urbano","Ignorado","Hombre","41","40-44","Mayor","Normal","Microbus","Rojo","2003","Colisión"
2504,17,"Junio","Domingo",12,"Jalapa","Jalapa","Urbano","2","Hombre","24","20-24","Mayor","Normal","Pick up","Ignorado","Ignorado","Colisión"
2505,17,"Junio","Domingo",12,"Jalapa","Jalapa","Urbano","2","Hombre","52","50-54","Mayor","Ignorado","Motocicleta","Ignorado","2007","Colisión"
2506,17,"Junio","Domingo",10,"Escuintla","Escuintla","Rural","Ignorado","Hombre","52","50-54","Mayor","Normal","Pick up","Verde","1997","Colisión"
2507,17,"Junio","Domingo",10,"Escuintla","Escuintla","Rural","Ignorado","Mujer","65","55 y más","Mayor","Normal","Automovil","Blanco","1996","Colisión"
2508,17,"Junio","Domingo",18,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Camioneta","Blanco","2013","Colisión"
2509,17,"Junio","Domingo",18,"Santa Rosa","Barberena","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","Ignorado","Colisión"
2510,17,"Junio","Domingo",23,"Sacatepéquez","San Lucas Sacatepéquez","Rural","Ignorado","Hombre","18","15-19","Mayor","Ebrio","Motocicleta","Rojo","Ignorado","Vuelco"
2511,17,"Junio","Domingo",21,"Sacatepéquez","San Lucas Sacatepéquez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Amarillo","Ignorado","Vuelco"
2512,18,"Junio","Lunes",11,"Guatemala","Guatemala","Urbano","11","Hombre","47","45-49","Mayor","Normal","Camión","Rojo","1998","Colisión"
2513,18,"Junio","Lunes",11,"Guatemala","Guatemala","Urbano","11","Hombre","35","35-39","Mayor","Normal","Pick up","Blanco","2008","Colisión"
2514,18,"Junio","Lunes",0,"Guatemala","Guatemala","Urbano","13","Hombre","27","25-29","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Choque"
2515,18,"Junio","Lunes",21,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","46","45-49","Mayor","Normal","Ignorado","Rojo","Ignorado","Vuelco"
2516,18,"Junio","Lunes",7,"Guatemala","Villa Canales","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Beige","Ignorado","Colisión"
2517,18,"Junio","Lunes",7,"Guatemala","Villa Canales","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
2518,18,"Junio","Lunes",20,"Guatemala","Petapa","Urbano","7","Hombre","68","55 y más","Mayor","Normal","Automovil","Beige","Ignorado","Colisión"
2519,18,"Junio","Lunes",20,"Guatemala","Petapa","Urbano","7","Hombre","18","15-19","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
2520,18,"Junio","Lunes",19,"Zacapa","Río Hondo","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Gris","Ignorado","Colisión"
2521,18,"Junio","Lunes",19,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2522,18,"Junio","Lunes",6,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Mujer","29","25-29","Mayor","Ignorado","Automovil","Gris","Ignorado","Choque"
2523,18,"Junio","Lunes",21,"Suchitepéquez","San Juan Bautista","Rural","Ignorado","Hombre","39","35-39","Mayor","Ignorado","Cabezal","Azúl","2000","Colisión"
2524,18,"Junio","Lunes",21,"Suchitepéquez","San Juan Bautista","Rural","Ignorado","Hombre","42","40-44","Mayor","Ignorado","Automovil","Ignorado","1983","Colisión"
2525,18,"Junio","Lunes",0,"Retalhuleu","San Sebastián","Rural","Ignorado","Hombre","30","30-34","Mayor","Ebrio","Motocicleta","Rojo","Ignorado","Colisión"
2526,18,"Junio","Lunes",0,"Retalhuleu","San Sebastián","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2527,19,"Junio","Martes",19,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","42","40-44","Mayor","Normal","Bus extraurbano","Ignorado","Ignorado","Colisión"
2528,19,"Junio","Martes",19,"Guatemala","Amatitlán","Rural","Ignorado","Mujer","26","25-29","Mayor","Normal","Automovil","Blanco","1998","Colisión"
2529,19,"Junio","Martes",19,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Motocicleta","Rojo","2011","Colisión"
2530,19,"Junio","Martes",19,"Guatemala","Villa Canales","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Pick up","Amarillo","Ignorado","Colisión"
2531,19,"Junio","Martes",19,"Guatemala","Villa Canales","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Pick up","Rojo","Ignorado","Colisión"
2532,19,"Junio","Martes",19,"Guatemala","Villa Canales","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Pick up","Rojo","Ignorado","Colisión"
2533,19,"Junio","Martes",20,"Zacapa","Zacapa","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
2534,19,"Junio","Martes",20,"Zacapa","Zacapa","Urbano","Ignorado","Hombre","25","25-29","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
2535,19,"Junio","Martes",18,"Solola","Nahualá","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Pick up","Negro","Ignorado","Colisión"
2536,19,"Junio","Martes",18,"Solola","Nahualá","Rural","Ignorado","Hombre","67","55 y más","Mayor","Normal","Pick up","Azúl","1999","Colisión"
2537,20,"Junio","Miercoles",1,"Guatemala","Guatemala","Urbano","3","Hombre","32","30-34","Mayor","Ebrio","Automovil","Gris","1998","Colisión"
2538,20,"Junio","Miercoles",1,"Guatemala","Guatemala","Urbano","3","Hombre","32","30-34","Mayor","Normal","Pick up","Negro","Ignorado","Colisión"
2539,20,"Junio","Miercoles",11,"Guatemala","Guatemala","Urbano","1","Hombre","48","45-49","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2540,20,"Junio","Miercoles",11,"Guatemala","Guatemala","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","Colisión"
2541,20,"Junio","Miercoles",16,"Guatemala","Guatemala","Urbano","4","Hombre","54","50-54","Mayor","Normal","Automovil","Gris","Ignorado","Colisión"
2542,20,"Junio","Miercoles",16,"Guatemala","Guatemala","Urbano","4","Hombre","56","55 y más","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2543,20,"Junio","Miercoles",23,"Guatemala","Guatemala","Urbano","13","Hombre","24","20-24","Mayor","Normal","Automovil","Rojo","1990","Colisión"
2544,20,"Junio","Miercoles",23,"Guatemala","Guatemala","Urbano","13","Hombre","23","20-24","Mayor","Normal","Motocicleta","Rojo","2006","Colisión"
2545,20,"Junio","Miercoles",23,"Guatemala","Guatemala","Urbano","13","Hombre","42","40-44","Mayor","Ebrio","Automovil","Blanco","2004","Colisión"
2546,20,"Junio","Miercoles",8,"Suchitepéquez","Patulul","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Camión","Blanco","1995","Colisión"
2547,20,"Junio","Miercoles",8,"Suchitepéquez","Patulul","Rural","Ignorado","Hombre","38","35-39","Mayor","Normal","Cabezal","Verde","2011","Colisión"
2548,20,"Junio","Miercoles",3,"San Marcos","San Marcos","Rural","Ignorado","Hombre","40","40-44","Mayor","Ebrio","Pick up","Verde","Ignorado","Caida"
2549,20,"Junio","Miercoles",15,"San Marcos","San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Amarillo","Ignorado","Vuelco"
2550,20,"Junio","Miercoles",23,"Chimaltenango","Santa Cruz Balanyá","Rural","Ignorado","Hombre","31","30-34","Mayor","Ebrio","Automovil","Gris","Ignorado","Choque"
2551,21,"Junio","Jueves",13,"Guatemala","Guatemala","Urbano","16","Hombre","36","35-39","Mayor","Normal","Bus urbano","Rojo","1993","Colisión"
2552,21,"Junio","Jueves",13,"Guatemala","Guatemala","Urbano","16","Hombre","25","25-29","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2553,21,"Junio","Jueves",10,"Guatemala","Guatemala","Urbano","1","Hombre","23","20-24","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
2554,21,"Junio","Jueves",10,"Guatemala","Guatemala","Urbano","1","Mujer","41","40-44","Mayor","Normal","Automovil","Ignorado","Ignorado","Colisión"
2555,21,"Junio","Jueves",7,"Guatemala","Guatemala","Urbano","19","Hombre","26","25-29","Mayor","Normal","Automovil","Blanco","2002","Colisión"
2556,21,"Junio","Jueves",7,"Guatemala","Guatemala","Urbano","19","Mujer","25","25-29","Mayor","Normal","Automovil","Verde","2003","Colisión"
2557,21,"Junio","Jueves",20,"Guatemala","Guatemala","Urbano","10","Hombre","52","50-54","Mayor","Normal","Automovil","Rojo","Ignorado","Colisión"
2558,21,"Junio","Jueves",20,"Guatemala","Guatemala","Urbano","10","Hombre","22","20-24","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2559,21,"Junio","Jueves",22,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","34","30-34","Mayor","Ebrio","Automovil","Verde","Ignorado","Colisión"
2560,21,"Junio","Jueves",22,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Automovil","Azúl","Ignorado","Colisión"
2561,21,"Junio","Jueves",18,"Zacapa","Zacapa","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Pick up","Gris","2001","Colisión"
2562,21,"Junio","Jueves",18,"Zacapa","Zacapa","Rural","Ignorado","Hombre","53","50-54","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2563,21,"Junio","Jueves",8,"Escuintla","Escuintla","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Vuelco"
2564,21,"Junio","Jueves",11,"Escuintla","Escuintla","Rural","Ignorado","Hombre","56","55 y más","Mayor","Ebrio","Pick up","Blanco","1997","Colisión"
