"num_hecho","dia_ocu","mes_ocu","año_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","g_edad_pil","estado_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
3297,6,"Diciembre",9,"Domingo",18,"Chimaltenango","Rural","Hombre","35","Menos de 15","Ignorado","Ignorado","Blanco","Ignorado","Volco"
310,31,"Enero",9,"Sabado",10,"Guatemala","Urbano","Hombre","35","Menos de 15","Ignorado","Automovil","Beige","Ignorado","Colisión"
1706,14,"Junio",9,"Domingo",22,"Huehuetenango","Urbano","Hombre","35","Menos de 15","Ebrio","Automovil","Gris","1998","Colisión"
1493,18,"Mayo",9,"Lunes",18,"Escuintla","Rural","Hombre","35","Menos de 15","Ebrio","Automovil","Verde","Ignorado","Colisión"
3465,25,"Diciembre",9,"Viernes",3,"Guatemala","Urbano","Hombre","35","Menos de 15","Ebrio","Automovil","Blanco","1990","Empotro"
1206,19,"Abril",9,"Domingo",2,"Alta Verpaz","Urbano","Hombre","35","Menos de 15","Ebrio","Automovil","Blanco","2005","Empotro"
1038,4,"Abril",9,"Sabado",17,"Guatemala","Urbano","Hombre","35","Menos de 15","Ebrio","Camioneta","Gris","1991","Colisión"
2853,10,"Octubre",9,"Sabado",17,"Escuintla","Rural","Hombre","35","Menos de 15","Ebrio","Camioneta","Gris","Ignorado","Colisión"
2480,23,"Agosto",9,"Domingo",16,"San Marcos","Rural","Hombre","35","Menos de 15","Ebrio","Pick up","Negro","1982","Colisión"
957,27,"Marzo",9,"Viernes",0,"San Marcos","Rural","Hombre","35","Menos de 15","Ebrio","Pick up","Café","1986","Colisión"
1313,1,"Mayo",9,"Viernes",20,"Peten","Urbano","Hombre","35","Menos de 15","Ebrio","Pick up","Blanco","2003","Colisión"
407,7,"Febrero",9,"Sabado",16,"Quiche","Urbano","Hombre","35","Menos de 15","Ebrio","Pick up","Gris","Ignorado","Colisión"
1332,3,"Mayo",9,"Domingo",16,"Guatemala","Urbano","Hombre","35","Menos de 15","Ebrio","Pick up","Negro","Ignorado","Colisión"
1553,24,"Mayo",9,"Domingo",15,"Alta Verpaz","Urbano","Hombre","35","Menos de 15","Ebrio","Pick up","Azul","Ignorado","Colisión"
2894,15,"Octubre",9,"Jueves",4,"Quiche","Rural","Hombre","35","Menos de 15","Ebrio","Pick up","Negro","Ignorado","Colisión"
2956,21,"Octubre",9,"Miercoles",19,"Zacapa","Rural","Hombre","35","Menos de 15","Ebrio","Pick up","Blanco","Ignorado","Colisión"
1537,23,"Mayo",9,"Sabado",19,"Totonicapan","Urbano","Hombre","35","Menos de 15","Ebrio","Pick up","Gris","1994","Empotro"
1009,1,"Abril",9,"Miercoles",5,"El Progreso","Urbano","Hombre","35","Menos de 15","Ebrio","Pick up","Negro","1998","Empotro"
791,9,"Marzo",9,"Lunes",21,"Quiche","Rural","Hombre","35","Menos de 15","Ebrio","Pick up","Corinto","Ignorado","Empotro"
2454,21,"Agosto",9,"Viernes",22,"Quiche","Urbano","Hombre","35","Menos de 15","Ebrio","Pick up","Gris","Ignorado","Empotro"
480,14,"Febrero",9,"Sabado",1,"Guatemala","Urbano","Hombre","35","Menos de 15","Ebrio","Motocicleta","Negro","Ignorado","Caida"
1803,26,"Junio",9,"Viernes",22,"Quetzaltenango","Urbano","Hombre","35","Menos de 15","Ebrio","Cabezal","Negro","1996","Colisión"
2082,28,"Julio",9,"Martes",8,"Chiquimula","Rural","Hombre","35","Menos de 15","Ebrio","Cabezal","Beige","Ignorado","Colisión"
1739,19,"Junio",9,"Viernes",15,"Guatemala","Urbano","Hombre","35","Menos de 15","Ebrio","Panel","Gris","1994","Colisión"
3216,25,"Noviembre",9,"Miercoles",9,"Guatemala","Urbano","Hombre","35","Menos de 15","Ebrio","Mototaxi","Rojo","2006","Volco"
1356,5,"Mayo",9,"Martes",16,"Quetzaltenango","Urbano","Hombre","35","Menos de 15","Ebrio","Ignorado","Café","2003","Colisión"
2154,3,"Agosto",9,"Lunes",12,"Huehuetenango","Rural","Hombre","35","Menos de 15","Normal","Automovil","Azul","1992","Colisión"
2224,3,"Agosto",9,"Lunes",12,"Huehuetenango","Rural","Hombre","35","Menos de 15","Normal","Automovil","Azul","1992","Colisión"
2294,3,"Agosto",9,"Lunes",12,"Huehuetenango","Rural","Hombre","35","Menos de 15","Normal","Automovil","Azul","1992","Colisión"
989,30,"Marzo",9,"Lunes",23,"Totonicapan","Rural","Hombre","35","Menos de 15","Normal","Automovil","Verde","1998","Colisión"
11,1,"Enero",9,"Jueves",18,"Santa Rosa","Rural","Hombre","35","Menos de 15","Normal","Automovil","Verde","2002","Colisión"
876,19,"Marzo",9,"Jueves",7,"Guatemala","Rural","Hombre","35","Menos de 15","Normal","Automovil","Gris","2009","Colisión"
1563,28,"Mayo",9,"Jueves",17,"Peten","Rural","Mujer","35","Menos de 15","Normal","Automovil","Corinto","Ignorado","Colisión"
1610,3,"Junio",9,"Miercoles",22,"Alta Verpaz","Rural","Hombre","35","Menos de 15","Normal","Automovil","Gris","Ignorado","Colisión"
1408,10,"Mayo",9,"Domingo",2,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Automovil","Gris","Ignorado","Empotro"
3016,29,"Octubre",9,"Jueves",6,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Camioneta","Gris","2002","Colisión"
3152,17,"Noviembre",9,"Martes",16,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Camioneta","Corinto","2002","Colisión"
2045,24,"Julio",9,"Viernes",8,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Camioneta","Gris","2004","Colisión"
3437,23,"Diciembre",9,"Miercoles",15,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Camioneta","Azul","Ignorado","Colisión"
1634,6,"Junio",9,"Sabado",18,"Quiche","Rural","Hombre","35","Menos de 15","Normal","Pick up","Rojo","1987","Colisión"
1562,28,"Mayo",9,"Jueves",10,"Baja Verapaz","Urbano","Hombre","35","Menos de 15","Normal","Pick up","Gris","1989","Colisión"
2650,13,"Septiembre",9,"Domingo",15,"Quiche","Rural","Hombre","35","Menos de 15","Normal","Pick up","Blanco","1990","Colisión"
47,4,"Enero",9,"Domingo",13,"Totonicapan","Rural","Hombre","35","Menos de 15","Normal","Pick up","Verde","1991","Colisión"
1138,12,"Abril",9,"Domingo",13,"Escuintla","Rural","Hombre","35","Menos de 15","Normal","Pick up","Verde","1994","Colisión"
3196,22,"Noviembre",9,"Domingo",13,"Suchitepequez","Rural","Hombre","35","Menos de 15","Normal","Pick up","Rojo","2005","Colisión"
2026,20,"Julio",9,"Lunes",7,"Chimaltenango","Rural","Hombre","35","Menos de 15","Normal","Pick up","Gris","2008","Colisión"
3014,28,"Octubre",9,"Miercoles",14,"Peten","Urbano","Hombre","35","Menos de 15","Normal","Pick up","Anaranjado","2008","Colisión"
1857,2,"Julio",9,"Jueves",20,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Pick up","Negro","Ignorado","Colisión"
3341,12,"Diciembre",9,"Sabado",7,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Pick up","Negro","Ignorado","Colisión"
936,25,"Marzo",9,"Miercoles",13,"Baja Verapaz","Rural","Hombre","35","Menos de 15","Normal","Pick up","Blanco","1987","Empotro"
1496,18,"Mayo",9,"Lunes",18,"Suchitepequez","Rural","Hombre","35","Menos de 15","Normal","Pick up","Verde","1980","Volco"
1741,19,"Junio",9,"Viernes",13,"Retalhuleu","Rural","Hombre","35","Menos de 15","Normal","Pick up","Gris","1989","Volco"
2024,20,"Julio",9,"Lunes",16,"Quiche","Rural","Hombre","35","Menos de 15","Normal","Pick up","Gris","1995","Volco"
2584,5,"Septiembre",9,"Sabado",18,"Solola","Rural","Hombre","35","Menos de 15","Normal","Pick up","Rojo","Ignorado","Volco"
755,7,"Marzo",9,"Sabado",16,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Motocicleta","Gris","Ignorado","Colisión"
1769,22,"Junio",9,"Lunes",10,"Zacapa","Rural","Hombre","35","Menos de 15","Normal","Motocicleta","Amarillo","Ignorado","Volco"
311,31,"Enero",9,"Sabado",12,"Chiquimula","Rural","Hombre","35","Menos de 15","Normal","Motocicleta","Azul","2007","Caida"
3255,1,"Diciembre",9,"Martes",5,"Quiche","Rural","Hombre","35","Menos de 15","Normal","Camión","Blanco","1994","Volco"
421,8,"Febrero",9,"Domingo",12,"Peten","Rural","Hombre","35","Menos de 15","Normal","Cabezal","Blanco","1995","Colisión"
845,15,"Marzo",9,"Domingo",0,"Escuintla","Rural","Hombre","35","Menos de 15","Normal","Cabezal","Café","Ignorado","Colisión"
1079,8,"Abril",9,"Miercoles",17,"Alta Verpaz","Rural","Hombre","35","Menos de 15","Normal","Cabezal","Blanco","Ignorado","Colisión"
1944,12,"Julio",9,"Domingo",3,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Cabezal","Ignorado","Ignorado","Volco"
2130,1,"Agosto",9,"Sabado",16,"Guatemala","Rural","Hombre","35","Menos de 15","Normal","Bus extraurbano","Celeste","1985","Colisión"
2200,1,"Agosto",9,"Sabado",16,"Guatemala","Rural","Hombre","35","Menos de 15","Normal","Bus extraurbano","Celeste","1985","Colisión"
2270,1,"Agosto",9,"Sabado",16,"Guatemala","Rural","Hombre","35","Menos de 15","Normal","Bus extraurbano","Celeste","1985","Colisión"
2167,4,"Agosto",9,"Martes",7,"Quetzaltenango","Rural","Hombre","35","Menos de 15","Normal","Bus extraurbano","Verde","Ignorado","Volco"
2237,4,"Agosto",9,"Martes",7,"Quetzaltenango","Rural","Hombre","35","Menos de 15","Normal","Bus extraurbano","Verde","Ignorado","Volco"
2307,4,"Agosto",9,"Martes",7,"Quetzaltenango","Rural","Hombre","35","Menos de 15","Normal","Bus extraurbano","Verde","Ignorado","Volco"
2060,25,"Julio",9,"Sabado",1,"Sacatepequez","Rural","Hombre","35","Menos de 15","Normal","Jeep","Azul","Ignorado","Colisión"
2155,3,"Agosto",9,"Lunes",15,"Huehuetenango","Rural","Mujer","35","Menos de 15","Normal","Microbus","Blanco","Ignorado","Colisión"
2225,3,"Agosto",9,"Lunes",15,"Huehuetenango","Rural","Mujer","35","Menos de 15","Normal","Microbus","Blanco","Ignorado","Colisión"
2295,3,"Agosto",9,"Lunes",15,"Huehuetenango","Rural","Mujer","35","Menos de 15","Normal","Microbus","Blanco","Ignorado","Colisión"
410,7,"Febrero",9,"Sabado",0,"Solola","Rural","Hombre","35","Menos de 15","Normal","Microbus","Gris","Ignorado","Empotro"
1731,18,"Junio",9,"Jueves",13,"Guatemala","Rural","Hombre","35","Menos de 15","Normal","Panel","Blanco","Ignorado","Empotro"
1513,20,"Mayo",9,"Miercoles",18,"Huehuetenango","Rural","Hombre","35","Menos de 15","Normal","Bus urbano","Verde","1988","Colisión"
202,19,"Enero",9,"Lunes",10,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Bus urbano","Ignorado","1993","Colisión"
211,20,"Enero",9,"Martes",10,"Guatemala","Urbano","Hombre","35","Menos de 15","Normal","Bus urbano","Amarillo","Ignorado","Colisión"
3310,8,"Diciembre",9,"Martes",21,"Chimaltenango","Rural","Hombre","35","Menos de 15","Normal","Bus urbano","Azul","Ignorado","Colisión"
3012,28,"Octubre",9,"Miercoles",8,"Guatemala","Urbano","Mujer","36","Menos de 15","Ignorado","Automovil","Blanco","2006","Colisión"
1794,25,"Junio",9,"Jueves",5,"Guatemala","Urbano","Hombre","36","Menos de 15","Ignorado","Automovil","Blanco","2008","Colisión"
2575,4,"Septiembre",9,"Viernes",15,"Retalhuleu","Rural","Hombre","36","Menos de 15","Ignorado","Automovil","Gris","2008","Colisión"
903,22,"Marzo",9,"Domingo",20,"Guatemala","Urbano","Hombre","36","Menos de 15","Ignorado","Automovil","Azul","Ignorado","Colisión"
2574,4,"Septiembre",9,"Viernes",20,"Guatemala","Urbano","Mujer","36","Menos de 15","Ignorado","Automovil","Gris","Ignorado","Colisión"
3411,20,"Diciembre",9,"Domingo",2,"Izabal","Rural","Hombre","36","Menos de 15","Ignorado","Automovil","Blanco","2004","Empotro"
2601,1,"Septiembre",9,"Martes",6,"Guatemala","Urbano","Hombre","36","Menos de 15","Ignorado","Automovil","Blanco","Ignorado","Empotro"
3102,6,"Noviembre",9,"Viernes",9,"Sacatepequez","Rural","Hombre","36","Menos de 15","Ignorado","Automovil","Azul","Ignorado","Volco"
2845,9,"Octubre",9,"Viernes",21,"Jutiapa","Rural","Hombre","36","Menos de 15","Ignorado","Camioneta","Blanco","Ignorado","Caida"
3426,21,"Diciembre",9,"Lunes",0,"Izabal","Rural","Hombre","36","Menos de 15","Ignorado","Camioneta","Verde","Ignorado","Caida"
3447,23,"Diciembre",9,"Miercoles",12,"Solola","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Beige","1982","Colisión"
2818,4,"Octubre",9,"Domingo",18,"Santa Rosa","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Rojo","1987","Colisión"
3513,30,"Diciembre",9,"Miercoles",18,"Santa Rosa","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Corinto","1987","Colisión"
3133,11,"Noviembre",9,"Miercoles",10,"Quetzaltenango","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Verde","1988","Colisión"
625,25,"Febrero",9,"Miercoles",7,"Jalapa","Urbano","Hombre","36","Menos de 15","Ignorado","Pick up","Verde","1991","Colisión"
1786,24,"Junio",9,"Miercoles",18,"Guatemala","Urbano","Hombre","36","Menos de 15","Ignorado","Pick up","Corinto","1991","Colisión"
3427,21,"Diciembre",9,"Lunes",16,"Izabal","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Blanco","2000","Colisión"
1020,3,"Abril",9,"Viernes",3,"Guatemala","Urbano","Hombre","36","Menos de 15","Ignorado","Pick up","Blanco","Ignorado","Colisión"
2148,2,"Agosto",9,"Domingo",20,"Zacapa","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
2218,2,"Agosto",9,"Domingo",20,"Zacapa","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
2288,2,"Agosto",9,"Domingo",20,"Zacapa","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
2375,12,"Agosto",9,"Miercoles",19,"Peten","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Gris","Ignorado","Colisión"
3372,16,"Diciembre",9,"Miercoles",18,"Alta Verpaz","Rural","Hombre","36","Menos de 15","Ignorado","Pick up","Corinto","Ignorado","Colisión"
1753,20,"Junio",9,"Sabado",1,"Izabal","Rural","Hombre","36","Menos de 15","Ignorado","Motocicleta","Rojo","2009","Caida"
1631,6,"Junio",9,"Sabado",22,"Escuintla","Rural","Mujer","36","Menos de 15","Ignorado","Motocicleta","Ignorado","Ignorado","Caida"
1064,7,"Abril",9,"Martes",8,"Jutiapa","Urbano","Hombre","36","Menos de 15","Ignorado","Camión","Blanco","Ignorado","Colisión"
3369,16,"Diciembre",9,"Miercoles",19,"Escuintla","Urbano","Hombre","36","Menos de 15","Ignorado","Camión","Blanco","Ignorado","Colisión"
3481,27,"Diciembre",9,"Domingo",NA,"Guatemala","Urbano","Hombre","36","Menos de 15","Ignorado","Camión","Amarillo","Ignorado","Colisión"
950,27,"Marzo",9,"Viernes",0,"Guatemala","Urbano","Hombre","36","Menos de 15","Ignorado","Cabezal","Corinto","2007","Colisión"
2507,26,"Agosto",9,"Miercoles",17,"Santa Rosa","Rural","Hombre","36","Menos de 15","Ignorado","Microbus","Blanco","Ignorado","Colisión"
3501,28,"Diciembre",9,"Lunes",19,"Quiche","Rural","Hombre","36","Menos de 15","Ignorado","Microbus","Azul","Ignorado","Colisión"
1821,28,"Junio",9,"Domingo",17,"Guatemala","Urbano","Hombre","36","Menos de 15","Ebrio","Automovil","Negro","Ignorado","Colisión"
540,18,"Febrero",9,"Miercoles",20,"Alta Verpaz","Urbano","Hombre","36","Menos de 15","Ebrio","Pick up","Corinto","1993","Colisión"
875,18,"Marzo",9,"Miercoles",0,"San Marcos","Rural","Hombre","36","Menos de 15","Ebrio","Pick up","Verde","1996","Colisión"
2654,14,"Septiembre",9,"Lunes",19,"Huehuetenango","Urbano","Mujer","36","Menos de 15","Ebrio","Pick up","Blanco","Ignorado","Colisión"
107,11,"Enero",9,"Domingo",15,"Retalhuleu","Rural","Hombre","36","Menos de 15","Ebrio","Pick up","Anaranjado","1985","Empotro"
2389,14,"Agosto",9,"Viernes",0,"Quiche","Rural","Hombre","36","Menos de 15","Ebrio","Motocicleta","Rojo","Ignorado","Colisión"
1488,17,"Mayo",9,"Domingo",22,"Solola","Urbano","Hombre","36","Menos de 15","Ebrio","Microbus","Verde","2006","Empotro"
1798,26,"Junio",9,"Viernes",19,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Automovil","Blanco","1990","Colisión"
3073,3,"Noviembre",9,"Martes",20,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Automovil","Beige","1995","Colisión"
1289,28,"Abril",9,"Martes",19,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Automovil","Ignorado","Ignorado","Colisión"
1668,11,"Junio",9,"Jueves",1,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Automovil","Negro","Ignorado","Colisión"
3011,28,"Octubre",9,"Miercoles",20,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Automovil","Ignorado","Ignorado","Colisión"
1925,9,"Julio",9,"Jueves",17,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Camioneta","Café","1997","Colisión"
2493,24,"Agosto",9,"Lunes",21,"Santa Rosa","Rural","Hombre","36","Menos de 15","Normal","Camioneta","Blanco","2000","Colisión"
1915,9,"Julio",9,"Jueves",21,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Camioneta","Negro","2004","Colisión"
2066,26,"Julio",9,"Domingo",17,"Santa Rosa","Rural","Hombre","36","Menos de 15","Normal","Camioneta","Verde","Ignorado","Colisión"
2459,22,"Agosto",9,"Sabado",7,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Pick up","Gris","2005","Colisión"
3165,18,"Noviembre",9,"Miercoles",9,"Quetzaltenango","Urbano","Hombre","36","Menos de 15","Normal","Pick up","Blanco","2006","Colisión"
157,15,"Enero",9,"Jueves",17,"El Progreso","Rural","Hombre","36","Menos de 15","Normal","Pick up","Blanco","2007","Colisión"
737,6,"Marzo",9,"Viernes",16,"Guatemala","Rural","Hombre","36","Menos de 15","Normal","Pick up","Blanco","2007","Colisión"
1178,17,"Abril",9,"Viernes",22,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Pick up","Ignorado","Ignorado","Colisión"
1981,16,"Julio",9,"Jueves",1,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Pick up","Negro","Ignorado","Colisión"
2086,28,"Julio",9,"Martes",17,"Sacatepequez","Rural","Hombre","36","Menos de 15","Normal","Pick up","Verde","Ignorado","Colisión"
2092,29,"Julio",9,"Miercoles",18,"San Marcos","Rural","Hombre","36","Menos de 15","Normal","Pick up","Ignorado","Ignorado","Colisión"
1507,19,"Mayo",9,"Martes",6,"San Marcos","Rural","Hombre","36","Menos de 15","Normal","Pick up","Ignorado","Ignorado","Empotro"
1174,17,"Abril",9,"Viernes",5,"Jalapa","Rural","Hombre","36","Menos de 15","Normal","Pick up","Gris","2008","Volco"
1199,19,"Abril",9,"Domingo",11,"Zacapa","Rural","Hombre","36","Menos de 15","Normal","Pick up","Beige","1989","Caida"
1993,17,"Julio",9,"Viernes",0,"Izabal","Rural","Hombre","36","Menos de 15","Normal","Motocicleta","Negro","2008","Colisión"
28,2,"Enero",9,"Viernes",10,"Izabal","Rural","Mujer","36","Menos de 15","Normal","Motocicleta","Ignorado","Ignorado","Empotro"
2016,20,"Julio",9,"Lunes",16,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Motocicleta","Negro","Ignorado","Empotro"
2349,9,"Agosto",9,"Domingo",19,"Chiquimula","Rural","Hombre","36","Menos de 15","Normal","Motocicleta","Ignorado","Ignorado","Empotro"
1662,9,"Junio",9,"Martes",10,"Quiche","Urbano","Hombre","36","Menos de 15","Normal","Camión","Blanco","1995","Colisión"
1384,7,"Mayo",9,"Jueves",19,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Camión","Ignorado","Ignorado","Empotro"
217,21,"Enero",9,"Miercoles",21,"Escuintla","Rural","Hombre","36","Menos de 15","Normal","Cabezal","Azul","1995","Colisión"
2069,26,"Julio",9,"Domingo",15,"Solola","Rural","Hombre","36","Menos de 15","Normal","Bus extraurbano","Azul","Ignorado","Colisión"
3390,19,"Diciembre",9,"Sabado",14,"Guatemala","Rural","Hombre","36","Menos de 15","Normal","Bus extraurbano","Blanco","1983","Caida"
144,14,"Enero",9,"Miercoles",14,"Izabal","Rural","Hombre","36","Menos de 15","Normal","Microbus","Blanco","2003","Colisión"
1881,5,"Julio",9,"Domingo",0,"Guatemala","Urbano","Hombre","36","Menos de 15","Normal","Microbus","Beige","2008","Colisión"
630,25,"Febrero",9,"Miercoles",7,"Suchitepequez","Rural","Hombre","37","Menos de 15","Ignorado","Automovil","Gris","2008","Colisión"
3512,30,"Diciembre",9,"Miercoles",15,"Zacapa","Rural","Hombre","37","Menos de 15","Ignorado","Automovil","Blanco","2008","Colisión"
2798,2,"Octubre",9,"Viernes",23,"Guatemala","Rural","Hombre","37","Menos de 15","Ignorado","Automovil","Gris","Ignorado","Colisión"
3248,30,"Noviembre",9,"Lunes",14,"Escuintla","Rural","Hombre","37","Menos de 15","Ignorado","Automovil","Blanco","Ignorado","Colisión"
3526,31,"Diciembre",9,"Jueves",19,"Retalhuleu","Rural","Hombre","37","Menos de 15","Ignorado","Automovil","Amarillo","Ignorado","Colisión"
2624,11,"Septiembre",9,"Viernes",15,"Suchitepequez","Rural","Hombre","37","Menos de 15","Ignorado","Pick up","Blanco","2006","Colisión"
3280,5,"Diciembre",9,"Sabado",4,"Izabal","Rural","Hombre","37","Menos de 15","Ignorado","Pick up","Rojo","Ignorado","Colisión"
3459,24,"Diciembre",9,"Jueves",18,"El Progreso","Rural","Hombre","37","Menos de 15","Ignorado","Pick up","Blanco","1986","Empotro"
774,8,"Marzo",9,"Domingo",9,"Baja Verapaz","Rural","Hombre","37","Menos de 15","Ignorado","Pick up","Blanco","Ignorado","Empotro"
3069,2,"Noviembre",9,"Lunes",11,"Totonicapan","Rural","Hombre","37","Menos de 15","Ignorado","Pick up","Ignorado","Ignorado","Empotro"
2969,22,"Octubre",9,"Jueves",21,"Izabal","Rural","Hombre","37","Menos de 15","Ignorado","Motocicleta","Azul","2005","Colisión"
2483,23,"Agosto",9,"Domingo",23,"Peten","Rural","Hombre","37","Menos de 15","Ignorado","Motocicleta","Azul","Ignorado","Colisión"
2345,8,"Agosto",9,"Sabado",17,"Suchitepequez","Rural","Hombre","37","Menos de 15","Ignorado","Motocicleta","Rojo","Ignorado","Volco"
2505,26,"Agosto",9,"Miercoles",7,"Chiquimula","Rural","Hombre","37","Menos de 15","Ignorado","Camión","Verde","Ignorado","Colisión"
1063,7,"Abril",9,"Martes",20,"Jutiapa","Rural","Hombre","37","Menos de 15","Ignorado","Camión","Blanco","Ignorado","Volco"
1355,5,"Mayo",9,"Martes",9,"Zacapa","Rural","Hombre","37","Menos de 15","Ignorado","Camión","Blanco","2008","Caida"
997,31,"Marzo",9,"Martes",16,"Santa Rosa","Rural","Hombre","37","Menos de 15","Ignorado","Camión","Celeste","Ignorado","Caida"
870,18,"Marzo",9,"Miercoles",12,"Jutiapa","Rural","Hombre","37","Menos de 15","Ignorado","Cabezal","Blanco","1999","Colisión"
2433,19,"Agosto",9,"Miercoles",6,"El Progreso","Rural","Hombre","37","Menos de 15","Ignorado","Microbus","Rojo","Ignorado","Colisión"
2727,24,"Septiembre",9,"Jueves",17,"Guatemala","Rural","Hombre","37","Menos de 15","Ignorado","Microbus","Verde","Ignorado","Volco"
1838,30,"Junio",9,"Martes",15,"Guatemala","Urbano","Hombre","37","Menos de 15","Ignorado","Panel","Ignorado","Ignorado","Colisión"
3007,27,"Octubre",9,"Martes",16,"Escuintla","Rural","Hombre","37","Menos de 15","Ignorado","Bus urbano","Rojo","1995","Colisión"
1281,26,"Abril",9,"Domingo",19,"Guatemala","Urbano","Hombre","37","Menos de 15","Ignorado","Bus urbano","Rojo","Ignorado","Colisión"
932,25,"Marzo",9,"Miercoles",18,"Suchitepequez","Urbano","Hombre","37","Menos de 15","Ebrio","Automovil","Celeste","1995","Colisión"
1319,2,"Mayo",9,"Sabado",0,"Guatemala","Urbano","Hombre","37","Menos de 15","Ebrio","Automovil","Corinto","1999","Colisión"
3515,30,"Diciembre",9,"Miercoles",16,"Alta Verpaz","Rural","Hombre","37","Menos de 15","Ebrio","Pick up","Verde","2001","Colisión"
279,26,"Enero",9,"Lunes",15,"Huehuetenango","Rural","Hombre","37","Menos de 15","Ebrio","Pick up","Negro","Ignorado","Colisión"
1336,3,"Mayo",9,"Domingo",1,"Quetzaltenango","Urbano","Hombre","37","Menos de 15","Ebrio","Pick up","Gris","Ignorado","Colisión"
1406,10,"Mayo",9,"Sabado",21,"Alta Verpaz","Rural","Hombre","37","Menos de 15","Ebrio","Pick up","Verde","Ignorado","Colisión"
2443,20,"Agosto",9,"Jueves",22,"Suchitepequez","Rural","Hombre","37","Menos de 15","Ebrio","Pick up","Beige","Ignorado","Colisión"
3199,22,"Noviembre",9,"Domingo",15,"Suchitepequez","Rural","Hombre","37","Menos de 15","Ebrio","Pick up","Rojo","Ignorado","Colisión"
3455,24,"Diciembre",9,"Jueves",16,"Guatemala","Rural","Hombre","37","Menos de 15","Ebrio","Pick up","Blanco","Ignorado","Colisión"
740,6,"Marzo",9,"Viernes",0,"Huehuetenango","Rural","Hombre","37","Menos de 15","Ebrio","Pick up","Ignorado","1990","Empotro"
1456,14,"Mayo",9,"Jueves",23,"Alta Verpaz","Urbano","Hombre","37","Menos de 15","Ebrio","Pick up","Corinto","2001","Empotro"
239,23,"Enero",9,"Viernes",5,"Peten","Rural","Hombre","37","Menos de 15","Ebrio","Pick up","Azul","Ignorado","Empotro"
2908,16,"Octubre",9,"Viernes",14,"Baja Verapaz","Rural","Hombre","37","Menos de 15","Ebrio","Motocicleta","Negro","2007","Colisión"
2753,27,"Septiembre",9,"Domingo",0,"Izabal","Urbano","Hombre","37","Menos de 15","Ebrio","Motocicleta","Ignorado","Ignorado","Caida"
2476,23,"Agosto",9,"Domingo",18,"Jalapa","Rural","Hombre","37","Menos de 15","Ebrio","Bus extraurbano","Amarillo","1993","Colisión"
2400,16,"Agosto",9,"Domingo",2,"Guatemala","Urbano","Mujer","37","Menos de 15","Ebrio","Jeep","Rojo","1995","Empotro"
766,8,"Marzo",9,"Domingo",17,"Escuintla","Rural","Hombre","37","Menos de 15","Normal","Automovil","Rojo","1992","Colisión"
2079,27,"Julio",9,"Lunes",18,"Guatemala","Rural","Mujer","37","Menos de 15","Normal","Automovil","Gris","1997","Colisión"
2385,14,"Agosto",9,"Viernes",13,"Guatemala","Urbano","Mujer","37","Menos de 15","Normal","Automovil","Verde","1998","Colisión"
711,3,"Marzo",9,"Martes",14,"Quetzaltenango","Rural","Hombre","37","Menos de 15","Normal","Automovil","Blanco","2007","Colisión"
895,21,"Marzo",9,"Sabado",15,"Escuintla","Rural","Hombre","37","Menos de 15","Normal","Automovil","Negro","2007","Colisión"
591,22,"Febrero",9,"Domingo",21,"Quetzaltenango","Urbano","Hombre","37","Menos de 15","Normal","Automovil","Blanco","Ignorado","Colisión"
