"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","muni_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad","edad_m1","condicion_pil","tipo_vehi","marca_vehi","color_vehi","modelo_vehi","causa_acc"
4392,18,"Septiembre","Domingo",0,"Guatemala",8,"Urbano","7","Hombre","22","20-24","Mayor","Lesionado","Automovil","Audi","Gris","Ignorado","Empotro"
4391,18,"Septiembre","Domingo",0,"Guatemala",8,"Urbano","7","Hombre","25","25-29","Mayor","Lesionado","Automovil","Audi","Gris","Ignorado","Empotro"
3015,27,"Junio","Lunes",17,"Guatemala",1,"Urbano","10","Hombre","42","40-44","Mayor","Lesionado","Automovil","Audi","Gris","2001","Colisión"
541,2,"Febrero","Miércoles",17,"Guatemala",1,"Urbano","5","Mujer","10","Menos de 15","Menor","Lesionado","Motocicleta","Land rover","Azul","Ignorado","Colisión"
3954,30,"Agosto","Martes",13,"Guatemala",1,"Urbano","13","Mujer","18","15-19","Mayor","Lesionado","Camioneta","Land rover","Beige","Ignorado","Colisión"
5505,26,"Noviembre","Sábado",21,"Guatemala",1,"Rural","10","Hombre","19","15-19","Mayor","Lesionado","Motocicleta","Land rover","Negro","Ignorado","Volco"
2758,12,"Junio","Domingo",23,"Guatemala",14,"Rural","Ignorado","Hombre","23","20-24","Mayor","Fallecido","Motocicleta","Land rover","Negro","Ignorado","Empotro"
3697,10,"Agosto","Miércoles",22,"Guatemala",1,"Rural","11","Hombre","24","20-24","Mayor","Fallecido","Motocicleta","Land rover","Azul","Ignorado","Empotro"
4803,18,"Octubre","Martes",14,"Guatemala",1,"Urbano","17","Hombre","21","20-24","Mayor","Lesionado","Motocicleta","Land rover","Rojo","Ignorado","Colisión"
6011,28,"12","Miércoles",1,"Alta Verapaz",1,"Urbano","1","Hombre","24","20-24","Mayor","Lesionado","Jeep","Land rover","Azul","1970","Empotro"
2759,12,"Junio","Domingo",23,"Guatemala",14,"Rural","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Motocicleta","Land rover","Negro","Ignorado","Empotro"
4001,3,"Septiembre","Sábado",7,"Guatemala",8,"Urbano","8","Hombre","29","25-29","Mayor","Lesionado","Motocicleta","Land rover","Azul","Ignorado","Empotro"
4813,20,"Octubre","Jueves",21,"Guatemala",1,"Urbano","12","Hombre","26","25-29","Mayor","Lesionado","Motocicleta","Land rover","Rojo","Ignorado","Colisión"
4000,3,"Septiembre","Sábado",7,"Guatemala",8,"Urbano","8","Hombre","30","30-34","Mayor","Lesionado","Motocicleta","Land rover","Azul","Ignorado","Empotro"
4707,15,"Octubre","Sábado",8,"Guatemala",1,"Urbano","7","Hombre","33","30-34","Mayor","Lesionado","Motocicleta","Land rover","Rojo","2007","Colisión"
540,2,"Febrero","Miércoles",17,"Guatemala",1,"Urbano","5","Hombre","35","35-39","Mayor","Lesionado","Motocicleta","Land rover","Azul","Ignorado","Colisión"
743,15,"Febrero","Martes",12,"Izabal",4,"Rural","Ignorado","Mujer","38","35-39","Mayor","Lesionado","Camioneta","Land rover","Ignorado","1997","Colisión"
3839,21,"Agosto","Domingo",23,"Guatemala",1,"Urbano","7","Hombre","35","35-39","Ignorado","Fallecido","Motocicleta","Land rover","Negro","Ignorado","Colisión"
3999,3,"Septiembre","Sábado",7,"Guatemala",8,"Urbano","8","Mujer","35","35-39","Mayor","Fallecido","Motocicleta","Land rover","Azul","Ignorado","Empotro"
741,15,"Febrero","Martes",12,"Izabal",4,"Rural","Ignorado","Hombre","64","50-54","Mayor","Lesionado","Camioneta","Land rover","Ignorado","1997","Colisión"
742,15,"Febrero","Martes",12,"Izabal",4,"Rural","Ignorado","Mujer","64","50-54","Mayor","Lesionado","Camioneta","Land rover","Ignorado","1997","Colisión"
1591,8,"Abril","Viernes",14,"Chiquimula",4,"Rural","Ignorado","Hombre","14","Menos de 15","Menor","Fallecido","Pick up","Dodge","Ignorado","Ignorado","Colisión"
1592,8,"Abril","Viernes",14,"Chiquimula",4,"Rural","Ignorado","Hombre","10","Menos de 15","Menor","Fallecido","Pick up","Dodge","Ignorado","Ignorado","Colisión"
2262,15,"Mayo","Domingo",8,"Alta Verapaz",1,"Urbano","4","Mujer","8","Menos de 15","Menor","Lesionado","Pick up","Dodge","Blanco","Ignorado","Colisión"
2263,15,"Mayo","Domingo",8,"Alta Verapaz",1,"Urbano","4","Mujer","9","Menos de 15","Menor","Lesionado","Pick up","Dodge","Blanco","Ignorado","Colisión"
5064,4,"Noviembre","Viernes",21,"Guatemala",1,"Urbano","12","Hombre","18","15-19","Mayor","Lesionado","Microbus","Dodge","Amarillo","Ignorado","Empotro"
5066,4,"Noviembre","Viernes",21,"Guatemala",1,"Urbano","12","Hombre","19","15-19","Mayor","Lesionado","Microbus","Dodge","Amarillo","Ignorado","Empotro"
4535,2,"Octubre","Domingo",4,"Guatemala",8,"Urbano","8","Mujer","25","25-29","Mayor","Lesionado","Automovil","Dodge","Negro","2000","Colisión"
5065,4,"Noviembre","Viernes",21,"Guatemala",1,"Urbano","12","Mujer","28","25-29","Mayor","Lesionado","Microbus","Dodge","Amarillo","Ignorado","Empotro"
5067,4,"Noviembre","Viernes",21,"Guatemala",1,"Urbano","12","Hombre","28","25-29","Mayor","Lesionado","Microbus","Dodge","Amarillo","Ignorado","Empotro"
5130,9,"Noviembre","Miércoles",22,"Guatemala",1,"Urbano","18","Mujer","25","25-29","Mayor","Lesionado","Automovil","Dodge","Rojo","Ignorado","Colisión"
82,5,"Enero","Miércoles",23,"Guatemala",8,"Urbano","4","Hombre","32","30-34","Mayor","Fallecido","Camioneta","Dodge","Blanco","Ignorado","Colisión"
4433,22,"Septiembre","Jueves",16,"Suchitepéquez",6,"Rural","Ignorado","Hombre","31","30-34","Mayor","Lesionado","Pick up","Dodge","Gris","Ignorado","Empotro"
5068,4,"Noviembre","Viernes",21,"Guatemala",1,"Urbano","12","Mujer","34","30-34","Mayor","Lesionado","Microbus","Dodge","Amarillo","Ignorado","Empotro"
5129,9,"Noviembre","Miércoles",22,"Guatemala",1,"Urbano","18","Hombre","30","30-34","Mayor","Lesionado","Automovil","Dodge","Rojo","Ignorado","Colisión"
5680,6,"12","Martes",5,"Baja Verapaz",2,"Rural","Ignorado","Hombre","31","30-34","Mayor","Lesionado","Pick up","Dodge","Corinto","Ignorado","Volco"
521,31,"Enero","Lunes",21,"Totonicapán",5,"Rural","Ignorado","Hombre","39","35-39","Mayor","Lesionado","Pick up","Dodge","Ignorado","1982","Colisión"
5679,6,"12","Martes",5,"Baja Verapaz",2,"Rural","Ignorado","Mujer","35","35-39","Mayor","Lesionado","Pick up","Dodge","Corinto","Ignorado","Volco"
5063,4,"Noviembre","Viernes",21,"Guatemala",1,"Urbano","12","Hombre","42","40-44","Mayor","Lesionado","Microbus","Dodge","Amarillo","Ignorado","Empotro"
4434,22,"Septiembre","Jueves",16,"Suchitepéquez",6,"Rural","Ignorado","Hombre","51","50-54","Mayor","Lesionado","Pick up","Dodge","Gris","Ignorado","Empotro"
5177,11,"Noviembre","Viernes",23,"Quetzaltenango",1,"Rural","Ignorado","Hombre","54","50-54","Mayor","Lesionado","Pick up","Dodge","Blanco","Ignorado","Colisión"
5178,11,"Noviembre","Viernes",23,"Quetzaltenango",1,"Rural","Ignorado","Hombre","75","50-54","Mayor","Lesionado","Pick up","Dodge","Blanco","Ignorado","Colisión"
5678,6,"12","Martes",5,"Baja Verapaz",2,"Rural","Ignorado","Hombre","51","50-54","Mayor","Lesionado","Pick up","Dodge","Corinto","Ignorado","Volco"
2051,4,"Mayo","Miércoles",9,"Guatemala",10,"Rural","Ignorado","Mujer","19","15-19","Mayor","Lesionado","Pick up","Fiat","Gris","Ignorado","Colisión"
3147,6,"Julio","Miércoles",21,"Guatemala",1,"Urbano","6","Hombre","17","15-19","Menor","Lesionado","Automovil","Fiat","Gris","1989","Colisión"
3149,6,"Julio","Miércoles",21,"Guatemala",1,"Urbano","6","Hombre","16","15-19","Menor","Lesionado","Automovil","Fiat","Gris","1989","Colisión"
2050,4,"Mayo","Miércoles",9,"Guatemala",10,"Rural","Ignorado","Hombre","21","20-24","Mayor","Lesionado","Pick up","Fiat","Gris","Ignorado","Colisión"
2049,4,"Mayo","Miércoles",9,"Guatemala",10,"Rural","Ignorado","Hombre","34","30-34","Mayor","Lesionado","Pick up","Fiat","Gris","Ignorado","Colisión"
3281,19,"Julio","Martes",22,"Guatemala",1,"Urbano","1","Mujer","43","40-44","Ignorado","Lesionado","Automovil","Fiat","Blanco","2004","Colisión"
3148,6,"Julio","Miércoles",21,"Guatemala",1,"Urbano","6","Hombre","48","45-49","Mayor","Lesionado","Automovil","Fiat","Gris","1989","Colisión"
3280,19,"Julio","Martes",22,"Guatemala",1,"Urbano","1","Hombre","45","45-49","Mayor","Lesionado","Automovil","Fiat","Blanco","2004","Colisión"
1014,5,"Marzo","Sábado",17,"Guatemala",1,"Urbano","25","Mujer","14","Menos de 15","Menor","Lesionado","Pick up","Ford","Celeste","1996","Colisión"
1015,5,"Marzo","Sábado",17,"Guatemala",1,"Urbano","25","Hombre","2","Menos de 15","Menor","Lesionado","Pick up","Ford","Celeste","1996","Colisión"
1016,5,"Marzo","Sábado",17,"Guatemala",1,"Urbano","25","Hombre","14","Menos de 15","Menor","Lesionado","Pick up","Ford","Celeste","1996","Colisión"
1833,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Mujer","14","Menos de 15","Menor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1834,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Hombre","14","Menos de 15","Menor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1836,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Hombre","12","Menos de 15","Menor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1842,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Mujer","10","Menos de 15","Mayor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1844,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Hombre","1","Menos de 15","Menor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1845,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Mujer","12","Menos de 15","Menor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1861,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Hombre","13","Menos de 15","Menor","Lesionado","Pick up","Ford","Rojo","Ignorado","Colisión"
1862,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Mujer","2","Menos de 15","Menor","Lesionado","Pick up","Ford","Rojo","Ignorado","Colisión"
1863,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Hombre","7","Menos de 15","Menor","Lesionado","Pick up","Ford","Rojo","Ignorado","Colisión"
1866,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Mujer","6","Menos de 15","Menor","Lesionado","Pick up","Ford","Rojo","Ignorado","Colisión"
1869,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Hombre","2","Menos de 15","Menor","Lesionado","Pick up","Ford","Rojo","Ignorado","Colisión"
2243,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Mujer","8","Menos de 15","Menor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2250,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","5","Menos de 15","Menor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2251,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","13","Menos de 15","Menor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2254,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","4","Menos de 15","Menor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2901,19,"Junio","Domingo",17,"Escuintla",1,"Rural","Ignorado","Hombre","13","Menos de 15","Menor","Fallecido","Camioneta","Ford","Blanco","Ignorado","Colisión"
2902,19,"Junio","Domingo",17,"Escuintla",1,"Rural","Ignorado","Mujer","4","Menos de 15","Menor","Fallecido","Camioneta","Ford","Blanco","Ignorado","Colisión"
2903,19,"Junio","Domingo",17,"Escuintla",1,"Rural","Ignorado","Mujer","7","Menos de 15","Menor","Lesionado","Camioneta","Ford","Blanco","Ignorado","Colisión"
3294,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Mujer","1","Menos de 15","Menor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3295,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Mujer","3","Menos de 15","Menor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3296,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Mujer","5","Menos de 15","Menor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3298,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Hombre","7","Menos de 15","Menor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3785,16,"Agosto","Martes",16,"Quetzaltenango",1,"Urbano","8","Hombre","10","Menos de 15","Menor","Lesionado","Automovil","Ford","Blanco","Ignorado","Colisión"
3786,16,"Agosto","Martes",16,"Quetzaltenango",1,"Urbano","8","Mujer","2","Menos de 15","Menor","Lesionado","Automovil","Ford","Blanco","Ignorado","Colisión"
3832,21,"Agosto","Domingo",1,"Guatemala",1,"Urbano","1","Mujer","11","Menos de 15","Menor","Lesionado","Pick up","Ford","Verde","Ignorado","Colisión"
3833,21,"Agosto","Domingo",1,"Guatemala",1,"Urbano","1","Mujer","11","Menos de 15","Menor","Lesionado","Pick up","Ford","Verde","Ignorado","Colisión"
4076,6,"Septiembre","Martes",15,"Alta Verapaz",8,"Rural","Ignorado","Hombre","14","Menos de 15","Menor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
4699,14,"Octubre","Jueves",12,"Escuintla",1,"Rural","Ignorado","Mujer","9","Menos de 15","Menor","Lesionado","Pick up","Ford","Celeste","Ignorado","Colisión"
5429,20,"Noviembre","Domingo",14,"Quetzaltenango",1,"Rural","Ignorado","Hombre","14","Menos de 15","Menor","Lesionado","Bus extraurbano","Ford","Azul","Ignorado","Volco"
1202,13,"Marzo","Domingo",14,"Sololá",1,"Rural","Ignorado","Hombre","17","15-19","Menor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
1204,13,"Marzo","Domingo",14,"Sololá",1,"Rural","Ignorado","Mujer","17","15-19","Menor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
1208,13,"Marzo","Domingo",14,"Sololá",1,"Rural","Ignorado","Hombre","18","15-19","Mayor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
1829,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Hombre","18","15-19","Mayor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1830,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Hombre","18","15-19","Mayor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1831,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Mujer","17","15-19","Menor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1832,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Mujer","15","15-19","Menor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1835,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Mujer","15","15-19","Menor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1859,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Hombre","18","15-19","Mayor","Fallecido","Pick up","Ford","Rojo","Ignorado","Colisión"
2055,4,"Mayo","Miércoles",13,"Escuintla",11,"Rural","Ignorado","Mujer","18","15-19","Mayor","Lesionado","Bus extraurbano","Ford","Ignorado","Ignorado","Empotro"
2255,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Mujer","16","15-19","Menor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2399,23,"Mayo","Lunes",17,"Petén",4,"Rural","Ignorado","Hombre","19","15-19","Mayor","Lesionado","Pick up","Ford","Negro","Ignorado","Empotro"
2400,23,"Mayo","Lunes",17,"Petén",4,"Rural","Ignorado","Hombre","19","15-19","Mayor","Lesionado","Pick up","Ford","Negro","Ignorado","Empotro"
2510,28,"Mayo","Sábado",17,"Sololá",1,"Rural","Ignorado","Hombre","16","15-19","Menor","Lesionado","Bus urbano","Ford","Ignorado","1984","Volco"
3285,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Mujer","15","15-19","Menor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3287,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Mujer","19","15-19","Mayor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3288,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Mujer","18","15-19","Mayor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3289,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Mujer","19","15-19","Mayor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3835,21,"Agosto","Domingo",1,"Guatemala",1,"Urbano","1","Mujer","19","15-19","Mayor","Lesionado","Pick up","Ford","Verde","Ignorado","Colisión"
4070,6,"Septiembre","Martes",15,"Alta Verapaz",8,"Rural","Ignorado","Mujer","16","15-19","Menor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
4444,24,"Septiembre","Sábado",0,"Guatemala",8,"Urbano","8","Mujer","15","15-19","Menor","Lesionado","Microbus","Ford","Verde","2000","Empotro"
4445,24,"Septiembre","Sábado",0,"Guatemala",8,"Urbano","8","Mujer","17","15-19","Menor","Lesionado","Microbus","Ford","Verde","2000","Empotro"
4700,14,"Octubre","Jueves",12,"Escuintla",1,"Rural","Ignorado","Hombre","19","15-19","Mayor","Lesionado","Pick up","Ford","Celeste","Ignorado","Colisión"
1203,13,"Marzo","Domingo",14,"Sololá",1,"Rural","Ignorado","Hombre","23","20-24","Mayor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
1209,13,"Marzo","Domingo",14,"Sololá",1,"Rural","Ignorado","Mujer","20","20-24","Mayor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
1262,15,"Marzo","Martes",12,"Jutiapa",1,"Rural","Ignorado","Hombre","23","20-24","Mayor","Fallecido","Pick up","Ford","Verde","Ignorado","Volco"
1475,31,"Marzo","Jueves",22,"Guatemala",1,"Urbano","16","Hombre","23","20-24","Mayor","Lesionado","Pick up","Ford","Beige","2006","Colisión"
1839,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Hombre","20","20-24","Mayor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1864,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Hombre","22","20-24","Mayor","Lesionado","Pick up","Ford","Rojo","Ignorado","Colisión"
2054,4,"Mayo","Miércoles",13,"Escuintla",11,"Rural","Ignorado","Mujer","22","20-24","Mayor","Lesionado","Bus extraurbano","Ford","Ignorado","Ignorado","Empotro"
2059,4,"Mayo","Miércoles",13,"Escuintla",11,"Rural","Ignorado","Mujer","21","20-24","Mayor","Lesionado","Bus extraurbano","Ford","Ignorado","Ignorado","Empotro"
2235,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","23","20-24","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2246,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Mujer","23","20-24","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2247,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","24","20-24","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2256,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Mujer","21","20-24","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2274,16,"Mayo","Lunes",10,"Guatemala",1,"Urbano","1","Hombre","21","20-24","Mayor","Lesionado","Automovil","Ford","Negro","Ignorado","Colisión"
3258,15,"Julio","Viernes",19,"Zacapa",4,"Rural","Ignorado","Mujer","24","20-24","Mayor","Lesionado","Camioneta","Ford","Negro","Ignorado","Embarranco"
3260,15,"Julio","Viernes",19,"Zacapa",4,"Rural","Ignorado","Mujer","22","20-24","Mayor","Lesionado","Camioneta","Ford","Negro","Ignorado","Embarranco"
3286,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Mujer","20","20-24","Mayor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3293,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Hombre","24","20-24","Ignorado","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
4065,6,"Septiembre","Martes",15,"Alta Verapaz",8,"Rural","Ignorado","Hombre","20","20-24","Mayor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
4443,24,"Septiembre","Sábado",0,"Guatemala",8,"Urbano","8","Mujer","23","20-24","Mayor","Lesionado","Microbus","Ford","Verde","2000","Empotro"
5769,14,"12","Miércoles",8,"Escuintla",4,"Rural","Ignorado","Mujer","20","20-24","Mayor","Lesionado","Bus extraurbano","Ford","Blanco","1990","Colisión"
5770,14,"12","Miércoles",8,"Escuintla",4,"Rural","Ignorado","Mujer","22","20-24","Mayor","Lesionado","Bus extraurbano","Ford","Blanco","1990","Colisión"
5886,21,"12","Miércoles",9,"Guatemala",1,"Urbano","9","Hombre","21","20-24","Mayor","Lesionado","Camioneta","Ford","Gris","Ignorado","Volco"
1206,13,"Marzo","Domingo",14,"Sololá",1,"Rural","Ignorado","Mujer","27","25-29","Mayor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
1264,15,"Marzo","Martes",12,"Jutiapa",1,"Rural","Ignorado","Mujer","29","25-29","Mayor","Lesionado","Pick up","Ford","Verde","Ignorado","Volco"
1840,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Mujer","28","25-29","Mayor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1841,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1865,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Pick up","Ford","Rojo","Ignorado","Colisión"
1868,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Mujer","27","25-29","Mayor","Lesionado","Pick up","Ford","Rojo","Ignorado","Colisión"
2237,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","28","25-29","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2239,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","28","25-29","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2245,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2355,21,"Mayo","Sábado",13,"Guatemala",15,"Rural","Ignorado","Mujer","26","25-29","Mayor","Lesionado","Pick up","Ford","Café","Ignorado","Empotro"
2927,20,"Junio","Lunes",17,"Quiché",12,"Rural","Ignorado","Hombre","27","25-29","Mayor","Lesionado","Camioneta","Ford","Verde","Ignorado","Colisión"
3290,19,"Julio","Martes",14,"Guatemala",13,"Rural","Ignorado","Mujer","25","25-29","Mayor","Lesionado","Bus extraurbano","Ford","Beige","Ignorado","Volco"
3696,10,"Agosto","Miércoles",14,"Guatemala",3,"Rural","Ignorado","Mujer","26","25-29","Mayor","Fallecido","Automovil","Ford","Azul","Ignorado","Colisión"
4058,6,"Septiembre","Martes",15,"Alta Verapaz",8,"Rural","Ignorado","Mujer","25","25-29","Mayor","Fallecido","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
4074,6,"Septiembre","Martes",15,"Alta Verapaz",8,"Rural","Ignorado","Mujer","26","25-29","Mayor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
4077,6,"Septiembre","Martes",15,"Alta Verapaz",8,"Rural","Ignorado","Mujer","26","25-29","Mayor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
5433,20,"Noviembre","Domingo",14,"Quetzaltenango",1,"Rural","Ignorado","Mujer","25","25-29","Mayor","Lesionado","Bus extraurbano","Ford","Azul","Ignorado","Volco"
1263,15,"Marzo","Martes",12,"Jutiapa",1,"Rural","Ignorado","Hombre","33","30-34","Mayor","Lesionado","Pick up","Ford","Verde","Ignorado","Volco"
1838,21,"Abril","Jueves",8,"Quiché",1,"Rural","Ignorado","Mujer","34","30-34","Mayor","Lesionado","Camión","Ford","Amarillo","Ignorado","Volco"
1860,22,"Abril","Viernes",14,"Izabal",1,"Rural","Ignorado","Mujer","30","30-34","Mayor","Fallecido","Pick up","Ford","Rojo","Ignorado","Colisión"
2053,4,"Mayo","Miércoles",13,"Escuintla",11,"Rural","Ignorado","Mujer","32","30-34","Mayor","Lesionado","Bus extraurbano","Ford","Ignorado","Ignorado","Empotro"
2236,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","31","30-34","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2244,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","33","30-34","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2249,15,"Mayo","Domingo",11,"Santa Rosa",1,"Urbano","Ignorado","Hombre","30","30-34","Mayor","Lesionado","Bus urbano","Ford","Rojo","Ignorado","Volco"
2398,23,"Mayo","Lunes",17,"Petén",4,"Rural","Ignorado","Hombre","32","30-34","Mayor","Fallecido","Pick up","Ford","Negro","Ignorado","Empotro"
2463,28,"Mayo","Sábado",0,"Escuintla",1,"Rural","Ignorado","Hombre","30","30-34","Mayor","Fallecido","Camioneta","Ford","Gris","Ignorado","Embarranco"
2511,28,"Mayo","Sábado",17,"Sololá",1,"Rural","Ignorado","Hombre","30","30-34","Mayor","Lesionado","Bus urbano","Ford","Ignorado","1984","Volco"
2512,28,"Mayo","Sábado",17,"Sololá",1,"Rural","Ignorado","Mujer","30","30-34","Mayor","Lesionado","Bus urbano","Ford","Ignorado","1984","Volco"
3259,15,"Julio","Viernes",19,"Zacapa",4,"Rural","Ignorado","Mujer","34","30-34","Mayor","Lesionado","Camioneta","Ford","Negro","Ignorado","Embarranco"
4078,6,"Septiembre","Martes",15,"Alta Verapaz",8,"Rural","Ignorado","Hombre","33","30-34","Mayor","Lesionado","Bus extraurbano","Ford","Amarillo","Ignorado","Volco"
5076,5,"Noviembre","Sábado",19,"Escuintla",1,"Rural","Ignorado","Hombre","32","30-34","Mayor","Fallecido","Pick up","Ford","Azul","Ignorado","Colisión"
5077,5,"Noviembre","Sábado",19,"Escuintla",1,"Rural","Ignorado","Hombre","32","30-34","Mayor","Lesionado","Pick up","Ford","Azul","Ignorado","Colisión"
5276,15,"Noviembre","Martes",17,"Guatemala",1,"Urbano","13","Mujer","30","30-34","Mayor","Lesionado","Pick up","Ford","Negro","Ignorado","Colisión"
