"","núm_corre","año_ocu","día_ocu","hora_ocu","g_hora","g_hora_5","mes_ocu","día_sem_ocu","mupio_ocu","depto_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","fall_les","int_o_noint"
"247",247,2017,14,5,1,1,1,6,207,2,99,1,9,1,1,2,2,2,52,4,9999,6,4,2,1
"248",248,2017,14,5,1,1,1,6,207,2,99,2,7,1,1,2,2,2,52,4,9999,6,4,2,1
"249",249,2017,14,5,1,1,1,6,207,2,99,2,1,1,1,1,2,2,52,4,9999,6,4,2,1
"250",250,2017,14,5,1,1,1,6,207,2,99,1,6,1,1,2,2,2,52,4,9999,6,4,2,1
"251",251,2017,14,5,1,1,1,6,207,2,99,2,11,1,1,3,2,2,52,4,9999,6,4,1,2
"252",252,2017,14,5,1,1,1,6,207,2,99,2,65,12,11,14,1,2,52,4,9999,6,4,1,2
"253",253,2017,14,2,1,1,1,6,1001,10,99,1,42,7,7,9,1,1,69,9,9999,6,3,2,1
"254",254,2017,14,22,4,3,1,6,1002,10,99,1,45,8,8,10,1,4,67,5,9999,6,2,1,2
"255",255,2017,14,13,3,2,1,6,1701,17,99,1,35,6,6,8,1,4,6,1,2006,4,1,2,1
"256",256,2017,14,13,3,2,1,6,1701,17,99,1,48,8,8,10,1,4,6,1,2006,4,1,2,1
"257",257,2017,15,20,4,3,1,7,2217,22,99,2,26,4,4,6,1,3,69,9,1987,2,3,2,1
"258",258,2017,15,20,4,3,1,7,2217,22,99,2,43,7,7,9,1,3,69,9,1987,2,3,2,1
"259",259,2017,15,20,4,3,1,7,2217,22,99,1,8,1,1,2,2,3,69,9,1987,2,3,2,1
"260",260,2017,15,20,4,3,1,7,2217,22,99,1,10,1,1,3,2,3,69,9,1987,2,3,2,1
"261",261,2017,15,20,4,3,1,7,2217,22,99,2,18,2,2,4,1,3,69,9,1987,2,3,2,1
"262",262,2017,15,20,4,3,1,7,2217,22,99,2,22,3,3,5,1,3,69,9,1987,2,3,2,1
"263",263,2017,15,20,4,3,1,7,2217,22,99,2,44,7,7,9,1,3,69,9,1987,2,3,2,1
"264",264,2017,15,20,4,3,1,7,2217,22,99,2,26,4,4,6,1,3,69,9,1987,2,3,2,1
"265",265,2017,15,20,4,3,1,7,2217,22,99,2,14,1,1,3,2,3,69,9,1987,2,3,1,2
"266",266,2017,15,22,4,3,1,7,501,5,99,2,39,6,6,8,1,4,113,4,9999,6,1,2,1
"267",267,2017,15,23,4,3,1,7,510,5,99,1,25,4,4,6,1,4,999,99,9999,6,4,2,1
"268",268,2017,15,22,4,3,1,7,1002,10,99,1,35,6,6,8,1,4,67,5,9999,6,4,1,2
"269",269,2017,15,14,3,2,1,7,1106,11,99,1,23,3,3,5,1,4,32,3,2007,4,1,2,1
"270",270,2017,15,18,4,3,1,7,117,1,99,1,21,3,3,5,1,4,67,3,9999,6,1,2,1
"271",271,2017,15,22,4,3,1,7,1701,17,99,1,31,5,5,7,1,1,69,6,1938,1,2,2,1
"272",272,2017,16,10,2,1,1,1,101,1,1,1,22,3,3,5,1,4,67,5,2006,4,1,2,1
"273",273,2017,16,10,2,1,1,1,101,1,1,2,18,2,2,4,1,4,67,5,2006,4,1,2,1
"274",274,2017,16,9,2,1,1,1,101,1,99,1,31,5,5,7,1,4,67,5,9999,6,1,1,2
"275",275,2017,16,6,2,1,1,1,511,5,99,1,29,4,4,6,1,4,6,1,9999,6,1,2,1
"276",276,2017,16,17,3,2,1,1,101,1,8,1,21,3,3,5,1,4,18,5,2017,5,2,2,1
"277",277,2017,16,17,3,2,1,1,101,1,8,2,999,16,12,18,1,4,18,5,2017,5,2,2,1
"278",278,2017,16,8,2,1,1,1,801,8,99,1,38,6,6,8,1,4,35,5,9999,6,1,1,2
"279",279,2017,16,8,2,1,1,1,801,8,99,2,23,3,3,5,1,4,35,5,9999,6,1,2,1
"280",280,2017,17,23,4,3,1,2,101,1,6,1,30,5,5,7,1,4,3,5,2011,5,1,2,1
"281",281,2017,17,23,4,3,1,2,101,1,6,1,27,4,4,6,1,4,6,5,2015,5,1,2,1
"282",282,2017,17,23,4,3,1,2,101,1,6,2,22,3,3,5,1,4,6,5,2015,5,1,2,1
"283",283,2017,17,2,1,1,1,2,101,1,5,1,23,3,3,5,1,4,32,1,2016,5,2,2,1
"284",284,2017,17,2,1,1,1,2,101,1,5,1,26,4,4,6,1,4,32,1,2016,5,2,2,1
"285",285,2017,17,8,2,1,1,2,101,1,5,1,31,5,5,7,1,4,32,1,9999,6,1,1,2
"286",286,2017,17,18,4,3,1,2,109,1,99,1,41,7,7,9,1,5,999,99,9999,6,1,2,1
"287",287,2017,17,15,3,2,1,2,113,1,99,2,22,3,3,5,1,4,76,1,2015,5,1,2,1
"288",288,2017,17,15,3,2,1,2,113,1,99,1,19,2,2,4,1,4,76,1,2015,5,1,2,1
"289",289,2017,17,21,4,3,1,2,503,5,99,1,42,7,7,9,1,4,999,99,9999,6,1,2,1
"290",290,2017,17,21,4,3,1,2,503,5,99,1,33,5,5,7,1,4,999,99,9999,6,1,2,1
"291",291,2017,18,22,4,3,1,3,101,1,1,1,24,3,3,5,1,4,6,5,9999,6,1,2,1
"292",292,2017,18,17,3,2,1,3,101,1,15,2,36,6,6,8,1,1,41,3,2012,5,1,2,1
"293",293,2017,18,17,3,2,1,3,101,1,15,1,35,6,6,8,1,4,6,1,2008,4,1,2,1
"294",294,2017,18,19,4,3,1,3,101,1,5,1,999,16,12,18,1,10,999,2,9999,6,1,2,1
"295",295,2017,18,14,3,2,1,3,101,1,12,1,21,3,3,5,1,4,67,3,9999,6,1,2,1
"296",296,2017,18,14,3,2,1,3,101,1,12,1,21,3,3,5,1,2,10,4,2007,4,1,2,1
"297",297,2017,18,0,1,1,1,3,901,9,99,2,30,5,5,7,1,1,69,5,1995,3,1,2,1
"298",298,2017,18,0,1,1,1,3,901,9,99,1,3,1,1,1,2,1,69,5,1995,3,1,2,1
"299",299,2017,18,7,2,1,1,3,920,9,99,1,24,3,3,5,1,1,69,2,1991,3,1,2,1
"300",300,2017,18,18,4,3,1,3,1601,16,99,1,22,3,3,5,1,3,999,99,9999,6,4,2,1
"301",301,2017,18,18,4,3,1,3,1601,16,99,1,19,2,2,4,1,3,999,99,9999,6,4,2,1
"302",302,2017,18,18,4,3,1,3,1601,16,99,1,24,3,3,5,1,3,999,99,9999,6,4,2,1
"303",303,2017,19,2,1,1,1,4,101,1,19,1,22,3,3,5,1,4,45,2,9999,6,1,2,1
"304",304,2017,19,7,2,1,1,4,2215,22,99,2,12,1,1,3,2,1,999,99,9999,6,1,2,1
"305",305,2017,19,7,2,1,1,4,2215,22,99,1,4,1,1,1,2,1,999,99,9999,6,1,2,1
"306",306,2017,19,7,2,1,1,4,2215,22,99,1,24,3,3,5,1,1,999,99,9999,6,1,2,1
"307",307,2017,19,7,2,1,1,4,2215,22,99,2,27,4,4,6,1,1,999,99,9999,6,1,2,1
"308",308,2017,19,7,2,1,1,4,2215,22,99,1,55,10,10,12,1,3,69,9,9999,6,1,2,1
"309",309,2017,19,7,2,1,1,4,2215,22,99,2,27,4,4,6,1,3,69,9,9999,6,1,2,1
"310",310,2017,19,7,2,1,1,4,2215,22,99,1,16,2,2,4,2,3,69,9,9999,6,1,2,1
"311",311,2017,19,7,2,1,1,4,2215,22,99,1,37,6,6,8,1,3,69,9,9999,6,1,2,1
"312",312,2017,19,11,2,1,1,4,601,6,99,1,18,2,2,4,1,4,6,3,2017,5,2,2,1
"313",313,2017,19,11,2,1,1,4,601,6,99,1,20,3,3,5,1,4,6,3,2017,5,2,2,1
"314",314,2017,19,7,2,1,1,4,1401,14,99,1,26,4,4,6,1,4,67,5,2012,5,1,2,1
"315",315,2017,20,14,3,2,1,5,509,5,99,1,25,4,4,6,1,2,67,15,9999,6,3,1,2
"316",316,2017,20,14,3,2,1,5,509,5,99,1,36,6,6,8,1,2,67,15,9999,6,3,1,2
"317",317,2017,20,14,3,2,1,5,509,5,99,1,11,1,1,3,2,2,67,15,9999,6,3,2,1
"318",318,2017,20,0,1,1,1,5,601,6,99,1,50,9,9,11,1,4,27,1,9999,6,2,1,2
"319",319,2017,20,21,4,3,1,5,1601,16,99,2,39,6,6,8,1,11,69,2,2003,4,1,2,1
"320",320,2017,20,0,1,1,1,5,306,3,99,1,17,2,2,4,2,3,17,3,1996,3,2,2,1
"321",321,2017,20,0,1,1,1,5,306,3,99,2,18,2,2,4,1,3,17,3,1996,3,2,2,1
"322",322,2017,20,3,1,1,1,5,101,1,6,1,21,3,3,5,1,4,27,14,2017,5,1,2,1
"323",323,2017,20,11,2,1,1,5,108,1,99,1,27,4,4,6,1,4,999,99,9999,6,1,1,2
"324",324,2017,21,9,2,1,1,6,101,1,6,2,50,9,9,11,1,4,18,1,2015,5,1,2,1
"325",325,2017,21,13,3,2,1,6,107,1,99,1,22,3,3,5,1,3,69,9,9999,6,4,1,2
"326",326,2017,21,10,2,1,1,6,109,1,99,1,18,2,2,4,1,4,6,3,9999,6,1,2,1
"327",327,2017,21,14,3,2,1,6,111,1,99,1,22,3,3,5,1,4,6,5,9999,6,1,2,1
"328",328,2017,21,19,4,3,1,6,511,5,99,1,35,6,6,8,1,9,999,8,9999,6,2,2,1
"329",329,2017,21,18,4,3,1,6,917,9,99,1,32,5,5,7,1,3,69,3,9999,6,1,2,1
"330",330,2017,21,18,4,3,1,6,917,9,99,1,44,7,7,9,1,1,69,5,9999,6,1,2,1
"331",331,2017,21,18,4,3,1,6,917,9,99,2,39,6,6,8,1,1,69,5,9999,6,1,2,1
"332",332,2017,21,18,4,3,1,6,1505,15,99,1,17,2,2,4,2,1,27,4,1992,3,4,2,1
"333",333,2017,21,16,3,2,1,6,705,7,99,1,41,7,7,9,1,3,48,99,2017,5,4,2,1
"334",334,2017,21,16,3,2,1,6,705,7,99,2,26,4,4,6,1,3,48,99,2017,5,4,2,1
"335",335,2017,21,16,3,2,1,6,705,7,99,1,8,1,1,2,2,3,48,99,2017,5,4,2,1
"336",336,2017,21,22,4,3,1,6,312,3,99,1,32,5,5,7,1,4,54,5,9999,6,2,2,1
"337",337,2017,22,16,3,2,1,7,108,1,99,1,20,3,3,5,1,4,999,3,9999,6,1,2,1
"338",338,2017,22,16,3,2,1,7,108,1,99,1,19,2,2,4,1,4,999,3,9999,6,1,2,1
"339",339,2017,22,5,1,1,1,7,101,1,15,1,29,4,4,6,1,1,48,5,9999,6,2,2,1
"340",340,2017,22,15,3,2,1,7,2201,22,99,1,36,6,6,8,1,4,76,5,2015,5,1,2,1
"341",341,2017,22,0,1,1,1,7,2011,20,99,1,21,3,3,5,1,4,67,4,9999,6,1,1,2
"342",342,2017,22,4,1,1,1,7,502,5,99,1,20,3,3,5,1,2,69,11,9999,6,3,1,2
"343",343,2017,22,21,4,3,1,7,602,6,99,2,31,5,5,7,1,4,32,5,2016,5,1,2,1
"344",344,2017,22,21,4,3,1,7,602,6,99,2,20,3,3,5,1,4,32,5,2016,5,1,2,1
"345",345,2017,22,0,1,1,1,7,1104,11,99,1,25,4,4,6,1,4,27,1,2004,4,2,2,1
"346",346,2017,22,0,1,1,1,7,1104,11,99,2,21,3,3,5,1,4,27,1,2004,4,2,2,1
"347",347,2017,22,22,4,3,1,7,1703,17,99,1,23,3,3,5,1,4,32,5,9999,6,1,2,1
"348",348,2017,22,22,4,3,1,7,1703,17,99,2,22,3,3,5,1,4,32,5,9999,6,1,2,1
"349",349,2017,22,3,1,1,1,7,1713,17,99,1,24,3,3,5,1,4,999,99,9999,6,2,2,1
"350",350,2017,22,16,3,2,1,7,1401,14,99,2,33,5,5,7,1,2,41,2,2013,5,1,2,1
"351",351,2017,23,2,1,1,1,1,101,1,18,1,20,3,3,5,1,4,6,6,9999,6,4,2,1
"352",352,2017,23,2,1,1,1,1,101,1,18,1,19,2,2,4,1,4,6,6,9999,6,4,2,1
"353",353,2017,23,21,4,3,1,1,101,1,6,1,21,3,3,5,1,4,76,5,1998,3,1,2,1
"354",354,2017,23,14,3,2,1,1,101,1,13,2,37,6,6,8,1,4,1,3,2008,4,1,2,1
"355",355,2017,23,9,2,1,1,1,101,1,19,1,999,16,12,18,1,4,64,3,2016,5,1,2,1
"356",356,2017,23,17,3,2,1,1,2212,22,99,1,24,3,3,5,1,4,999,99,9999,6,1,1,2
"357",357,2017,23,11,2,1,1,1,501,5,99,1,31,5,5,7,1,4,999,2,1998,3,1,2,1
"358",358,2017,23,11,2,1,1,1,901,9,99,2,27,4,4,6,1,1,69,4,9999,6,1,2,1
"359",359,2017,23,11,2,1,1,1,901,9,99,1,29,4,4,6,1,1,69,4,9999,6,1,2,1
"360",360,2017,23,16,3,2,1,1,1215,12,99,1,33,5,5,7,1,9,999,1,9999,6,1,2,1
"361",361,2017,23,16,3,2,1,1,1215,12,99,2,23,3,3,5,1,9,999,1,9999,6,1,2,1
"362",362,2017,23,16,3,2,1,1,1215,12,99,1,19,2,2,4,1,9,999,1,9999,6,1,2,1
"363",363,2017,23,16,3,2,1,1,1215,12,99,2,57,10,10,12,1,9,999,1,9999,6,1,2,1
"364",364,2017,23,16,3,2,1,1,1215,12,99,2,35,6,6,8,1,9,999,1,9999,6,1,2,1
"365",365,2017,23,16,3,2,1,1,1215,12,99,1,11,1,1,3,2,9,999,1,9999,6,1,2,1
"366",366,2017,23,16,3,2,1,1,1215,12,99,2,20,3,3,5,1,9,999,1,9999,6,1,2,1
"367",367,2017,23,16,3,2,1,1,1215,12,99,2,10,1,1,3,2,9,999,1,9999,6,1,2,1
"368",368,2017,23,16,3,2,1,1,1215,12,99,1,1,1,1,1,2,9,999,1,9999,6,1,2,1
"369",369,2017,23,16,3,2,1,1,1215,12,99,1,22,3,3,5,1,9,999,1,9999,6,1,2,1
"370",370,2017,23,16,3,2,1,1,1215,12,99,2,26,4,4,6,1,9,999,1,9999,6,1,2,1
"371",371,2017,23,16,3,2,1,1,1215,12,99,1,4,1,1,1,2,9,999,1,9999,6,1,2,1
"372",372,2017,23,16,3,2,1,1,1215,12,99,1,4,1,1,1,2,9,999,1,9999,6,1,2,1
"373",373,2017,23,9,2,1,1,1,1602,16,99,1,24,3,3,5,1,4,67,5,2016,5,1,2,1
"374",374,2017,23,13,3,2,1,1,1503,15,99,2,33,5,5,7,1,4,6,1,9999,6,2,2,1
"375",375,2017,23,13,3,2,1,1,1503,15,99,2,69,12,11,14,1,4,6,1,9999,6,2,2,1
"376",376,2017,23,13,3,2,1,1,1503,15,99,1,14,1,1,3,2,4,6,1,9999,6,2,2,1
"377",377,2017,23,14,3,2,1,1,1420,14,99,1,60,11,11,13,1,3,69,5,9999,6,1,1,2
"378",378,2017,23,14,3,2,1,1,1420,14,99,2,34,5,5,7,1,3,69,5,9999,6,1,2,1
"379",379,2017,23,14,3,2,1,1,1420,14,99,1,8,1,1,2,2,3,69,5,9999,6,1,2,1
"380",380,2017,23,14,3,2,1,1,1420,14,99,2,1,1,1,1,2,3,69,5,9999,6,1,2,1
"381",381,2017,23,1,1,1,1,1,1401,14,99,2,45,8,8,10,1,3,69,4,9999,6,4,1,2
"382",382,2017,23,1,1,1,1,1,1401,14,99,2,60,11,11,13,1,3,69,4,9999,6,4,2,1
"383",383,2017,23,1,1,1,1,1,1401,14,99,2,37,6,6,8,1,3,69,4,9999,6,4,2,1
"384",384,2017,23,16,3,2,1,1,308,3,99,1,43,7,7,9,1,9,48,11,1993,3,1,2,1
"385",385,2017,23,16,3,2,1,1,308,3,99,2,53,9,9,11,1,12,30,3,1998,3,1,2,1
"386",386,2017,23,16,3,2,1,1,308,3,99,2,39,6,6,8,1,12,30,3,1998,3,1,2,1
"387",387,2017,24,5,1,1,1,2,109,1,99,1,49,8,8,10,1,6,19,2,1971,1,1,1,2
"388",388,2017,24,6,2,1,1,2,613,6,99,1,25,4,4,6,1,4,6,3,9999,6,2,2,1
"389",389,2017,24,13,3,2,1,2,201,2,99,1,30,5,5,7,1,4,999,1,2017,5,1,1,2
"390",390,2017,24,12,3,2,1,2,1801,18,99,1,20,3,3,5,1,4,999,99,9999,6,1,2,1
"391",391,2017,24,12,3,2,1,2,1801,18,99,2,18,2,2,4,1,4,999,99,9999,6,1,2,1
"392",392,2017,24,22,4,3,1,2,1708,17,99,1,21,3,3,5,1,3,999,99,9999,6,2,1,2
"393",393,2017,25,9,2,1,1,3,501,5,99,1,22,3,3,5,1,4,27,2,9999,6,1,2,2
"394",394,2017,25,18,4,3,1,3,1615,16,99,1,21,3,3,5,1,4,67,5,9999,6,1,2,1
"395",395,2017,25,21,4,3,1,3,202,2,99,1,40,7,7,9,1,3,56,7,2017,5,1,2,1
"396",396,2017,25,8,2,1,1,3,1707,17,99,1,30,5,5,7,1,4,18,1,9999,6,1,2,1
"397",397,2017,25,21,4,3,1,3,1713,17,99,1,20,3,3,5,1,4,69,3,9999,6,1,1,2
"398",398,2017,26,10,2,1,1,4,101,1,1,1,35,6,6,8,1,4,20,99,2013,5,1,2,1
"399",399,2017,26,10,2,1,1,4,101,1,1,1,41,7,7,9,1,4,32,1,9999,6,1,2,1
"400",400,2017,26,10,2,1,1,4,101,1,1,2,999,16,12,18,1,4,32,1,9999,6,1,2,1
"401",401,2017,26,16,3,2,1,4,1601,16,99,1,60,11,11,13,1,2,41,99,9999,6,1,1,2
"402",402,2017,26,16,3,2,1,4,1601,16,99,1,45,8,8,10,1,2,41,99,9999,6,1,2,1
"403",403,2017,26,15,3,2,1,4,609,6,99,2,13,1,1,3,2,3,999,99,9999,6,4,1,2
"404",404,2017,26,23,4,3,1,4,117,1,99,1,41,7,7,9,1,4,27,5,9999,6,2,2,1
"405",405,2017,26,23,4,3,1,4,117,1,99,1,35,6,6,8,1,4,27,5,9999,6,2,2,1
"406",406,2017,26,0,1,1,1,4,1001,10,99,1,19,2,2,4,1,4,35,1,9999,6,1,2,1
"407",407,2017,26,0,1,1,1,4,1001,10,99,1,17,2,2,4,2,4,35,1,9999,6,1,2,1
"408",408,2017,26,18,4,3,1,4,1103,11,99,1,31,5,5,7,1,4,999,2,9999,6,1,2,1
"409",409,2017,26,18,4,3,1,4,1103,11,99,1,23,3,3,5,1,4,999,2,9999,6,1,2,1
"410",410,2017,26,19,4,3,1,4,1101,11,99,2,32,5,5,7,1,4,67,5,2013,5,1,2,1
"411",411,2017,26,16,3,2,1,4,917,9,99,1,26,4,4,6,1,2,69,8,9999,6,1,2,1
"412",412,2017,26,18,4,3,1,4,1301,13,99,2,26,4,4,6,1,4,77,1,9999,6,1,2,1
"413",413,2017,26,18,4,3,1,4,1301,13,99,1,26,4,4,6,1,4,77,1,9999,6,1,2,1
"414",414,2017,26,18,4,3,1,4,1801,18,99,1,50,9,9,11,1,4,35,5,9999,6,1,2,1
"415",415,2017,26,14,3,2,1,4,1712,17,99,1,18,2,2,4,1,4,999,99,9999,6,1,2,1
"416",416,2017,26,14,3,2,1,4,1712,17,99,1,17,2,2,4,2,4,999,99,9999,6,1,2,1
"417",417,2017,26,14,3,2,1,4,1703,17,99,1,52,9,9,11,1,4,6,1,9999,6,1,2,1
"418",418,2017,27,1,1,1,1,5,101,1,1,1,31,5,5,7,1,2,8,4,9999,6,1,2,1
"419",419,2017,27,6,2,1,1,5,101,1,1,2,26,4,4,6,1,4,6,3,2010,5,1,2,1
"420",420,2017,27,11,2,1,1,5,109,1,99,1,19,2,2,4,1,4,999,7,9999,6,1,2,1
"421",421,2017,27,19,4,3,1,5,601,6,99,1,12,1,1,3,2,4,27,9,9999,6,1,2,1
"422",422,2017,27,4,1,1,1,5,501,5,99,1,22,3,3,5,1,4,999,99,9999,6,1,2,1
"423",423,2017,27,4,1,1,1,5,501,5,99,1,999,16,12,18,1,4,999,99,9999,6,1,2,1
"424",424,2017,27,17,3,2,1,5,101,1,5,1,32,5,5,7,1,4,999,99,9999,6,4,2,1
"425",425,2017,27,2,1,1,1,5,101,1,9,1,29,4,4,6,1,4,32,99,9999,6,1,2,1
"426",426,2017,27,13,3,2,1,5,113,1,99,1,39,6,6,8,1,4,999,99,9999,6,4,2,1
"427",427,2017,28,2,1,1,1,6,101,1,10,1,21,3,3,5,1,4,6,5,9999,6,1,2,1
"428",428,2017,28,9,2,1,1,6,2101,21,99,1,36,6,6,8,1,4,67,99,2007,4,1,2,1
"429",429,2017,28,4,1,1,1,6,2001,20,99,1,40,7,7,9,1,3,56,4,1986,2,1,2,1
"430",430,2017,28,4,1,1,1,6,2001,20,99,2,50,9,9,11,1,3,56,4,1986,2,1,2,1
"431",431,2017,28,4,1,1,1,6,2001,20,99,2,26,4,4,6,1,3,56,4,1986,2,1,2,1
"432",432,2017,28,4,1,1,1,6,2001,20,99,2,22,3,3,5,1,3,56,4,1986,2,1,2,1
"433",433,2017,28,4,1,1,1,6,2001,20,99,1,18,2,2,4,1,3,56,4,1986,2,1,2,1
"434",434,2017,28,4,1,1,1,6,2001,20,99,2,12,1,1,3,2,3,56,4,1986,2,1,2,1
"435",435,2017,28,4,1,1,1,6,2001,20,99,2,9,1,1,2,2,3,56,4,1986,2,1,2,1
"436",436,2017,28,4,1,1,1,6,2001,20,99,1,9,1,1,2,2,3,56,4,1986,2,1,2,1
"437",437,2017,28,4,1,1,1,6,2001,20,99,2,1,1,1,1,2,3,56,4,1986,2,1,2,1
"438",438,2017,28,10,2,1,1,6,2001,20,99,1,39,6,6,8,1,1,69,99,2002,4,1,2,1
"439",439,2017,28,10,2,1,1,6,2001,20,99,2,31,5,5,7,1,1,69,99,2002,4,1,2,1
"440",440,2017,28,8,2,1,1,6,501,5,99,1,24,3,3,5,1,1,52,4,9999,6,3,2,1
"441",441,2017,28,8,2,1,1,6,501,5,99,1,23,3,3,5,1,1,52,4,9999,6,3,2,1
"442",442,2017,28,8,2,1,1,6,501,5,99,1,23,3,3,5,1,1,52,4,9999,6,3,2,1
"443",443,2017,28,20,4,3,1,6,502,5,99,1,36,6,6,8,1,12,30,7,1990,3,3,2,1
"444",444,2017,28,20,4,3,1,6,502,5,99,1,25,4,4,6,1,12,30,7,1990,3,3,2,1
"445",445,2017,28,20,4,3,1,6,502,5,99,1,19,2,2,4,1,12,30,7,1990,3,3,2,1
"446",446,2017,28,20,4,3,1,6,502,5,99,1,26,4,4,6,1,12,30,7,1990,3,3,2,1
"447",447,2017,28,20,4,3,1,6,502,5,99,1,48,8,8,10,1,12,30,7,1990,3,3,2,1
"448",448,2017,28,20,4,3,1,6,502,5,99,1,47,8,8,10,1,12,30,7,1990,3,3,2,1
"449",449,2017,28,20,4,3,1,6,502,5,99,1,28,4,4,6,1,12,30,7,1990,3,3,2,1
"450",450,2017,28,20,4,3,1,6,502,5,99,1,36,6,6,8,1,12,30,7,1990,3,3,2,1
"451",451,2017,28,20,4,3,1,6,502,5,99,1,31,5,5,7,1,12,30,7,1990,3,3,2,1
"452",452,2017,28,20,4,3,1,6,502,5,99,1,19,2,2,4,1,12,30,7,1990,3,3,2,1
"453",453,2017,28,20,4,3,1,6,502,5,99,1,21,3,3,5,1,12,30,7,1990,3,3,2,1
"454",454,2017,28,20,4,3,1,6,502,5,99,1,24,3,3,5,1,12,30,7,1990,3,3,2,1
"455",455,2017,28,20,4,3,1,6,502,5,99,1,39,6,6,8,1,12,30,7,1990,3,3,2,1
"456",456,2017,28,20,4,3,1,6,502,5,99,1,32,5,5,7,1,12,30,7,1990,3,3,2,1
"457",457,2017,28,20,4,3,1,6,502,5,99,1,29,4,4,6,1,12,30,7,1990,3,3,2,1
"458",458,2017,28,20,4,3,1,6,502,5,99,1,58,10,10,12,1,12,30,7,1990,3,3,2,1
"459",459,2017,28,20,4,3,1,6,502,5,99,1,61,11,11,13,1,12,30,7,1990,3,3,2,1
"460",460,2017,28,9,2,1,1,6,501,5,99,2,43,7,7,9,1,4,999,99,9999,6,1,2,1
"461",461,2017,28,12,3,2,1,6,601,6,99,1,999,16,12,18,1,4,76,1,2011,5,1,2,1
"462",462,2017,28,23,4,3,1,6,1002,10,99,1,53,9,9,11,1,3,56,4,9999,6,1,2,1
"463",463,2017,28,13,3,2,1,6,1804,18,99,1,49,8,8,10,1,4,76,5,1986,2,1,1,2
"464",464,2017,28,13,3,2,1,6,1804,18,99,1,45,8,8,10,1,4,76,5,1986,2,1,2,1
"465",465,2017,28,16,3,2,1,6,1709,17,99,1,34,5,5,7,1,3,69,3,1994,3,1,2,1
"466",466,2017,28,16,3,2,1,6,1709,17,99,1,51,9,9,11,1,3,69,3,1989,2,1,2,1
"467",467,2017,28,16,3,2,1,6,1709,17,99,1,17,2,2,4,2,3,69,3,1989,2,1,2,1
"468",468,2017,28,16,3,2,1,6,1709,17,99,1,19,2,2,4,1,3,69,3,1989,2,1,2,1
"469",469,2017,28,20,4,3,1,6,401,4,99,1,23,3,3,5,1,4,67,3,2008,4,1,2,1
"470",470,2017,28,16,3,2,1,6,101,1,4,2,42,7,7,9,1,4,27,5,2013,5,1,2,2
"471",471,2017,28,18,4,3,1,6,101,1,1,1,34,5,5,7,1,4,18,5,2005,4,1,2,1
"472",472,2017,28,18,4,3,1,6,101,1,1,1,46,8,8,10,1,4,18,5,2005,4,1,2,1
"473",473,2017,29,1,1,1,1,7,117,1,99,2,45,8,8,10,1,4,27,5,9999,6,2,2,1
"474",474,2017,29,14,3,2,1,7,101,1,1,1,57,10,10,12,1,11,56,2,2011,5,1,2,1
"475",475,2017,29,14,3,2,1,7,101,1,1,1,53,9,9,11,1,1,28,2,2014,5,1,2,1
"476",476,2017,29,14,3,2,1,7,101,1,1,1,19,2,2,4,1,1,10,4,2007,4,1,2,1
"477",477,2017,29,3,1,1,1,7,101,1,1,2,28,4,4,6,1,1,28,2,2012,5,1,2,1
"478",478,2017,29,3,1,1,1,7,101,1,1,1,22,3,3,5,1,1,28,2,2012,5,1,2,1
"479",479,2017,29,14,3,2,1,7,110,1,99,1,22,3,3,5,1,4,27,5,9999,6,1,2,1
"480",480,2017,29,7,2,1,1,7,301,3,99,1,46,8,8,10,1,4,27,5,9999,6,1,2,1
"481",481,2017,29,7,2,1,1,7,110,1,99,1,43,7,7,9,1,4,999,1,9999,6,2,1,2
"482",482,2017,29,2,1,1,1,7,2212,22,99,1,34,5,5,7,1,2,48,3,2003,4,1,1,2
"483",483,2017,29,13,3,2,1,7,203,2,99,1,22,3,3,5,1,2,999,7,1986,2,2,2,1
"484",484,2017,29,13,3,2,1,7,203,2,99,1,30,5,5,7,1,2,999,7,1986,2,2,2,1
"485",485,2017,29,16,3,2,1,7,301,3,99,1,21,3,3,5,1,4,18,4,9999,6,2,2,1
"486",486,2017,29,19,4,3,1,7,511,5,99,1,50,9,9,11,1,3,69,3,9999,6,1,2,1
"487",487,2017,29,23,4,3,1,7,1001,10,99,1,18,2,2,4,1,5,41,3,9999,6,1,2,1
"488",488,2017,29,23,4,3,1,7,1001,10,99,2,18,2,2,4,1,5,41,3,9999,6,1,2,1
"489",489,2017,29,1,1,1,1,7,1613,16,99,2,999,16,12,18,1,3,69,5,9999,6,1,1,2
"490",490,2017,29,1,1,1,1,7,1613,16,99,2,6,1,1,2,2,3,69,5,9999,6,1,2,1
"491",491,2017,29,19,4,3,1,7,1616,16,99,1,43,7,7,9,1,4,999,9,9999,6,2,1,2
"492",492,2017,29,19,4,3,1,7,1616,16,99,1,999,16,12,18,1,4,999,9,9999,6,2,2,1
"493",493,2017,29,13,3,2,1,7,1508,15,99,1,42,7,7,9,1,4,999,99,9999,6,2,1,2
"494",494,2017,29,1,1,1,1,7,1701,17,99,1,24,3,3,5,1,4,67,99,9999,6,2,2,1
"495",495,2017,29,23,4,3,1,7,109,1,99,1,29,4,4,6,1,4,27,5,9999,6,1,2,1
